"study","species","trait_name","value","trait_name_original","value_original"
"Treemovals","Acer Red Pygmy ","Uses","A compact, dwarfed foliage tree with delicate narrow-lobed red to purple leaves. Ideal feature to add foliage interest in rockeries, foreground planting, and small gardens.","Uses","A compact, dwarfed foliage tree with delicate narrow-lobed red to purple leaves. Ideal feature to add foliage interest in rockeries, foreground planting, and small gardens."
"Treemovals","Acer palmatum 'Atropurpureum'","common_name","Red Maple","common_name","Red Maple"
"Treemovals","Acer palmatum 'Atropurpureum'","Family","Aceraceae","Family","Aceraceae"
"Treemovals","Acer palmatum 'Atropurpureum'","Origins","East Asia","Origins","East Asia"
"Treemovals","Acer palmatum 'Atropurpureum'","Habit/ Form","Densely rounded at maturity. Faster growing when young.","Habit/ Form","Densely rounded at maturity. Faster growing when young."
"Treemovals","Acer palmatum 'Atropurpureum'","Leaves","Five-lobed, rich crimson-red new leaves in spring, turning to bronze-green in summer, and then finally to rich crimson-red in autumn.","Leaves","Five-lobed, rich crimson-red new leaves in spring, turning to bronze-green in summer, and then finally to rich crimson-red in autumn."
"Treemovals","Acer palmatum 'Atropurpureum'","Flowers","Inconspicuous","Flowers","Inconspicuous"
"Treemovals","Acer palmatum 'Atropurpureum'","Fruit","Samaras in borne pairs.","Fruit","Samaras in borne pairs."
"Treemovals","Acer palmatum 'Atropurpureum'","Bark / Trunk","Greyish-purple.","Bark / Trunk","Greyish-purple."
"Treemovals","Acer palmatum 'Atropurpureum'","Vigour / Longevity","Slow to moderate.","Vigour / Longevity","Slow to moderate."
"Treemovals","Acer palmatum 'Atropurpureum'","Environmental Requirements","Should not be planted in exposed areas where hot summer winds may stress the tree. Leaves may suffer scorch in very hot sun.","Environmental Requirements","Should not be planted in exposed areas where hot summer winds may stress the tree. Leaves may suffer scorch in very hot sun."
"Treemovals","Acer palmatum 'Atropurpureum'","Hardiness","Better suited to part shade but can handle full sun if well protected.","Hardiness","Better suited to part shade but can handle full sun if well protected."
"Treemovals","Acer palmatum 'Atropurpureum'","Soil / Drainage","Adaptable to a range of soil types once established, but prefers a moist, well-drained soil.","Soil / Drainage","Adaptable to a range of soil types once established, but prefers a moist, well-drained soil."
"Treemovals","Acer palmatum 'Atropurpureum'","Pruning","May require regular formative pruning for strong limb, trunk and crown structure.","Pruning","May require regular formative pruning for strong limb, trunk and crown structure."
"Treemovals","Acer palmatum 'Atropurpureum'","Watering","Keep well watered throughout the warmer months.","Watering","Keep well watered throughout the warmer months."
"Treemovals","Acer palmatum 'Atropurpureum'","Fertilising","Long-term slow release fertiliser is recommended.","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer palmatum 'Atropurpureum'","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab.","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab."
"Treemovals","Acer palmatum 'Atropurpureum'","Uses","A small, dense tree with excellent year-round colour. Magnificent bronze-purple foliage is combined with a good shape and a useful size to make an attractive specimen tree for a protected area in the landscape.","Uses","A small, dense tree with excellent year-round colour. Magnificent bronze-purple foliage is combined with a good shape and a useful size to make an attractive specimen tree for a protected area in the landscape."
"Treemovals","Acer Autumn Blaze  ","common_name","Autumn Blaze Lipstick Maple","common_name","Autumn Blaze Lipstick Maple"
"Treemovals","Acer Autumn Blaze  ","Family","Aceraceae","Family","Aceraceae"
"Treemovals","Acer Autumn Blaze  ","Origins","East Asia","Origins","East Asia"
"Treemovals","Acer Autumn Blaze  ","Habit/ Form","Oval to rounded with a straight central leader. Dense and uniform shape.","Habit/ Form","Oval to rounded with a straight central leader. Dense and uniform shape."
"Treemovals","Acer Autumn Blaze  ","Leaves","Deeply lobed, rich green leaves, changing to intense red in early autumn.","Leaves","Deeply lobed, rich green leaves, changing to intense red in early autumn."
"Treemovals","Acer Autumn Blaze  ","Flowers","Insignificant. The female flowers are bright red in spring.","Flowers","Insignificant. The female flowers are bright red in spring."
"Treemovals","Acer Autumn Blaze  ","Fruit","Virtually seedless in Australian conditions. Green winged samara if produced.","Fruit","Virtually seedless in Australian conditions. Green winged samara if produced."
"Treemovals","Acer Autumn Blaze  ","Bark / Trunk","Thin. Dark greyish-brown. Becomes furrowed with age.","Bark / Trunk","Thin. Dark greyish-brown. Becomes furrowed with age."
"Treemovals","Acer Autumn Blaze  ","Vigour / Longevity","Moderate.","Vigour / Longevity","Moderate."
"Treemovals","Acer Autumn Blaze  ","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites.","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites."
"Treemovals","Acer Autumn Blaze  ","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions.","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions."
"Treemovals","Acer Autumn Blaze  ","Soil / Drainage","Prefers a moist, slightly acidic, well drained soil. Mulching is beneficial after planting.","Soil / Drainage","Prefers a moist, slightly acidic, well drained soil. Mulching is beneficial after planting."
"Treemovals","Acer Autumn Blaze  ","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring.","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring."
"Treemovals","Acer Autumn Blaze  ","Watering","Keep well watered throughout the warmer months.","Watering","Keep well watered throughout the warmer months."
"Treemovals","Acer Autumn Blaze  ","Fertilising","Long-term slow release fertiliser is recommended.","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer Autumn Blaze  ","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab.","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab."
"Treemovals","Acer Autumn Blaze  ","Uses","A selection from a cross between A. rubrum and A. saccharinum, this tree is now widely planted in Australia, where it combines the best attributes of its parents. This well structured and very adaptable tree features some of the best autumn foliage colourings of the hybrid red maples, but is most useful as a medium to large shade tree for car parks, amenity areas around buildings, medium to large properties and for street, avenue or park plantings.","Uses","A selection from a cross between A. rubrum and A. saccharinum, this tree is now widely planted in Australia, where it combines the best attributes of its parents. This well structured and very adaptable tree features some of the best autumn foliage colourings of the hybrid red maples, but is most useful as a medium to large shade tree for car parks, amenity areas around buildings, medium to large properties and for street, avenue or park plantings."
"Treemovals","Acer Fairview Flame ","common_name","Fairview Flame Lipstick Maple","common_name","Fairview Flame Lipstick Maple"
"Treemovals","Acer Fairview Flame ","Family","Aceraceae","Family","Aceraceae"
"Treemovals","Acer Fairview Flame ","Origins","East Asia","Origins","East Asia"
"Treemovals","Acer Fairview Flame ","Habit/ Form","Oval to moderately ovate.","Habit/ Form","Oval to moderately ovate."
"Treemovals","Acer Fairview Flame ","Leaves","Mid- to dark green three- to five-lobed leaves changing to multi colours in autumn.","Leaves","Mid- to dark green three- to five-lobed leaves changing to multi colours in autumn."
"Treemovals","Acer Fairview Flame ","Flowers","Small red female flowers appearing before the leaves emerge in spring.","Flowers","Small red female flowers appearing before the leaves emerge in spring."
"Treemovals","Acer Fairview Flame ","Fruit","Samaras produced in pairs.","Fruit","Samaras produced in pairs."
"Treemovals","Acer Fairview Flame ","Bark / Trunk","Thin, dark grey and roughly textured. The young twigs are bright red.","Bark / Trunk","Thin, dark grey and roughly textured. The young twigs are bright red."
"Treemovals","Acer Fairview Flame ","Vigour / Longevity","Moderate.","Vigour / Longevity","Moderate."
"Treemovals","Acer Fairview Flame ","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites.","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites."
"Treemovals","Acer Fairview Flame ","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions.","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions."
"Treemovals","Acer Fairview Flame ","Soil / Drainage","Prefers a moist, slightly acidic, well drained soil. Mulching is beneficial after planting.","Soil / Drainage","Prefers a moist, slightly acidic, well drained soil. Mulching is beneficial after planting."
"Treemovals","Acer Fairview Flame ","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring.","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring."
"Treemovals","Acer Fairview Flame ","Watering","Keep well watered throughout the warmer months.","Watering","Keep well watered throughout the warmer months."
"Treemovals","Acer Fairview Flame ","Fertilising","Long-term slow release fertiliser is recommended.","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer Fairview Flame ","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab.","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab."
"Treemovals","Acer Fairview Flame ","Uses","This vigorous, well-structured tree with spectacular and reliable autumn foliage colour is possibly one of the best red maple cultivars available. A suitable choice for larger areas as a shade or specimen tree.","Uses","This vigorous, well-structured tree with spectacular and reliable autumn foliage colour is possibly one of the best red maple cultivars available. A suitable choice for larger areas as a shade or specimen tree."
"Treemovals","Acer palmatum ","common_name","Japanese Maple","common_name","Japanese Maple"
"Treemovals","Acer palmatum ","Family","Aceraceae","Family","Aceraceae"
"Treemovals","Acer palmatum ","Origins","Japan and Korea","Origins","Japan and Korea"
"Treemovals","Acer palmatum ","Habit/ Form","A single or multi-trunked small tree with a broad domed crown. Dissectum cultivar -usually form bun shaped weeping shrubs.","Habit/ Form","A single or multi-trunked small tree with a broad domed crown. Dissectum cultivar -usually form bun shaped weeping shrubs."
"Treemovals","Acer palmatum ","Leaves","Opposite, palmately lobed with 5 to 7 lobes, 50 - 80mm x 50 - 80mm, margins serrate, bright to dark green, turning yellow, orange, red, scarlet in late autumn. (In warmer climates the foliage may not change colour till early winter, autumn colours are less vibrant in warmer climates.)","Leaves","Opposite, palmately lobed with 5 to 7 lobes, 50 - 80mm x 50 - 80mm, margins serrate, bright to dark green, turning yellow, orange, red, scarlet in late autumn. (In warmer climates the foliage may not change colour till early winter, autumn colours are less vibrant in warmer climates.)"
"Treemovals","Acer palmatum ","Flowers","Hanging bunches of tiny crateriform flowers produced with the spring growth.","Flowers","Hanging bunches of tiny crateriform flowers produced with the spring growth."
"Treemovals","Acer palmatum ","Fruit","Pale brown twin samaras, in weeping clusters on the ends of the branches in autumn.","Fruit","Pale brown twin samaras, in weeping clusters on the ends of the branches in autumn."
"Treemovals","Acer palmatum ","Bark / Trunk","Smooth green aging to pale brown or grey brown bark, sometimes with raised rings at the nodes.","Bark / Trunk","Smooth green aging to pale brown or grey brown bark, sometimes with raised rings at the nodes."
"Treemovals","Acer palmatum ","Vigour / Longevity","Slow to moderately vigorous depending on the cultivar and conditions, long lived.","Vigour / Longevity","Slow to moderately vigorous depending on the cultivar and conditions, long lived."
"Treemovals","Acer palmatum ","Environmental Requirements","Best foliage and autumn foliage colour in a sunny wind protected position. Avoid hot western sun and wind exposed areas or leaf burn will be a problem. Will grow well and not suffer leaf burn in a morning sun, afternoon shade position, but the autumn colours will not be as bright and autumn colouring will occur later.","Environmental Requirements","Best foliage and autumn foliage colour in a sunny wind protected position. Avoid hot western sun and wind exposed areas or leaf burn will be a problem. Will grow well and not suffer leaf burn in a morning sun, afternoon shade position, but the autumn colours will not be as bright and autumn colouring will occur later."
"Treemovals","Acer palmatum ","Hardiness","Frost tolerant to -10Â°C","Hardiness","Frost tolerant to -10Â°C"
"Treemovals","Acer palmatum ","Soil / Drainage","It is essential that Japanese Maples have well drained, reliably moist soils to avoid leaf burn. Organic matter added to the soil before planting and a thick organic mulch will do much to improve growth and avoid leaf burn.","Soil / Drainage","It is essential that Japanese Maples have well drained, reliably moist soils to avoid leaf burn. Organic matter added to the soil before planting and a thick organic mulch will do much to improve growth and avoid leaf burn."
"Treemovals","Acer palmatum ","Pruning","Multiple trunks are natural for this species, only allow well spaced trunks to grow, then let the natural habit develop. These trees can be easily trained to a single leader.","Pruning","Multiple trunks are natural for this species, only allow well spaced trunks to grow, then let the natural habit develop. These trees can be easily trained to a single leader."
"Treemovals","Acer palmatum ","Watering","Water well during the growing season, very prone to leaf bum if allowed to dry out.","Watering","Water well during the growing season, very prone to leaf bum if allowed to dry out."
"Treemovals","Acer palmatum ","Fertilising","Fertilise in late winter with a complete fertilisers for spring growth and maintain a thick mulch over the root zone.","Fertilising","Fertilise in late winter with a complete fertilisers for spring growth and maintain a thick mulch over the root zone."
"Treemovals","Acer palmatum ","Pests / Diseases","Leaf scorch in new plantings till the roots establish is common. Leaf burn in hot dry or windy areas and on soils with a high salt content.","Pests / Diseases","Leaf scorch in new plantings till the roots establish is common. Leaf burn in hot dry or windy areas and on soils with a high salt content."
"Treemovals","Acer palmatum ","Uses","A small autumn colour contrast tree, shade tree, street tree, deciduous screen, bonsai subject, and climate control tree.","Uses","A small autumn colour contrast tree, shade tree, street tree, deciduous screen, bonsai subject, and climate control tree."
"Treemovals","Acer palmatum 'Senkaki'","common_name","Coral Bark Maple","common_name","Coral Bark Maple"
"Treemovals","Acer palmatum 'Senkaki'","Family","Aceraceae","Family","Aceraceae"
"Treemovals","Acer palmatum 'Senkaki'","Origins","East Asia","Origins","East Asia"
"Treemovals","Acer palmatum 'Senkaki'","Habit/ Form","'Vase' shaped, multi-stemmed small tree.","Habit/ Form","'Vase' shaped, multi-stemmed small tree."
"Treemovals","Acer palmatum 'Senkaki'","Leaves","Light green, five lobed, flat leaves, with red petioles. The lobes are rounded and tapered to a sharp point and have a doubly serrate margin. The autumn colours are brilliant yellow with an apricot-orange tinge. Leaves can occasionally have seven to nine lobes.","Leaves","Light green, five lobed, flat leaves, with red petioles. The lobes are rounded and tapered to a sharp point and have a doubly serrate margin. The autumn colours are brilliant yellow with an apricot-orange tinge. Leaves can occasionally have seven to nine lobes."
"Treemovals","Acer palmatum 'Senkaki'","Flowers","Small red flowers in spring that usually go unnoticed.","Flowers","Small red flowers in spring that usually go unnoticed."
"Treemovals","Acer palmatum 'Senkaki'","Fruit","Inconspicuous.","Fruit","Inconspicuous."
"Treemovals","Acer palmatum 'Senkaki'","Bark / Trunk","The young stems are bright coral pink to red which intensifies and becomes more obvious in the dormant period. Older branches gradually become brown with attractive green striations.","Bark / Trunk","The young stems are bright coral pink to red which intensifies and becomes more obvious in the dormant period. Older branches gradually become brown with attractive green striations."
"Treemovals","Acer palmatum 'Senkaki'","Vigour / Longevity","Slow growing, long lived.","Vigour / Longevity","Slow growing, long lived."
"Treemovals","Acer palmatum 'Senkaki'","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites.","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites."
"Treemovals","Acer palmatum 'Senkaki'","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions.","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions."
"Treemovals","Acer palmatum 'Senkaki'","Soil / Drainage","Prefers a moist, slightly acidic, well-drained soil. Mulching is beneficial after planting.","Soil / Drainage","Prefers a moist, slightly acidic, well-drained soil. Mulching is beneficial after planting."
"Treemovals","Acer palmatum 'Senkaki'","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring.","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring."
"Treemovals","Acer palmatum 'Senkaki'","Watering","Keep well watered throughout the warmer months.","Watering","Keep well watered throughout the warmer months."
"Treemovals","Acer palmatum 'Senkaki'","Fertilising","Long-term slow release fertiliser is recommended.","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer palmatum 'Senkaki'","Pests / Diseases","Susceptible to rust that can cause foliage abscission, but resistant to apple scab.","Pests / Diseases","Susceptible to rust that can cause foliage abscission, but resistant to apple scab."
"Treemovals","Acer palmatum 'Senkaki'","Uses","A well-known Japanese Maple cultivar with unusual coral pink young stems that create a striking effect, especially in winter. This feature and the superb yellow to apricot autumn foliage make it an elegant tree ideal for protected areas of gardens and parks.","Uses","A well-known Japanese Maple cultivar with unusual coral pink young stems that create a striking effect, especially in winter. This feature and the superb yellow to apricot autumn foliage make it an elegant tree ideal for protected areas of gardens and parks."
"Treemovals","Acer rubrum 'October Glory' ","common_name","Lipstick Maple October Glory  ","common_name","Lipstick Maple October Glory  "
"Treemovals","Acer rubrum 'October Glory' ","Family","Aceraceae","Family","Aceraceae"
"Treemovals","Acer rubrum 'October Glory' ","Origins","East Asia","Origins","East Asia"
"Treemovals","Acer rubrum 'October Glory' ","Habit/ Form","Broadly ovate to oval rounded.","Habit/ Form","Broadly ovate to oval rounded."
"Treemovals","Acer rubrum 'October Glory' ","Leaves","Lustrous, dark green five-lobed leaves with red petioles and a greyish underside. During early autumn the leaves turn a dark pinkish-red and become an effective background colour to compliment the often superb autumn tones of brilliant red-orange to pinkish lipstick-red. The leaf undersides become greyish-pink adding further interest to the display.","Leaves","Lustrous, dark green five-lobed leaves with red petioles and a greyish underside. During early autumn the leaves turn a dark pinkish-red and become an effective background colour to compliment the often superb autumn tones of brilliant red-orange to pinkish lipstick-red. The leaf undersides become greyish-pink adding further interest to the display."
"Treemovals","Acer rubrum 'October Glory' ","Flowers","Insignificant. The female flowers are bright red in spring.","Flowers","Insignificant. The female flowers are bright red in spring."
"Treemovals","Acer rubrum 'October Glory' ","Fruit","Samaras, in pairs, often with red-tinged wings.","Fruit","Samaras, in pairs, often with red-tinged wings."
"Treemovals","Acer rubrum 'October Glory' ","Bark / Trunk","Thin, dark grey and roughly textured. The young twigs are bright red.","Bark / Trunk","Thin, dark grey and roughly textured. The young twigs are bright red."
"Treemovals","Acer rubrum 'October Glory' ","Vigour / Longevity","Slow growing, long lived.","Vigour / Longevity","Slow growing, long lived."
"Treemovals","Acer rubrum 'October Glory' ","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites.","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites."
"Treemovals","Acer rubrum 'October Glory' ","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions.","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions."
"Treemovals","Acer rubrum 'October Glory' ","Soil / Drainage","Prefers a moist, slightly acidic, well drained soil. Mulching is beneficial after planting.","Soil / Drainage","Prefers a moist, slightly acidic, well drained soil. Mulching is beneficial after planting."
"Treemovals","Acer rubrum 'October Glory' ","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring.","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring."
"Treemovals","Acer rubrum 'October Glory' ","Watering","Keep well watered throughout the warmer months.","Watering","Keep well watered throughout the warmer months."
"Treemovals","Acer rubrum 'October Glory' ","Fertilising","Long-term slow release fertiliser is recommended.","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer rubrum 'October Glory' ","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab.","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab."
"Treemovals","Acer rubrum 'October Glory' ","Uses","A uniform growth habit and excellent late autumn foliage colour make this cultivar a superb specimen tree for larger gardens, street and public parks and public gardens.","Uses","A uniform growth habit and excellent late autumn foliage colour make this cultivar a superb specimen tree for larger gardens, street and public parks and public gardens."
"Treemovals","Agathus robusta ","common_name","Kauri Pine or Smooth-barked Kauri","common_name","Kauri Pine or Smooth-barked Kauri"
"Treemovals","Agathus robusta ","Family","Araucariaceae","Family","Araucariaceae"
"Treemovals","Agathus robusta ","Origins","Queensland Australia","Origins","Queensland Australia"
"Treemovals","Agathus robusta ","Habit/ Form","Straight, Erect and clear trunk, conical or ovoid as it matures.","Habit/ Form","Straight, Erect and clear trunk, conical or ovoid as it matures."
"Treemovals","Agathus robusta ","Leaves","Lanceolate 10 - 12cm long and 4cm wide irregularly opposite.","Leaves","Lanceolate 10 - 12cm long and 4cm wide irregularly opposite."
"Treemovals","Agathus robusta ","Flowers","Male and female flowers grow on same tree. The male flowers are brown catkin 4-8cm to 2cm across.","Flowers","Male and female flowers grow on same tree. The male flowers are brown catkin 4-8cm to 2cm across."
"Treemovals","Agathus robusta ","Fruit","Ovoid to globose cones to 12 - 15cm long to 4-8cm across.","Fruit","Ovoid to globose cones to 12 - 15cm long to 4-8cm across."
"Treemovals","Agathus robusta ","Bark / Trunk","1.5m - 2m in diameter generally smoothed bark that sheds and flakes over time.","Bark / Trunk","1.5m - 2m in diameter generally smoothed bark that sheds and flakes over time."
"Treemovals","Agathus robusta ","Vigour / Longevity","Extremely long lived, over 100 years, and will grow fast early in it's life.","Vigour / Longevity","Extremely long lived, over 100 years, and will grow fast early in it's life."
"Treemovals","Agathus robusta ","Environmental Requirements","Likes full sun and can handle warmer climates. Will tolerate frost once established.","Environmental Requirements","Likes full sun and can handle warmer climates. Will tolerate frost once established."
"Treemovals","Agathus robusta ","Hardiness","Can handle temperatures down to 0deg C once established.","Hardiness","Can handle temperatures down to 0deg C once established."
"Treemovals","Agathus robusta ","Soil / Drainage","Prefer a well-drained, deep sandy to alluvial soils. ","Soil / Drainage","Prefer a well-drained, deep sandy to alluvial soils. "
"Treemovals","Agathus robusta ","Pruning","Train and prune to single leader when young. ","Pruning","Train and prune to single leader when young. "
"Treemovals","Agathus robusta ","Watering","Prefers drier conditions with moderate water.","Watering","Prefers drier conditions with moderate water."
"Treemovals","Agathus robusta ","Fertilising","Use a general slow release fertilizer.  ","Fertilising","Use a general slow release fertilizer.  "
