"study","species","trait_name","value"
"Treemovals","Acer Red Pygmy ","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer Red Pygmy ","Pests / Diseases","Susceptible to rust that can cause foliage abscission, but resistant to apple scab."
"Treemovals","Acer Red Pygmy ","Uses","A compact, dwarfed foliage tree with delicate narrow-lobed red to purple leaves. Ideal feature to add foliage interest in rockeries, foreground planting, and small gardens."
"Treemovals","Acer palmatum 'Atropurpureum'","common_name","Red Maple"
"Treemovals","Acer palmatum 'Atropurpureum'","Family","Aceraceae"
"Treemovals","Acer palmatum 'Atropurpureum'","Origins","East Asia"
"Treemovals","Acer palmatum 'Atropurpureum'","Plant Type","Plant Type: Deciduous"
"Treemovals","Acer palmatum 'Atropurpureum'","Size","3.5m x 2m"
"Treemovals","Acer palmatum 'Atropurpureum'","Habit/ Form","Densely rounded at maturity. Faster growing when young."
"Treemovals","Acer palmatum 'Atropurpureum'","Leaves","Five-lobed, rich crimson-red new leaves in spring, turning to bronze-green in summer, and then finally to rich crimson-red in autumn."
"Treemovals","Acer palmatum 'Atropurpureum'","Flowers","Inconspicuous"
"Treemovals","Acer palmatum 'Atropurpureum'","Fruit","Samaras in borne pairs."
"Treemovals","Acer palmatum 'Atropurpureum'","Bark / Trunk","Greyish-purple."
"Treemovals","Acer palmatum 'Atropurpureum'","Vigour / Longevity","Slow to moderate."
"Treemovals","Acer palmatum 'Atropurpureum'","Environmental Requirements","Should not be planted in exposed areas where hot summer winds may stress the tree. Leaves may suffer scorch in very hot sun."
"Treemovals","Acer palmatum 'Atropurpureum'","Hardiness","Better suited to part shade but can handle full sun if well protected."
"Treemovals","Acer palmatum 'Atropurpureum'","Soil / Drainage","Adaptable to a range of soil types once established, but prefers a moist, well-drained soil."
"Treemovals","Acer palmatum 'Atropurpureum'","Pruning","May require regular formative pruning for strong limb, trunk and crown structure."
"Treemovals","Acer palmatum 'Atropurpureum'","Watering","Keep well watered throughout the warmer months."
"Treemovals","Acer palmatum 'Atropurpureum'","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer palmatum 'Atropurpureum'","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab."
"Treemovals","Acer palmatum 'Atropurpureum'","Uses","A small, dense tree with excellent year-round colour. Magnificent bronze-purple foliage is combined with a good shape and a useful size to make an attractive specimen tree for a protected area in the landscape."
"Treemovals","Acer Autumn Blaze  ","common_name","Autumn Blaze Lipstick Maple"
"Treemovals","Acer Autumn Blaze  ","Family","Aceraceae"
"Treemovals","Acer Autumn Blaze  ","Origins","East Asia"
"Treemovals","Acer Autumn Blaze  ","Plant Type","Plant Type: Deciduous"
"Treemovals","Acer Autumn Blaze  ","Size","13m x 10m"
"Treemovals","Acer Autumn Blaze  ","Habit/ Form","Oval to rounded with a straight central leader. Dense and uniform shape."
"Treemovals","Acer Autumn Blaze  ","Leaves","Deeply lobed, rich green leaves, changing to intense red in early autumn."
"Treemovals","Acer Autumn Blaze  ","Flowers","Insignificant. The female flowers are bright red in spring."
"Treemovals","Acer Autumn Blaze  ","Fruit","Virtually seedless in Australian conditions. Green winged samara if produced."
"Treemovals","Acer Autumn Blaze  ","Bark / Trunk","Thin. Dark greyish-brown. Becomes furrowed with age."
"Treemovals","Acer Autumn Blaze  ","Vigour / Longevity","Moderate."
"Treemovals","Acer Autumn Blaze  ","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites."
"Treemovals","Acer Autumn Blaze  ","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions."
"Treemovals","Acer Autumn Blaze  ","Soil / Drainage","Prefers a moist, slightly acidic, well drained soil. Mulching is beneficial after planting."
"Treemovals","Acer Autumn Blaze  ","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring."
"Treemovals","Acer Autumn Blaze  ","Watering","Keep well watered throughout the warmer months."
"Treemovals","Acer Autumn Blaze  ","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer Autumn Blaze  ","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab."
"Treemovals","Acer Autumn Blaze  ","Uses","A selection from a cross between A. rubrum and A. saccharinum, this tree is now widely planted in Australia, where it combines the best attributes of its parents. This well structured and very adaptable tree features some of the best autumn foliage colourings of the hybrid red maples, but is most useful as a medium to large shade tree for car parks, amenity areas around buildings, medium to large properties and for street, avenue or park plantings."
"Treemovals","Acer Fairview Flame ","common_name","Fairview Flame Lipstick Maple"
"Treemovals","Acer Fairview Flame ","Family","Aceraceae"
"Treemovals","Acer Fairview Flame ","Origins","East Asia"
"Treemovals","Acer Fairview Flame ","Plant Type","Plant Type: Deciduous"
"Treemovals","Acer Fairview Flame ","Size","11m x 7m"
"Treemovals","Acer Fairview Flame ","Habit/ Form","Oval to moderately ovate."
"Treemovals","Acer Fairview Flame ","Leaves","Mid- to dark green three- to five-lobed leaves changing to multi colours in autumn."
"Treemovals","Acer Fairview Flame ","Flowers","Small red female flowers appearing before the leaves emerge in spring."
"Treemovals","Acer Fairview Flame ","Fruit","Samaras produced in pairs."
"Treemovals","Acer Fairview Flame ","Bark / Trunk","Thin, dark grey and roughly textured. The young twigs are bright red."
"Treemovals","Acer Fairview Flame ","Vigour / Longevity","Moderate."
"Treemovals","Acer Fairview Flame ","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites."
"Treemovals","Acer Fairview Flame ","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions."
"Treemovals","Acer Fairview Flame ","Soil / Drainage","Prefers a moist, slightly acidic, well drained soil. Mulching is beneficial after planting."
"Treemovals","Acer Fairview Flame ","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring."
"Treemovals","Acer Fairview Flame ","Watering","Keep well watered throughout the warmer months."
"Treemovals","Acer Fairview Flame ","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer Fairview Flame ","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab."
"Treemovals","Acer Fairview Flame ","Uses","This vigorous, well-structured tree with spectacular and reliable autumn foliage colour is possibly one of the best red maple cultivars available. A suitable choice for larger areas as a shade or specimen tree."
"Treemovals","Acer palmatum ","common_name","Japanese Maple"
"Treemovals","Acer palmatum ","Family","Aceraceae"
"Treemovals","Acer palmatum ","Origins","Japan and Korea"
"Treemovals","Acer palmatum ","Plant Type","Deciduous small tree or large shrub"
"Treemovals","Acer palmatum ","Size","4 - 5m x 3 - 4m, the species can grow larger with great age. The Dissectum cultivars are a weeping form with finely dissected leaves and are usually grafted on 1, 1.5 or 2m understocks."
"Treemovals","Acer palmatum ","Habit/ Form","A single or multi-trunked small tree with a broad domed crown. Dissectum cultivar -usually form bun shaped weeping shrubs."
"Treemovals","Acer palmatum ","Leaves","Opposite, palmately lobed with 5 to 7 lobes, 50 - 80mm x 50 - 80mm, margins serrate, bright to dark green, turning yellow, orange, red, scarlet in late autumn. (In warmer climates the foliage may not change colour till early winter, autumn colours are less vibrant in warmer climates.)"
"Treemovals","Acer palmatum ","Flowers","Hanging bunches of tiny crateriform flowers produced with the spring growth."
"Treemovals","Acer palmatum ","Fruit","Pale brown twin samaras, in weeping clusters on the ends of the branches in autumn."
"Treemovals","Acer palmatum ","Bark / Trunk","Smooth green aging to pale brown or grey brown bark, sometimes with raised rings at the nodes."
"Treemovals","Acer palmatum ","Vigour / Longevity","Slow to moderately vigorous depending on the cultivar and conditions, long lived."
"Treemovals","Acer palmatum ","Environmental Requirements","Best foliage and autumn foliage colour in a sunny wind protected position. Avoid hot western sun and wind exposed areas or leaf burn will be a problem. Will grow well and not suffer leaf burn in a morning sun, afternoon shade position, but the autumn colours will not be as bright and autumn colouring will occur later."
"Treemovals","Acer palmatum ","Hardiness","Frost tolerant to -10Â°C"
"Treemovals","Acer palmatum ","Soil / Drainage","It is essential that Japanese Maples have well drained, reliably moist soils to avoid leaf burn. Organic matter added to the soil before planting and a thick organic mulch will do much to improve growth and avoid leaf burn."
"Treemovals","Acer palmatum ","Pruning","Multiple trunks are natural for this species, only allow well spaced trunks to grow, then let the natural habit develop. These trees can be easily trained to a single leader."
"Treemovals","Acer palmatum ","Watering","Water well during the growing season, very prone to leaf bum if allowed to dry out."
"Treemovals","Acer palmatum ","Fertilising","Fertilise in late winter with a complete fertilisers for spring growth and maintain a thick mulch over the root zone."
"Treemovals","Acer palmatum ","Pests / Diseases","Leaf scorch in new plantings till the roots establish is common. Leaf burn in hot dry or windy areas and on soils with a high salt content."
"Treemovals","Acer palmatum ","Uses","A small autumn colour contrast tree, shade tree, street tree, deciduous screen, bonsai subject, and climate control tree."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","common_name","Coral Bark Maple"
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Family","Aceraceae"
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Origins","East Asia"
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Plant Type","Plant Type: Deciduous"
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Size","6m x 5m"
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Habit/ Form","'Vase' shaped, multi-stemmed small tree."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Leaves","Light green, five lobed, flat leaves, with red petioles. The lobes are rounded and tapered to a sharp point and have a doubly serrate margin. The autumn colours are brilliant yellow with an apricot-orange tinge. Leaves can occasionally have seven to nine lobes."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Flowers","Small red flowers in spring that usually go unnoticed."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Fruit","Inconspicuous."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Bark / Trunk","The young stems are bright coral pink to red which intensifies and becomes more obvious in the dormant period. Older branches gradually become brown with attractive green striations."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Vigour / Longevity","Slow growing, long lived."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Soil / Drainage","Prefers a moist, slightly acidic, well-drained soil. Mulching is beneficial after planting."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Watering","Keep well watered throughout the warmer months."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Pests / Diseases","Susceptible to rust that can cause foliage abscission, but resistant to apple scab."
"Treemovals","Acer palmatum 'Senkaki' syn A. palmatum 'Sango Kaku' ","Uses","A well-known Japanese Maple cultivar with unusual coral pink young stems that create a striking effect, especially in winter. This feature and the superb yellow to apricot autumn foliage make it an elegant tree ideal for protected areas of gardens and parks."
"Treemovals","Acer rubrum 'October Glory' ","common_name","Lipstick Maple October Glory  "
"Treemovals","Acer rubrum 'October Glory' ","Family","Aceraceae"
"Treemovals","Acer rubrum 'October Glory' ","Origins","East Asia"
"Treemovals","Acer rubrum 'October Glory' ","Plant Type","Plant Type: Deciduous"
"Treemovals","Acer rubrum 'October Glory' ","Size","12m x 7m"
"Treemovals","Acer rubrum 'October Glory' ","Habit/ Form","Broadly ovate to oval rounded."
"Treemovals","Acer rubrum 'October Glory' ","Leaves","Lustrous, dark green five-lobed leaves with red petioles and a greyish underside. During early autumn the leaves turn a dark pinkish-red and become an effective background colour to compliment the often superb autumn tones of brilliant red-orange to pinkish lipstick-red. The leaf undersides become greyish-pink adding further interest to the display."
"Treemovals","Acer rubrum 'October Glory' ","Flowers","Insignificant. The female flowers are bright red in spring."
"Treemovals","Acer rubrum 'October Glory' ","Fruit","Samaras, in pairs, often with red-tinged wings."
"Treemovals","Acer rubrum 'October Glory' ","Bark / Trunk","Thin, dark grey and roughly textured. The young twigs are bright red."
"Treemovals","Acer rubrum 'October Glory' ","Vigour / Longevity","Slow growing, long lived."
"Treemovals","Acer rubrum 'October Glory' ","Environmental Requirements","Prefers full sun for best growth and colour development. Wide range of soil and climatic conditions including relatively wet sites."
"Treemovals","Acer rubrum 'October Glory' ","Hardiness","Can handle moderate air pollution, heat, low levels of drought and cold conditions."
"Treemovals","Acer rubrum 'October Glory' ","Soil / Drainage","Prefers a moist, slightly acidic, well drained soil. Mulching is beneficial after planting."
"Treemovals","Acer rubrum 'October Glory' ","Pruning","May require regular formative pruning for strong limb, trunk and crown structure. Avoid pruning in late winter and early spring."
"Treemovals","Acer rubrum 'October Glory' ","Watering","Keep well watered throughout the warmer months."
"Treemovals","Acer rubrum 'October Glory' ","Fertilising","Long-term slow release fertiliser is recommended."
"Treemovals","Acer rubrum 'October Glory' ","Pests / Diseases","Susceptible to rust that causing foliage abscission, but resistant to apple scab."
"Treemovals","Acer rubrum 'October Glory' ","Uses","A uniform growth habit and excellent late autumn foliage colour make this cultivar a superb specimen tree for larger gardens, street and public parks and public gardens."
"Treemovals","Agathus robusta ","common_name","Kauri Pine or Smooth-barked Kauri"
"Treemovals","Agathus robusta ","Family","Araucariaceae"
"Treemovals","Agathus robusta ","Origins","Queensland Australia"
"Treemovals","Agathus robusta ","Plant Type","Coniferous tree"
"Treemovals","Agathus robusta ","Size","30 - 50m x 15 - 20m"
"Treemovals","Agathus robusta ","Habit/ Form","Straight, Erect and clear trunk, conical or ovoid as it matures."
"Treemovals","Agathus robusta ","Leaves","Lanceolate 10 - 12cm long and 4cm wide irregularly opposite."
"Treemovals","Agathus robusta ","Flowers","Male and female flowers grow on same tree. The male flowers are brown catkin 4-8cm to 2cm across."
"Treemovals","Agathus robusta ","Fruit","Ovoid to globose cones to 12 - 15cm long to 4-8cm across."
"Treemovals","Agathus robusta ","Bark / Trunk","1.5m - 2m in diameter generally smoothed bark that sheds and flakes over time."
"Treemovals","Agathus robusta ","Vigour / Longevity","Extremely long lived, over 100 years, and will grow fast early in it's life."
"Treemovals","Agathus robusta ","Environmental Requirements","Likes full sun and can handle warmer climates. Will tolerate frost once established."
"Treemovals","Agathus robusta ","Hardiness","Can handle temperatures down to 0deg C once established."
"Treemovals","Agathus robusta ","Soil / Drainage","Prefer a well-drained, deep sandy to alluvial soils. "
"Treemovals","Agathus robusta ","Pruning","Train and prune to single leader when young. "
"Treemovals","Agathus robusta ","Watering","Prefers drier conditions with moderate water."
"Treemovals","Agathus robusta ","Fertilising","Use a general slow release fertilizer.  "
"Treemovals","Agathus robusta ","Pests / Diseases"," "
"Treemovals","Agathus robusta ","Uses","Mainly used in parklands and open gardens as a feature tree. Commonly found around heritage properties as a landmark tree. Recently an avenue was planted in Centennial Park in Sydney. "
"Treemovals","Alnus jorullensis ","common_name","Evergreen Alder, Mexican Alder "
"Treemovals","Alnus jorullensis ","Family","Betulaceae"
"Treemovals","Alnus jorullensis ","Origins","Mexico and Central America"
"Treemovals","Alnus jorullensis ","Plant Type","Evergreen tree"
"Treemovals","Alnus jorullensis ","Size","12 - 15m x 6 - 8m, can become broader if the crown is headed back to encourage a more spreading habit."
"Treemovals","Alnus jorullensis ","Habit/ Form","An erect tree with a single trunk and drooping branches forming a slender upright conical to medium domed crown."
"Treemovals","Alnus jorullensis ","Leaves","Alternate, elliptic 80 - 150mm long, 40 -60mm wide, margin coarsely serrate to biserrate, (serrations gland tipped) shiny dark green."
"Treemovals","Alnus jorullensis ","Flowers","Monoecious, a 40 - 60mm long catkin with yellowish staminate (male) flowers on the upper part of the catkin and dull red pistillate (female) flowers on short shoots at the base, in late spring."
"Treemovals","Alnus jorullensis ","Fruit","Woody cone-like 25mm long x 8mm wide on the end of the branches and the outer axils, green ripening to brown in autumn, the seeds are small winged nutlets"
"Treemovals","Alnus jorullensis ","Bark / Trunk","Youngest twigs bronze green, with small oval lenticels, becoming reddish-grey, with prominent crescent shaped leaf scars. The older bark is grey with close horizontal banding."
"Treemovals","Alnus jorullensis ","Vigour / Longevity","Moderately vigorous, vigorous on reliably moist soils, long lived."
"Treemovals","Alnus jorullensis ","Environmental Requirements","Full sun, protected from very strong winds."
"Treemovals","Alnus jorullensis ","Hardiness","Hardy to -5Â°C, and soils that are wet for short periods."
"Treemovals","Alnus jorullensis ","Soil / Drainage","Best growth on moist well drained soils, near a permanent water source, tolerates periodically wet soils."
"Treemovals","Alnus jorullensis ","Pruning","Train to a single leader, may need to be crown lifted. Can be trimmed to form a screen, hedge, aerial hedge or topiary."
"Treemovals","Alnus jorullensis ","Watering","Needs moist conditions to do well, water in dry weather."
"Treemovals","Alnus jorullensis ","Fertilising","Use complete fertilisers till established. Fertilise during the growing season when young for fastest growth."
"Treemovals","Alnus jorullensis ","Pests / Diseases","Dry soils produce plants with poor vigour, leaf burn, stunted growth and a thin canopy."
"Treemovals","Alnus jorullensis ","Uses","Rapid growing screen tree, informal hedge, aerial hedge, back ground (border) tree, shade tree, street tree, river bank binder, and a useful tree to dry out a very moist area in a garden."
"Treemovals","Banksia integrifolia ","common_name","Coast Banksia, White Honey Suckle"
"Treemovals","Banksia integrifolia ","Family","Proteaceae"
"Treemovals","Banksia integrifolia ","Origins","East coast of Australia from the Tropic of Capricorn to Southern Victoria"
"Treemovals","Banksia integrifolia ","Plant Type","Evergreen tree"
"Treemovals","Banksia integrifolia ","Size","6 - 15m x 6 - 15m"
"Treemovals","Banksia integrifolia ","Habit/ Form","Usually a gnarled tree with an irregular crown; can be shrub-like on severely salt exposed sites."
"Treemovals","Banksia integrifolia ","Leaves","Alternate or whorled, oblanceolate, 80 -120mm x 20 - 30mm, the juvenile leaves are serrate, the adolescent leaves are partly serrate and the adult leaves are entire, all are dark green and white beneath."
"Treemovals","Banksia integrifolia ","Flowers","A dense cylindrical spike 100 - 150mm x 70 - 80mm. The many small pale yellow flowers and yellow styles, fragrant. Rich in nectar. Main flowering autumn and winter with some spot flowering the rest of the year."
"Treemovals","Banksia integrifolia ","Fruit","Greyish woody follicles on the flower spikes, lasting on the plant for many years."
"Treemovals","Banksia integrifolia ","Bark / Trunk","Rough hard light grey brown bark"
"Treemovals","Banksia integrifolia ","Vigour / Longevity","Moderately fast growing, long lived"
"Treemovals","Banksia integrifolia ","Environmental Requirements","Prefers full sun (including west) tolerates part sun positions well."
"Treemovals","Banksia integrifolia ","Hardiness","Tolerates short periods of drought, moderate frosts, neglect, front line salt, saline soils, light shade and wind."
"Treemovals","Banksia integrifolia ","Soil / Drainage","Extremely adaptable, tolerates soils ranging from sandy to clay loams with an acid, neutral or alkaline pH. Tolerates very well drained to moderately well drained soils."
"Treemovals","Banksia integrifolia ","Pruning","The natural habit is very picturesque if allowed to develop, this tree can be pruned to a single leader or the one year old wood can be moderately hard pruned after flowering to encourage a dense shrub-like habit."
"Treemovals","Banksia integrifolia ","Watering","Produces the best foliage and flowers if kept evenly moist, tolerates short periods of drought well."
"Treemovals","Banksia integrifolia ","Fertilising","Use a complete native plant fertiliser during spring, summer and autumn till established."
"Treemovals","Banksia integrifolia ","Pests / Diseases","Borer on old or unhealthy plants"
"Treemovals","Banksia integrifolia ","Uses","Native gardens, honey and seed eating bird attracting plant, screen, flower contrast plant, habit and foliage colour contrast plant, tubs, coastal gardens, cut flower, sandy soil binder, shade tree and mixed wind breaks plant."
"Treemovals","Banksia serrata ","common_name","Old Man Banksia"
"Treemovals","Banksia serrata ","Family","Proteaceae"
"Treemovals","Banksia serrata ","Origins","Tasmania, Victoria, New South Wales and Queensland East coast of Australia"
"Treemovals","Banksia serrata ","Plant Type","Evergreen shrub/ tree"
"Treemovals","Banksia serrata ","Size","10m x 4m (can vary depending on soil type and site conditions)"
"Treemovals","Banksia serrata ","Habit/ Form","Odd shaped plant and may change from a stunted gnarly shrub to a straight upright tree depending on conditions where the plant is cultivated. "
"Treemovals","Banksia serrata ","Leaves","Oblong with a saw tooth margin of the leaf."
"Treemovals","Banksia serrata ","Flowers","Creamy Yellow spike of approximately 100mm wide, 150 mm long. "
"Treemovals","Banksia serrata ","Fruit","The cones have large protruding follicles dark grey in colour which only opens during and after fire. "
"Treemovals","Banksia serrata ","Bark / Trunk","Thick rough grey and black bark which is very resilient to fire."
"Treemovals","Banksia serrata ","Vigour / Longevity","Grows fairly fast when young and slows up with age. Up to 50 â<U+0080><U+0093> 60 years depending on habitat."
"Treemovals","Banksia serrata ","Environmental Requirements","Full sun to part shade, can handle front line salt and fairly cold and warm temperatures."
"Treemovals","Banksia serrata ","Hardiness","Tolerates temperatures down to â<U+0080><U+0093> 5Â°C. Prefers well-drained sandy soil, does not tolerate inundation."
"Treemovals","Banksia serrata ","Soil / Drainage","Thrives in well-drained sandy soil."
"Treemovals","Banksia serrata ","Pruning","Prune to shape as required."
"Treemovals","Banksia serrata ","Watering","Moderately drought tolerant once established."
"Treemovals","Banksia serrata ","Fertilising","Low phosphate fertilizer, preferably a native mix."
"Treemovals","Banksia serrata ","Pests / Diseases","Susceptible to borer when young. Over watering can cause fungal problems."
"Treemovals","Banksia serrata ","Uses","Native gardens, coastal plantings, parks, gardens and street tree planting. Often used as a native screen or informal hedge."
"Treemovals","Brachychiton acerfolius ","common_name","lllawarra Flame Tree"
"Treemovals","Brachychiton acerfolius ","Family","Sterculiaceae"
"Treemovals","Brachychiton acerfolius ","Origins","Coastal slopes of Eastern Australia"
"Treemovals","Brachychiton acerfolius ","Plant Type","Evergreen, semi-deciduous, or deciduous tree. This"
"Treemovals","Brachychiton acerfolius ","Size","12- 15mx6-8m"
"Treemovals","Brachychiton acerfolius ","Habit/ Form","Usually a single trunked tree with a conical crown."
"Treemovals","Brachychiton acerfolius ","Leaves","Alternate, extremely variable to 300mm long, lanceolate / elliptic or three to seven times palmately lobed, shiny dark green, turning brown before falling."
"Treemovals","Brachychiton acerfolius ","Flowers","Apetalous, the calyx (of fused sepals) campanulate with five lobes, 20mm x I5mm, bright scarlet, in terminal and axillary clusters (panicles) on bright scarlet individual flower stems (pedicels) and the supporting flower stems (peduncles). Main flowering spring and early summer. Flowering times and the amount of flowers produced can be very variable."
"Treemovals","Brachychiton acerfolius ","Fruit","A cluster of woody boat shaped follicles, 70 - 100mm long"
"Treemovals","Brachychiton acerfolius ","Bark / Trunk","Smooth grey bark"
"Treemovals","Brachychiton acerfolius ","Vigour / Longevity","Slow becoming moderately vigorous, long lived"
"Treemovals","Brachychiton acerfolius ","Environmental Requirements","Full sun for best flowering and habit."
"Treemovals","Brachychiton acerfolius ","Hardiness","Drought tolerant, frost tender, Phytophthom cinnamomi tolerant."
"Treemovals","Brachychiton acerfolius ","Soil / Drainage","Prefers well drained fertile soils, very hardy, grows in sandy soils and clays with moderate drainage."
"Treemovals","Brachychiton acerfolius ","Pruning","Train to a single leader."
"Treemovals","Brachychiton acerfolius ","Watering","Water in dry weather to keep vigorous and to promote more flowers."
"Treemovals","Brachychiton acerfolius ","Fertilising","Fertilise with complete native plant fertilisers, or liquid organic fertilisers during the growing season until established."
"Treemovals","Brachychiton acerfolius ","Pests / Diseases","Kurrajong Leaf Tier Caterpillar in dry areas."
