"study","species","trait_name","value"
"Ozbreed","Rhododendron hybrid","Care","Water well for the first year for the plant to fully establish and become more drought tolerant. Top up water in dry periods. Plant in a well mulched garden (chunky mulch is recommended) with the root ball slightly above soil level. If required use slow release fertiliser in spring. For best results prune after spring flowering."
"Ozbreed","Rhododendron hybrid","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Rhododendron hybrid","Cultivar","Autumn Lily"
"Ozbreed","Rhododendron hybrid","Description","Autumn Monarch Rhododendron has an upright flower with bright shiny leaves. It is a heat tolerant Azalea with semi-double, ruffled, dark coral blooms that get 75mm in diameter. It flowers in spring, summer and autumn."
"Ozbreed","Rhododendron hybrid","Size","1.25m high x 1.25m wide."
"Ozbreed","Rhododendron hybrid","Uses","Ideal for specimen planting, mass planting and in gardens and borders."
"Ozbreed","Rhododendron hybrid","Position","Full sun to part shade. Tolerates frost and moderate drought (as the plant matures it becomes more drought tolerant). Prefers well drained soils."
"Ozbreed","Rhododendron hybrid","Care","Water well for the first year for the plant to fully establish and become more drought tolerant. Top up water in dry periods. Plant in a well mulched garden (chunky mulch is recommended) with the root ball slightly above soil level. If required use slow release fertiliser in spring. For best results prune after spring flowering."
"Ozbreed","Rhododendron hybrid","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Rhododendron hybrid","Cultivar","Autumn Monarch"
"Ozbreed","Rhododendron hybrid","Description","Autumn Princess Rhododendron is a repeat bloomer in spring, summer and autumn, with heavy summer flowering. It has semi-double, pink flowers with burgundy foliage in winter. This is a heat tolerant Azalea with medium compact growth."
"Ozbreed","Rhododendron hybrid","Size","1.2m high x 1m wide."
"Ozbreed","Rhododendron hybrid","Uses","Ideal for specimen planting, mass planting and in gardens and borders."
"Ozbreed","Rhododendron hybrid","Position","Full sun to part shade. Tolerates frost and moderate drought (as the plant matures it becomes more drought tolerant). Prefers well drained soils."
"Ozbreed","Rhododendron hybrid","Care","Water well for the first year for the plant to fully establish and become more drought tolerant. Top up water in dry periods. Plant in a well mulched garden (chunky mulch is recommended) with the root ball slightly above soil level. If required use slow release fertiliser in spring. For best results prune after spring flowering."
"Ozbreed","Rhododendron hybrid","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Rhododendron hybrid","Cultivar","Autumn Princess"
"Ozbreed","Rhododendron hybrid","Description","Autumn Royalty Rhododendron is a super heat tough and lace bug resistant Azalea. It has stunning fuchsia blooms that repeat in spring, summer and autumn. After 3 years of testing we are yet to see flower blight on this plant."
"Ozbreed","Rhododendron hybrid","Size","1.25m high x 1.25m wide."
"Ozbreed","Rhododendron hybrid","Uses","Ideal for specimen planting, mass planting and in gardens and borders."
"Ozbreed","Rhododendron hybrid","Position","Full sun to part shade. Tolerates frost and moderate drought (as the plant matures it becomes more drought tolerant). Prefers well drained soils."
"Ozbreed","Rhododendron hybrid","Care","Water well for the first year for the plant to fully establish and become more drought tolerant. Top up water in dry periods. Plant in a well mulched garden (chunky mulch is recommended) with the root ball slightly above soil level. If required use slow release fertiliser in spring. For best results prune after spring flowering."
"Ozbreed","Rhododendron hybrid","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Rhododendron hybrid","Cultivar","Autumn Royalty"
"Ozbreed","Rhododendron hybrid","Description","Autumn Ruby Rhododendron is a heat tolerant Azalea with lipstick pink semi-double flowers, 50mm in diameter. It is a repeat bloomer that peaks in autumn and spring, with regular summer flowering, and has a medium mounding growth habit."
"Ozbreed","Rhododendron hybrid","Size","1.2m high x 1.5m wide."
"Ozbreed","Rhododendron hybrid","Uses","Ideal for specimen planting, mass planting and in gardens and borders."
"Ozbreed","Rhododendron hybrid","Position","Full sun to part shade. Tolerates frost and moderate drought (as the plant matures it becomes more drought tolerant). Prefers well drained soils."
"Ozbreed","Rhododendron hybrid","Care","Water well for the first year for the plant to fully establish and become more drought tolerant. Top up water in dry periods. Plant in a well mulched garden (chunky mulch is recommended) with the root ball slightly above soil level. If required use slow release fertiliser in spring. For best results prune after spring flowering."
"Ozbreed","Rhododendron hybrid","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Rhododendron hybrid","Cultivar","Autumn Ruby"
"Ozbreed","Rhododendron hybrid","Description","Autumn Starlite Rhododendron is a heat tolerant Azalea with a medium mounding growth habit. It is a repeat bloomer in spring, summer and autumn with heavy summer flowering. Its flowers 12mm in diameter are white with pink/purple flecks and occasional strips."
"Ozbreed","Rhododendron hybrid","Size","1m high x 1m wide."
"Ozbreed","Rhododendron hybrid","Uses","Ideal for specimen planting, mass planting and in gardens and borders."
"Ozbreed","Rhododendron hybrid","Position","Full sun to part shade. Tolerates frost and moderate drought (as the plant matures it becomes more drought tolerant). Prefers well drained soils."
"Ozbreed","Rhododendron hybrid","Care","Water well for the first year for the plant to fully establish and become more drought tolerant. Top up water in dry periods. Plant in a well mulched garden (chunky mulch is recommended) with the root ball slightly above soil level. If required use slow release fertiliser in spring. For best results prune after spring flowering."
"Ozbreed","Rhododendron hybrid","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Rhododendron hybrid","Cultivar","Autumn Starlite"
"Ozbreed","Rhododendron hybrid","Description","Autumn Twist Rhododendron is a super heat tough and lace bug resistant Azalea. It has stunning fuschia striped blooms that repeat in spring, summer and autumn. After 3 years of testing we are yet to see flower blight on this plant"
"Ozbreed","Rhododendron hybrid","Size","1.25m high x 1m wide."
"Ozbreed","Rhododendron hybrid","Uses","Ideal for specimen planting, mass planting and in gardens and borders."
"Ozbreed","Rhododendron hybrid","Position","Full sun to part shade. Tolerates frost and moderate drought (as the plant matures it becomes more drought tolerant). Prefers well drained soils."
"Ozbreed","Rhododendron hybrid","Care","Water well for the first year for the plant to fully establish and become more drought tolerant. Top up water in dry periods. Plant in a well mulched garden (chunky mulch is recommended) with the root ball slightly above soil level. If required use slow release fertiliser in spring. For best results prune after spring flowering."
"Ozbreed","Rhododendron hybrid","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Rhododendron hybrid","Cultivar","Autumn Twist"
"Ozbreed","Dietes grandiflora","Description","Banana Split Dietes has clean, variegated foliage. It has white flowers with splashes of purple from October to January. This tough Dietes is drought, heat, humidity and frost tolerant."
"Ozbreed","Dietes grandiflora","Size","60-80cm high x 50-70cm wide."
"Ozbreed","Dietes grandiflora","Uses","Specimen planting, mass planting, borders along fences and paths."
"Ozbreed","Dietes grandiflora","Position","Full sun to partshade. Tolerates frost, drought, heat and humidity.Works in most soil types."
"Ozbreed","Dietes grandiflora","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended).Use slow release fertiliser annually. Prune every 4 to 7 years."
"Ozbreed","Dietes grandiflora","Where it works","Australia wide."
"Ozbreed","Dietes grandiflora","Cultivar","Banana Split"
"Ozbreed","Correa reflexa","Description","Bellissimo Correa is a low, spreading, compact plant with large pink and yellow bells."
"Ozbreed","Correa reflexa","Size","50cm high x 1m wide (smaller with pruning)."
"Ozbreed","Correa reflexa","Uses","Pot plants, small garden landscapes and mass planting; honey eating birds are highly attracted to this plant."
"Ozbreed","Correa reflexa","Position","Full sun to light shade. Prefers reasonably drained soil, however itis adaptable to most soil types. Tolerates drought and frost."
"Ozbreed","Correa reflexa","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). It has low water requirements once established; prune once per year to maintain compact habit; fertilise with slow release native fertiliser."
"Ozbreed","Correa reflexa","Where it works","VIC, ACT, SA, WA, TAS, Southern NSW and Sydney (in good draining soils)."
"Ozbreed","Correa reflexa","Cultivar","Bellissimo"
"Ozbreed","Callistemon viminalis","Description","A new Callistemon cultivar with blue-green toned mature foliage. New growth foliage has silver coloured tones due to soft hairy texture. Will start flowering mid spring and finish late spring with small red flowers."
"Ozbreed","Callistemon viminalis","Size","60cm  1.2m high x 60  90cm wide."
"Ozbreed","Callistemon viminalis","Uses","Specimen and contrast planting."
"Ozbreed","Callistemon viminalis","Position","Full sun to part shade. Suits sandy to well drained soils. Tolerates drought and cold."
"Ozbreed","Callistemon viminalis","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. If ever required prune every 3-4 years for a natural shape, or every 2 years for a tidy hedge."
"Ozbreed","Callistemon viminalis","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Callistemon viminalis","Cultivar","Better John"
"Ozbreed","Agapanthus hybrid","Description","Bingo Blue Agapanthus produces bright blue flowers for a longer period. Flowers can be seen en masse from October to November, and sporadically throughout the year. This compact form has good disease resistance and is tough, drought and frost tolerant."
"Ozbreed","Agapanthus hybrid","Size","40cm high x 60cm wide; 60-80cm high flowers."
"Ozbreed","Agapanthus hybrid","Uses","Garden beds, borders, patio pots, planter boxes."
"Ozbreed","Agapanthus hybrid","Position","Full sun to part shade. Drought and frost tolerant. Suited to most soil types, but thrives in rich soil."
"Ozbreed","Agapanthus hybrid","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring (for best flower production). Remove older leaves and spent flowers stems as required."
"Ozbreed","Agapanthus hybrid","Where it works","South QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Agapanthus hybrid","Cultivar","Bingo Blue"
"Ozbreed","Dianella tasmanica","Description","Blaze Dianella is a very tough plant with extreme heat tolerance. It has beautiful deep purple foliage throughout most of the year (depending on climate), turning green in summer to cope with Australias famous hot summers. Deep purple berries appear in spring or summer."
"Ozbreed","Dianella tasmanica","Size","45cm high x 40-50cm wide."
"Ozbreed","Dianella tasmanica","Uses","Roadsides, mass plantings, feature plantings and gardens."
"Ozbreed","Dianella tasmanica","Position","Tolerates heat, drought and frost, sandy to clay soils. Avoid very poor soils. Full sun, light to heavy shade. For Sydney and north, light shade to heavy shade only (can use in full sun if near the coast)."
"Ozbreed","Dianella tasmanica","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil or mulch level. Use slow release fertiliser in spring. Trim older leaves as required and cut back halfway every 3-7 years (will look better with pruning every 3 years, this depends on your requirements)."
"Ozbreed","Dianella tasmanica","Where it works","NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Dianella tasmanica","Cultivar","Blaze"
"Ozbreed","Westringia","Description","Blue Gem Westringia flowers profusely in spring, and regularly at other times of the year with bluish-purple flowers. Great in native gardens or in any flower garden and can be pruned to shape as required."
"Ozbreed","Westringia","Size","1-1.5m high x 80cm-1.3m wide."
"Ozbreed","Westringia","Uses","Feature plant, mass plantings and native gardens."
"Ozbreed","Westringia","Position","Full sun to light shade. Suits sandy to well drained clay soils. Tolerates cold and drought. Avoid wet feet or depressed planting areas."
"Ozbreed","Westringia","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Prune to shape 1-3 times a year after flowering (this depends on your requirements, more frequent pruning will provide a tidier hedge/shape)."
"Ozbreed","Westringia","Where it works","NSW, ACT, VIC, TAS, SA, WA and South East QLD (not suited to Northern QLD)."
"Ozbreed","Westringia","Cultivar","Blue Gem"
"Ozbreed","Eremophila glabra prostrate","Description","Blue Horizon Eremophilais a low growing ground cover plant that has tidy blue foliage and produces yellow flowers in winter. The shorter internodes of the Blue Horizon plant provide a denser ground cover and tidier appearance compared to other varieties."
"Ozbreed","Eremophila glabra prostrate","Size","25cm high x 1m wide."
"Ozbreed","Eremophila glabra prostrate","Uses","Ground cover for mass plantings and gardens, or as a low border."
"Ozbreed","Eremophila glabra prostrate","Position","Full sun to light shade. Prefers free draining soil, but can handle heavier soils in dryer climates. Tolerates drought."
"Ozbreed","Eremophila glabra prostrate","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring.For a more manicured look, prune to shape in Autumn or Spring every 2-3 years."
"Ozbreed","Eremophila glabra prostrate","Where it works","SA, WA, VIC, Sydney and Southern NSW. (Requires free draining soil in Sydney, testing still to occur for regions North of Sydney)"
"Ozbreed","Eremophila glabra prostrate","Cultivar","Blue Horizon"
"Ozbreed","Nandina domestica","Description","Blush Nandina is a revolutionary medium sized dwarf Nandina that produces red new growth in spring and autumn. In winter months, Blush Nandina turns vivid red all over. It is 20% smaller than Nandina domestica Nana, a perfect height for fences, borders or hedging."
"Ozbreed","Nandina domestica","Size","60-70cm high x 60-70cm wide."
"Ozbreed","Nandina domestica","Uses","Low hedge, shrub or feature."
"Ozbreed","Nandina domestica","Position","Full sun to moderate shade. Tolerates drought and frost. Blush Nandina tolerates free draining to heavy clay soils."
"Ozbreed","Nandina domestica","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Leave unpruned or prune to shape every 3 years if required."
"Ozbreed","Nandina domestica","Where it works","QLD, NSW, ACT, VIC, TAS, NT, SA & WA."
"Ozbreed","Nandina domestica","Cultivar","Blush"
"Ozbreed","Alternanthera dentata","Description","Brazilian Red Hots Alternantherademands attention with its hot pink foliage. This Alternanthera is an excellent feature shrub for garden beds, containers and patio pots. Its brightly coloured leaves are contrasted by ballshaped white flowers in spring."
"Ozbreed","Alternanthera dentata","Size","Approximately 50-60cm x 50-60cm."
"Ozbreed","Alternanthera dentata","Uses","Specimen planting in garden beds, containers, patio pots."
"Ozbreed","Alternanthera dentata","Position","Full sun to part shade. Brazilian Red Hots Alternanthera loves humidity and is heat tolerant."
"Ozbreed","Alternanthera dentata","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Yearly pruning will promote vibrant new growth."
"Ozbreed","Alternanthera dentata","Where it works","Frost free areas including QLD, Coastal NSW, Coastal WA, Coastal VIC, Coastal SA, and NT."
"Ozbreed","Alternanthera dentata","Cultivar","Brazilian Red Hots"
"Ozbreed","Dianella caerulea","Description","Common Dianellas are known to have tall messy canes that fall. Breeze Dianella is much tidier with no above ground messy canes. Very fast establishing and about 40% larger than Little Jess Dianella, the underground rhizomes of Breeze Dianella spread very well, filling out gaps and outcompeting weeds. Delicate blue and yellow flowers appear in spring."
"Ozbreed","Dianella caerulea","Size","60  70cm high x 60  70cm wide."
"Ozbreed","Dianella caerulea","Uses","Mass plantings and grassy gardens."
"Ozbreed","Dianella caerulea","Position","Full sun to part shade. Breeze Dianella tolerates humidity, cold and is moderately drought tolerant. Tolerates a wide variety of soils. Avoid very poor soils."
"Ozbreed","Dianella caerulea","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil level. If required use slow release fertiliser in spring. Every 3-8 years cut back to 1/3 the height (will look better with pruning every 3 years, this depends on your requirements)."
"Ozbreed","Dianella caerulea","Where it works","NSW, ACT, QLD, VIC, SA & WA."
"Ozbreed","Dianella caerulea","Cultivar","Breeze"
"Ozbreed","Agapanthus hybrid","Description","Buccaneer Agapanthus has unique white with purple striped flowers on display sporadically throughout the year and en masse in spring and summer. They flower for a longer period, with flowers typically repeating each season. A tough plant with drought and frost tolerance, along with good disease resistance."
"Ozbreed","Agapanthus hybrid","Size","50cm high x 60cm wide; 60-80cm high flowers."
"Ozbreed","Agapanthus hybrid","Uses","Garden beds, borders, patio pots and planter boxes."
"Ozbreed","Agapanthus hybrid","Position","Full sun to part shade. Most soil types, but thrives in rich soils."
"Ozbreed","Agapanthus hybrid","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Remove older leaves and spent flower stems as required."
"Ozbreed","Agapanthus hybrid","Where it works","South QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Agapanthus hybrid","Cultivar","Buccaneer"
"Ozbreed","Dianella caerulea","Description","Cassa Blue Dianella is the perfect size and compact shape for any commercial or residential garden. It has stunning blue foliage and masses of purple and yellow flowers from September to November."
"Ozbreed","Dianella caerulea","Size","50cm high x 40cm wide."
"Ozbreed","Dianella caerulea","Uses","Mass planting or specimen planting. For north of Sydney and QLD Cassa Blue Dianella is not recommended for mass planting, only for maintained gardens with good free draining soil."
"Ozbreed","Dianella caerulea","Position","Full sun to partial shade. Tolerates drought and cold. Prefers well drained soils, dryer soils needed for Sydney. Avoid very poor soils"
"Ozbreed","Dianella caerulea","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of the Cassa Blue plant is not below soil or mulch level. If required use slow release fertiliser in spring. Remove older leaves as required or cut back halfway every 3-5 years (will look better with pruning every 3 years, this depends on your requirements)."
"Ozbreed","Dianella caerulea","Where it works","ACT, VIC, SA, WA, TAS, NSW (north of Sydney only for maintained gardens) & QLD (only for maintained gardens)."
"Ozbreed","Dianella caerulea","Cultivar","Cassa Blue"
"Ozbreed","Grevillea rhyolitica x juniperina","Description","Cherry Cluster Grevillea has masses of flowers in autumn, winter and spring boasting small fireworks that explode into a beautiful red. Its a semi-prostrate ground cover with clean, tidy foliage. Cherry Cluster Grevillea is very tough, drought and frost tolerant down to -5C."
"Ozbreed","Grevillea rhyolitica x juniperina","Size","50cm high x 80cm wide."
"Ozbreed","Grevillea rhyolitica x juniperina","Uses","Mass plantings, native gardens and rockeries."
"Ozbreed","Grevillea rhyolitica x juniperina","Position","Full sun to part shade. Suits well drained soils, avoid soils with a pH above 7. Tolerates frost and drought."
"Ozbreed","Grevillea rhyolitica x juniperina","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Only use a native or slow release fertiliser sparingly. Prune every 2-3 years if required."
"Ozbreed","Grevillea rhyolitica x juniperina","Where it works","ACT, VIC, TAS, SA, WA, NSW (best suited Sydney and south, will work in some parts of Northern NSW) & parts of South East QLD (non humid regions like Toowoomba)."
"Ozbreed","Grevillea rhyolitica x juniperina","Cultivar","Cherry Cluster"
"Ozbreed","Phormium tenax","Description","The Chocomint Mist plant is an ultra compact Phormium with unique contrasting minty green foliage mixed with chocolate brown. It will provide colour contrast all year round with a great compact height."
"Ozbreed","Phormium tenax","Size","40cm high x 40cm wide."
"Ozbreed","Phormium tenax","Uses","Mass plantings for low borders or as a fill in plant. Good for containers and patio pots."
"Ozbreed","Phormium tenax","Position","Full sun to part shade. Tolerates heavy frost to dry conditions. Tolerates a wide variety of soils but prefers free draining soil. In Sydney it needs a shaded position and irrigation, except for coastal positions which will handle full sun."
"Ozbreed","Phormium tenax","Care","Water as required for 8-13 weeks until established, needs water in summer. Plant in a well mulched garden (chunky mulch is recommended), do not cover base of plant with mulch or soil. If required use slow release fertiliser in spring. Remove older foliage as required or every 2-5 years cut back to half the height (will look better with pruning every 2 years, this depends on your requirements)."
"Ozbreed","Phormium tenax","Where it works","VIC, TAS, SA, WA, ACT & NSW (not suited to north of Sydney and QLD)"
"Ozbreed","Phormium tenax","Cultivar","Chocomint Mist"
"Ozbreed","Dianella caerulea","Description","Clarity Blue Dianella is tougher and better performing than Utopia Dianella prunina DP303 PBR with a clear blue colour. It forms a nice clump like Cassa Blue Dianella caerulea DBB03 PBR and provides displays of showy flower stems in summer. Although it can handle periodic wet feet, its best to avoid prolonged wet feet."
"Ozbreed","Dianella caerulea","Size","55cm high x 45cm wide."
"Ozbreed","Dianella caerulea","Uses","Clarity Blue Dianella can be used as an accent plant or in group plantings for colour contrast."
"Ozbreed","Dianella caerulea","Position","Full sun to part shade. Tolerates drought and frost. Clarity Blue Dianella prefers well drained soils to clay loam soil."
"Ozbreed","Dianella caerulea","Care","Water as required for 8-13 weeks until established, then do not overwater. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil level. Use slow release fertiliser after first two months, then only if required in spring. Trim older leaves annually."
"Ozbreed","Dianella caerulea","Where it works","NSW, ACT, SA, WA, VIC, TAS, QLD."
"Ozbreed","Dianella caerulea","Cultivar","Clarity Blue"
"Ozbreed","Agapanthus orientalis","Description","Cloudy Days is a mid sized Agapanthus and provides good height contrast when planted with the taller Queen Mum. Excellent disease, frost and humidity tolerance. Glossy green strappy foliage with beautfiul clusters of blue/white flowers."
"Ozbreed","Agapanthus orientalis","Size","1m high x 80cm wide."
"Ozbreed","Agapanthus orientalis","Uses","Garden beds, borders, patio pots and planter boxes."
"Ozbreed","Agapanthus orientalis","Position","Full sun to moderate shade. Tolerates fros and humidity. Cloudy Days suits most soil types."
"Ozbreed","Agapanthus orientalis","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Remove older leaves and spent flowers stems as required."
"Ozbreed","Agapanthus orientalis","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Agapanthus orientalis","Cultivar","Cloudy Days"
"Ozbreed","Correa alba","Description","The Coastal Pink plant has a more noticeable tinge of pink to its flowers in comparison to other Correa alba forms. It has a strong growth habit that landscapers will love, along with its ability to work in coastal situations."
"Ozbreed","Correa alba","Size","2m high x 2m wide (smaller with pruning)."
"Ozbreed","Correa alba","Uses","Coastal bird attracting landscape filler between trees, mass planted as a medium sized shrub or as a small to fence sized hedge."
"Ozbreed","Correa alba","Position","Full sun to light shade. Prefers reasonably drained soil, however itis adaptable to most soil types. Tolerates drought and frost."
"Ozbreed","Correa alba","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). It has low water requirements once established. Prune once per year to maintain semi-compacthabit or twice per year for a really tidy appearance. Prune to desired shape andfertilise with slow release native fertiliser."
