"study","species","trait_name","value","trait_name_original","value_original"
"Ozbreed","Eremophila glabra prostrate","Uses","Ground cover for mass plantings and gardens, or as a low border.","Uses","Ground cover for mass plantings and gardens, or as a low border."
"Ozbreed","Eremophila glabra prostrate","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring.For a more manicured look, prune to shape in Autumn or Spring every 2-3 years.","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring.For a more manicured look, prune to shape in Autumn or Spring every 2-3 years."
"Ozbreed","Eremophila glabra prostrate","Where it works","SA, WA, VIC, Sydney and Southern NSW. (Requires free draining soil in Sydney, testing still to occur for regions North of Sydney)","Where it works","SA, WA, VIC, Sydney and Southern NSW. (Requires free draining soil in Sydney, testing still to occur for regions North of Sydney)"
"Ozbreed","Eremophila glabra prostrate","Cultivar","Blue Horizon","Cultivar","Blue Horizon"
"Ozbreed","Nandina domestica","Description","Blush Nandina is a revolutionary medium sized dwarf Nandina that produces red new growth in spring and autumn. In winter months, Blush Nandina turns vivid red all over. It is 20% smaller than Nandina domestica Nana, a perfect height for fences, borders or hedging.","Description","Blush Nandina is a revolutionary medium sized dwarf Nandina that produces red new growth in spring and autumn. In winter months, Blush Nandina turns vivid red all over. It is 20% smaller than Nandina domestica Nana, a perfect height for fences, borders or hedging."
"Ozbreed","Nandina domestica","Uses","Low hedge, shrub or feature.","Uses","Low hedge, shrub or feature."
"Ozbreed","Nandina domestica","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Leave unpruned or prune to shape every 3 years if required.","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Leave unpruned or prune to shape every 3 years if required."
"Ozbreed","Nandina domestica","Where it works","QLD, NSW, ACT, VIC, TAS, NT, SA & WA.","Where it works","QLD, NSW, ACT, VIC, TAS, NT, SA & WA."
"Ozbreed","Nandina domestica","Cultivar","Blush","Cultivar","Blush"
"Ozbreed","Alternanthera dentata","Description","Brazilian Red Hots Alternantherademands attention with its hot pink foliage. This Alternanthera is an excellent feature shrub for garden beds, containers and patio pots. Its brightly coloured leaves are contrasted by ballshaped white flowers in spring.","Description","Brazilian Red Hots Alternantherademands attention with its hot pink foliage. This Alternanthera is an excellent feature shrub for garden beds, containers and patio pots. Its brightly coloured leaves are contrasted by ballshaped white flowers in spring."
"Ozbreed","Alternanthera dentata","Uses","Specimen planting in garden beds, containers, patio pots.","Uses","Specimen planting in garden beds, containers, patio pots."
"Ozbreed","Alternanthera dentata","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Yearly pruning will promote vibrant new growth.","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Yearly pruning will promote vibrant new growth."
"Ozbreed","Alternanthera dentata","Where it works","Frost free areas including QLD, Coastal NSW, Coastal WA, Coastal VIC, Coastal SA, and NT.","Where it works","Frost free areas including QLD, Coastal NSW, Coastal WA, Coastal VIC, Coastal SA, and NT."
"Ozbreed","Alternanthera dentata","Cultivar","Brazilian Red Hots","Cultivar","Brazilian Red Hots"
"Ozbreed","Dianella caerulea","Description","Common Dianellas are known to have tall messy canes that fall. Breeze Dianella is much tidier with no above ground messy canes. Very fast establishing and about 40% larger than Little Jess Dianella, the underground rhizomes of Breeze Dianella spread very well, filling out gaps and outcompeting weeds. Delicate blue and yellow flowers appear in spring.","Description","Common Dianellas are known to have tall messy canes that fall. Breeze Dianella is much tidier with no above ground messy canes. Very fast establishing and about 40% larger than Little Jess Dianella, the underground rhizomes of Breeze Dianella spread very well, filling out gaps and outcompeting weeds. Delicate blue and yellow flowers appear in spring."
"Ozbreed","Dianella caerulea","Uses","Mass plantings and grassy gardens.","Uses","Mass plantings and grassy gardens."
"Ozbreed","Dianella caerulea","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil level. If required use slow release fertiliser in spring. Every 3-8 years cut back to 1/3 the height (will look better with pruning every 3 years, this depends on your requirements).","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil level. If required use slow release fertiliser in spring. Every 3-8 years cut back to 1/3 the height (will look better with pruning every 3 years, this depends on your requirements)."
"Ozbreed","Dianella caerulea","Where it works","NSW, ACT, QLD, VIC, SA & WA.","Where it works","NSW, ACT, QLD, VIC, SA & WA."
"Ozbreed","Dianella caerulea","Cultivar","Breeze","Cultivar","Breeze"
"Ozbreed","Agapanthus hybrid","Description","Buccaneer Agapanthus has unique white with purple striped flowers on display sporadically throughout the year and en masse in spring and summer. They flower for a longer period, with flowers typically repeating each season. A tough plant with drought and frost tolerance, along with good disease resistance.","Description","Buccaneer Agapanthus has unique white with purple striped flowers on display sporadically throughout the year and en masse in spring and summer. They flower for a longer period, with flowers typically repeating each season. A tough plant with drought and frost tolerance, along with good disease resistance."
"Ozbreed","Agapanthus hybrid","Uses","Garden beds, borders, patio pots and planter boxes.","Uses","Garden beds, borders, patio pots and planter boxes."
"Ozbreed","Agapanthus hybrid","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Remove older leaves and spent flower stems as required.","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Remove older leaves and spent flower stems as required."
"Ozbreed","Agapanthus hybrid","Cultivar","Buccaneer","Cultivar","Buccaneer"
"Ozbreed","Dianella caerulea","Description","Cassa Blue Dianella is the perfect size and compact shape for any commercial or residential garden. It has stunning blue foliage and masses of purple and yellow flowers from September to November.","Description","Cassa Blue Dianella is the perfect size and compact shape for any commercial or residential garden. It has stunning blue foliage and masses of purple and yellow flowers from September to November."
"Ozbreed","Dianella caerulea","Uses","Mass planting or specimen planting. For north of Sydney and QLD Cassa Blue Dianella is not recommended for mass planting, only for maintained gardens with good free draining soil.","Uses","Mass planting or specimen planting. For north of Sydney and QLD Cassa Blue Dianella is not recommended for mass planting, only for maintained gardens with good free draining soil."
"Ozbreed","Dianella caerulea","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of the Cassa Blue plant is not below soil or mulch level. If required use slow release fertiliser in spring. Remove older leaves as required or cut back halfway every 3-5 years (will look better with pruning every 3 years, this depends on your requirements).","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of the Cassa Blue plant is not below soil or mulch level. If required use slow release fertiliser in spring. Remove older leaves as required or cut back halfway every 3-5 years (will look better with pruning every 3 years, this depends on your requirements)."
"Ozbreed","Dianella caerulea","Where it works","ACT, VIC, SA, WA, TAS, NSW (north of Sydney only for maintained gardens) & QLD (only for maintained gardens).","Where it works","ACT, VIC, SA, WA, TAS, NSW (north of Sydney only for maintained gardens) & QLD (only for maintained gardens)."
"Ozbreed","Dianella caerulea","Cultivar","Cassa Blue","Cultivar","Cassa Blue"
"Ozbreed","Grevillea rhyolitica x juniperina","Description","Cherry Cluster Grevillea has masses of flowers in autumn, winter and spring boasting small fireworks that explode into a beautiful red. Its a semi-prostrate ground cover with clean, tidy foliage. Cherry Cluster Grevillea is very tough, drought and frost tolerant down to -5C.","Description","Cherry Cluster Grevillea has masses of flowers in autumn, winter and spring boasting small fireworks that explode into a beautiful red. Its a semi-prostrate ground cover with clean, tidy foliage. Cherry Cluster Grevillea is very tough, drought and frost tolerant down to -5C."
"Ozbreed","Grevillea rhyolitica x juniperina","Uses","Mass plantings, native gardens and rockeries.","Uses","Mass plantings, native gardens and rockeries."
"Ozbreed","Grevillea rhyolitica x juniperina","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Only use a native or slow release fertiliser sparingly. Prune every 2-3 years if required.","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). Only use a native or slow release fertiliser sparingly. Prune every 2-3 years if required."
"Ozbreed","Grevillea rhyolitica x juniperina","Where it works","ACT, VIC, TAS, SA, WA, NSW (best suited Sydney and south, will work in some parts of Northern NSW) & parts of South East QLD (non humid regions like Toowoomba).","Where it works","ACT, VIC, TAS, SA, WA, NSW (best suited Sydney and south, will work in some parts of Northern NSW) & parts of South East QLD (non humid regions like Toowoomba)."
"Ozbreed","Grevillea rhyolitica x juniperina","Cultivar","Cherry Cluster","Cultivar","Cherry Cluster"
"Ozbreed","Phormium tenax","Description","The Chocomint Mist plant is an ultra compact Phormium with unique contrasting minty green foliage mixed with chocolate brown. It will provide colour contrast all year round with a great compact height.","Description","The Chocomint Mist plant is an ultra compact Phormium with unique contrasting minty green foliage mixed with chocolate brown. It will provide colour contrast all year round with a great compact height."
"Ozbreed","Phormium tenax","Uses","Mass plantings for low borders or as a fill in plant. Good for containers and patio pots.","Uses","Mass plantings for low borders or as a fill in plant. Good for containers and patio pots."
"Ozbreed","Phormium tenax","Care","Water as required for 8-13 weeks until established, needs water in summer. Plant in a well mulched garden (chunky mulch is recommended), do not cover base of plant with mulch or soil. If required use slow release fertiliser in spring. Remove older foliage as required or every 2-5 years cut back to half the height (will look better with pruning every 2 years, this depends on your requirements).","Care","Water as required for 8-13 weeks until established, needs water in summer. Plant in a well mulched garden (chunky mulch is recommended), do not cover base of plant with mulch or soil. If required use slow release fertiliser in spring. Remove older foliage as required or every 2-5 years cut back to half the height (will look better with pruning every 2 years, this depends on your requirements)."
"Ozbreed","Phormium tenax","Where it works","VIC, TAS, SA, WA, ACT & NSW (not suited to north of Sydney and QLD)","Where it works","VIC, TAS, SA, WA, ACT & NSW (not suited to north of Sydney and QLD)"
"Ozbreed","Phormium tenax","Cultivar","Chocomint Mist","Cultivar","Chocomint Mist"
"Ozbreed","Dianella caerulea","Description","Clarity Blue Dianella is tougher and better performing than Utopia Dianella prunina DP303 PBR with a clear blue colour. It forms a nice clump like Cassa Blue Dianella caerulea DBB03 PBR and provides displays of showy flower stems in summer. Although it can handle periodic wet feet, its best to avoid prolonged wet feet.","Description","Clarity Blue Dianella is tougher and better performing than Utopia Dianella prunina DP303 PBR with a clear blue colour. It forms a nice clump like Cassa Blue Dianella caerulea DBB03 PBR and provides displays of showy flower stems in summer. Although it can handle periodic wet feet, its best to avoid prolonged wet feet."
"Ozbreed","Dianella caerulea","Uses","Clarity Blue Dianella can be used as an accent plant or in group plantings for colour contrast.","Uses","Clarity Blue Dianella can be used as an accent plant or in group plantings for colour contrast."
"Ozbreed","Dianella caerulea","Care","Water as required for 8-13 weeks until established, then do not overwater. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil level. Use slow release fertiliser after first two months, then only if required in spring. Trim older leaves annually.","Care","Water as required for 8-13 weeks until established, then do not overwater. Plant in a well mulched garden (chunky mulch is recommended). Ensure crown or base of plant is not below soil level. Use slow release fertiliser after first two months, then only if required in spring. Trim older leaves annually."
"Ozbreed","Dianella caerulea","Where it works","NSW, ACT, SA, WA, VIC, TAS, QLD.","Where it works","NSW, ACT, SA, WA, VIC, TAS, QLD."
"Ozbreed","Dianella caerulea","Cultivar","Clarity Blue","Cultivar","Clarity Blue"
"Ozbreed","Agapanthus orientalis","Description","Cloudy Days is a mid sized Agapanthus and provides good height contrast when planted with the taller Queen Mum. Excellent disease, frost and humidity tolerance. Glossy green strappy foliage with beautfiul clusters of blue/white flowers.","Description","Cloudy Days is a mid sized Agapanthus and provides good height contrast when planted with the taller Queen Mum. Excellent disease, frost and humidity tolerance. Glossy green strappy foliage with beautfiul clusters of blue/white flowers."
"Ozbreed","Agapanthus orientalis","Uses","Garden beds, borders, patio pots and planter boxes.","Uses","Garden beds, borders, patio pots and planter boxes."
"Ozbreed","Agapanthus orientalis","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Remove older leaves and spent flowers stems as required.","Care","Water as required for 8-13 weeks until established. Plant in a well mulched garden (chunky mulch is recommended). If required use slow release fertiliser in spring. Remove older leaves and spent flowers stems as required."
"Ozbreed","Agapanthus orientalis","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA.","Where it works","QLD, NSW, ACT, VIC, TAS, SA & WA."
"Ozbreed","Agapanthus orientalis","Cultivar","Cloudy Days","Cultivar","Cloudy Days"
"Ozbreed","Correa alba","Description","The Coastal Pink plant has a more noticeable tinge of pink to its flowers in comparison to other Correa alba forms. It has a strong growth habit that landscapers will love, along with its ability to work in coastal situations.","Description","The Coastal Pink plant has a more noticeable tinge of pink to its flowers in comparison to other Correa alba forms. It has a strong growth habit that landscapers will love, along with its ability to work in coastal situations."
"Ozbreed","Correa alba","Uses","Coastal bird attracting landscape filler between trees, mass planted as a medium sized shrub or as a small to fence sized hedge.","Uses","Coastal bird attracting landscape filler between trees, mass planted as a medium sized shrub or as a small to fence sized hedge."
