study,species,trait_name,value
Sydney_water,Acacia decurrens,Plant origin,Indigenous (Qld & NSW (Sydney Wianamatta Shale & Cumberland Plain zones); Vic & SA)
Sydney_water,Acacia decurrens,common name,Black Wattle
Sydney_water,Acacia decurrens,description,Evergreen erect tree with a closed crown (10-15m x 5m) from Qld; NSW (including Sydney Wianamatta Shale and Cumberland Plain regions); Vic; SA & Tas. Dark green compound fern-like leaves. Fragrant yellow ball shaped flowers. Useful as a fast growing screen; windbreak or feature tree. May be short-lived. Susceptible to borer attack. Frost and drought tolerant.
Sydney_water,Acacia elata,Plant type,Tree
Sydney_water,Acacia elata,Sun/Shade tolerance,"Full Sun, Shade, Part Shade"
Sydney_water,Acacia elata,Frost tolerance,Frost hardy
Sydney_water,Acacia elata,Soil type(s),"Sand, Loam"
Sydney_water,Acacia elata,Water rating,Low
Sydney_water,Acacia elata,Plant origin,Indigenous (NSW (including rainforest pockets in Sydney) & naturalised in Qld & Vic.)
Sydney_water,Acacia elata,common name,Cedar Wattle
Sydney_water,Acacia elata,description,Evergreen straight tree (up to 20m) from NSW (including Sydney rainforest pockets) & naturalised in Qld & Vic. Large dark green bipinnate leaves. Cream ball shaped flowers in summer. Useful as a fast growing screen; windbreak; feature or shade tree. Suited to gully locations. Frost and drought tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence.
Sydney_water,Acacia falcata,Plant type,Shrub
Sydney_water,Acacia falcata,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia falcata,Frost tolerance,Frost hardy
Sydney_water,Acacia falcata,Soil type(s),"Sand, Clay, Loam"
Sydney_water,Acacia falcata,Water rating,Low
Sydney_water,Acacia falcata,Plant origin,Indigenous (Qld & NSW (Sydney))
Sydney_water,Acacia falcata,common name,Sickle Wattle
Sydney_water,Acacia falcata,description,Evergreen tall open shrub with a slender trunk (4m x 2m) from Qld and NSW (including Sydney). Blue-green falcate pyllodes. Cream ball flowers in winter. Useful as a screen; for soil binding or revegetating degraded sites. Frost and drought tolerant.
Sydney_water,Acacia falciformis,Plant type,Tree
Sydney_water,Acacia falciformis,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia falciformis,Frost tolerance,Frost hardy
Sydney_water,Acacia falciformis,Soil type(s),"Sand, Loam"
Sydney_water,Acacia falciformis,Water rating,Low
Sydney_water,Acacia falciformis,Plant origin,Indigenous (Qld; NSW (including Sydney Blue Mountains) & Vic)
Sydney_water,Acacia falciformis,common name,Broad-leaved Hickory
Sydney_water,Acacia falciformis,description,Evergreen erect tall shrub or slender tree (8-10m x 3m) from Qld; NSW (including Sydney Blue Mountains) and Vic. Curved blue green phyllode leaves. Cream ball shaped flowers in spring and early summer. Useful as a screen; small tree; for soil binding or revegetating degraded sites. Prefers well drained soil in full sun. Frost and drought tolerant.
Sydney_water,Acacia fimbriata,Plant type,"Tree, Shrub"
Sydney_water,Acacia fimbriata,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia fimbriata,Frost tolerance,Frost hardy
Sydney_water,Acacia fimbriata,Soil type(s),"Clay, Loam"
Sydney_water,Acacia fimbriata,Water rating,Low
Sydney_water,Acacia fimbriata,Plant origin,Indigenous (Qld & NSW (Sydney Cumberland Plain))
Sydney_water,Acacia fimbriata,common name,Fringed Wattle
Sydney_water,Acacia fimbriata,description,Evergreen small tree or rounded shrub (6m x 5m) from Qld and NSW (including Sydney Cumberland Plain). Narrow lanceolate light green phyllode leaves. Globular lemon yellow perfumed flowers in late winter to spring. Useful as a dense screen. Tolerant of damp conditions. Frost and drought tolerant.
Sydney_water,Acacia fimbriata Dwarf form,Plant type,Shrub
Sydney_water,Acacia fimbriata Dwarf form,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia fimbriata Dwarf form,Frost tolerance,Frost hardy
Sydney_water,Acacia fimbriata Dwarf form,Soil type(s),"Sand, Clay, Loam"
Sydney_water,Acacia fimbriata Dwarf form,Water rating,Low
Sydney_water,Acacia fimbriata Dwarf form,Plant origin,Indigenous (NSW (Sydney Cumberland Plain))
Sydney_water,Acacia fimbriata Dwarf form,common name,Fringed Wattle
Sydney_water,Acacia fimbriata Dwarf form,description,Evergreen dense shrub (1.5m x 1.5m). Dwarf form of A. fimbriata from NSW (including Sydney Cumberland Plain). Thin phyllodes edged with a fringe of tiny hairs. Fragrant globular lemon yellow flowers in spring. Useful as a screen or informal hedge. Tolerates damp conditions. Prune to retain bushy form. Drought and frost tolerant.
Sydney_water,Acacia floribunda,Plant type,Shrub
Sydney_water,Acacia floribunda,Sun/Shade tolerance,"Full Sun, Shade, Part Shade"
Sydney_water,Acacia floribunda,Frost tolerance,Frost hardy
Sydney_water,Acacia floribunda,Soil type(s),"Sand, Loam, Clay"
Sydney_water,Acacia floribunda,Water rating,Low
Sydney_water,Acacia floribunda,Plant origin,Indigenous (Qld; NSW (Sydney on sheltered slopes and gullies) & Vic.)
Sydney_water,Acacia floribunda,common name,Sally Wattle
Sydney_water,Acacia floribunda,description,Evergreen tall bushy shrub or small tree with pendulous branches (4m x 2.5m) from Qld; NSW (Sydney on sheltered slopes and gullies) & Vic. Narrow-elliptical phyllodes. Loose pendulous spikes of pale yellow flowers in spring. Useful as a fast growing screen; windbreak; specimen & erosion control. Dwarf form available. Tolerates periodic water-logging. Frost tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence.
Sydney_water,Acacia howittii,Plant type,Shrub
Sydney_water,Acacia howittii,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia howittii,Frost tolerance,Frost hardy
Sydney_water,Acacia howittii,Soil type(s),"Sand, Loam, Clay"
Sydney_water,Acacia howittii,Water rating,Low
Sydney_water,Acacia howittii,Plant origin,Non indigenous (Vic)
Sydney_water,Acacia howittii,common name,Sticky Wattle
Sydney_water,Acacia howittii,description,Evergreen dense large shrub with weeping habit (6m x 5m) from Vic. Dark green slightly sticky phyllode leaves. Pale yellow perfumed flower balls in spring. Useful as a quick growing specimen; dense screen or hedgerow. Tolerates hard pruning and wide range of soils. Frost and drought tolerant.
Sydney_water,Acacia implexa,Plant type,"Tree, Shrub"
Sydney_water,Acacia implexa,Sun/Shade tolerance,Full sun
Sydney_water,Acacia implexa,Frost tolerance,Frost hardy
Sydney_water,Acacia implexa,Soil type(s),"Sand, Clay, Loam"
Sydney_water,Acacia implexa,Water rating,Low
Sydney_water,Acacia implexa,Plant origin,Indigenous (Qld & NSW (Sydney) & Vic)
Sydney_water,Acacia implexa,common name,Hickory Wattle
Sydney_water,Acacia implexa,description,Evergreen slender small tree or shrub with a suckering habit (10m x 4m) from Qld; NSW (including Sydney) and Vic. Sickle shaped phyllodes with parallel veins. Cream ball-shaped flowers in summer. Useful for a screen or soil binding on banks. Prone to leaf gall. Frost and drought tolerant.
Sydney_water,Acacia iteaphylla,Plant type,Shrub
Sydney_water,Acacia iteaphylla,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia iteaphylla,Frost tolerance,Frost sensitive
Sydney_water,Acacia iteaphylla,Soil type(s),"Sand, Loam"
Sydney_water,Acacia iteaphylla,Water rating,Low
Sydney_water,Acacia iteaphylla,Plant origin,Non indigenous (South Australia)
Sydney_water,Acacia iteaphylla,common name,Flinders Ranges Wattle
Sydney_water,Acacia iteaphylla,description,Evergreen large weeping shrub (4m x 2m) from South Australia. Long narrow grey-green leaves mauve tipped when young. Yellow perfumed flowers in winter. Useful for a hot dry position as informal hedge or feature plant. Prefers well drained soil. Tolerates light frosts and moderately salt tolerant. Drought tolerant.
Sydney_water,Acacia linifolia,Plant type,Shrub
Sydney_water,Acacia linifolia,Sun/Shade tolerance,"Full Sun, Shade, Part Shade"
Sydney_water,Acacia linifolia,Frost tolerance,Frost hardy
Sydney_water,Acacia linifolia,Soil type(s),"Sand, Clay, Loam"
Sydney_water,Acacia linifolia,Water rating,Low
Sydney_water,Acacia linifolia,Plant origin,Indigenous (NSW (Sydney))
Sydney_water,Acacia linifolia,common name,Flax-leafed Wattle
Sydney_water,Acacia linifolia,description,Evergreen sparsely branched arching shrub (2m x 1.5m) from NSW (including Sydney). Soft small linear dark green pyllode leaves. Terminal heads of globular cream flowers in summer and autumn. Useful quick growing screen. Tolerates shade and wide range of soils. Frost and drought tolerant.
Sydney_water,Acacia longifolia,Plant type,Shrub
Sydney_water,Acacia longifolia,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia longifolia,Frost tolerance,Frost hardy
Sydney_water,Acacia longifolia,Soil type(s),"Sand, Loam"
Sydney_water,Acacia longifolia,Water rating,Low
Sydney_water,Acacia longifolia,Plant origin,Indigenous (NSW (Sydney on sandstone) & Vic)
Sydney_water,Acacia longifolia,common name,Sydney Golden Wattle
Sydney_water,Acacia longifolia,description,Evergreen large erect shrub (4m x 2m) from NSW (including Sydney on sandstone soils) and Vic.. Light green stiff phyllodes. Golden yellow flower spikes in the leaf axils in spring. Useful for a fast growing screen and mass planted for soil stabilization. Susceptible to borer attack. Frost and drought tolerant.
Sydney_water,Acacia maidenii,Plant type,Tree
Sydney_water,Acacia maidenii,Sun/Shade tolerance,"Part Shade, Shade"
Sydney_water,Acacia maidenii,Frost tolerance,Frost hardy
Sydney_water,Acacia maidenii,Soil type(s),"Sand, Loam"
Sydney_water,Acacia maidenii,Water rating,Medium
Sydney_water,Acacia maidenii,Plant origin,Indigenous (Qld; NSW (Sydney in sandstone coastal gullies) & Vic)
Sydney_water,Acacia maidenii,common name,Maiden's Wattle
Sydney_water,Acacia maidenii,description,Evergreen small to medium sized spreading tree (10m x 6m) from Qld; NSW (including Sydney sandstone coastal gullies) and Vic. Drooping gently curved leaf phyllodes. Pale yellow rod-like flowers in summer. Useful screen or specimen for an informal setting. Frost tolerant.
Sydney_water,Acacia mearnsii,Plant type,Tree
Sydney_water,Acacia mearnsii,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia mearnsii,Frost tolerance,Frost hardy
Sydney_water,Acacia mearnsii,Soil type(s),"Sand, Loam, Clay"
Sydney_water,Acacia mearnsii,Water rating,Low
Sydney_water,Acacia mearnsii,Plant origin,Indigenous (NSW (Sydney Illawarra region); Vic; Tas & SA)
Sydney_water,Acacia mearnsii,common name,Black Wattle
Sydney_water,Acacia mearnsii,description,Evergreen quick growing tree (10m x 6m) from NSW (including Sydney Illawarra region); Vic; Tas & SA. Dark green bipinnate leaves and fine leaflets. Pale yellow ball shaped flowers in spring. Useful fast growing specimen or screen. Susceptible to borer attack and often short lived. Frost tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate natural occurrence.
Sydney_water,Acacia melanoxylon,Plant type,Tree
Sydney_water,Acacia melanoxylon,Sun/Shade tolerance,"Part Shade, Shade"
Sydney_water,Acacia melanoxylon,Frost tolerance,Frost hardy
Sydney_water,Acacia melanoxylon,Soil type(s),"Sand, Clay, Loam"
Sydney_water,Acacia melanoxylon,Water rating,Low
Sydney_water,Acacia melanoxylon,Plant origin,Indigenous (Gully and slope locations Qld; NSW (Sydney); vic; Tas & SA)
Sydney_water,Acacia melanoxylon,common name,Blackwood
Sydney_water,Acacia melanoxylon,description,Evergreen variable tree (10-30m x 5-10m) from Qld; NSW (including Sydney in sheltered forests); Vic; Tas & SA. Broad lanceolate phyllodes. Cream ball shaped flowers in spring. Useful as a feature or shade tree. Prefers moist composted soil in a gully or slope location. Best in high altitudes. Susceptable to borer attack in warm climates. Frost tolerant. Drought sensitive. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence.
Sydney_water,Acacia myrtifolia,Plant type,Shrub
Sydney_water,Acacia myrtifolia,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia myrtifolia,Frost tolerance,Frost hardy
Sydney_water,Acacia myrtifolia,Soil type(s),"Sand, Loam, Clay"
Sydney_water,Acacia myrtifolia,Water rating,Low
Sydney_water,Acacia myrtifolia,Plant origin,Indigenous (Qld; NSW (including Sydney) Vic; SA; Tas & WA)
Sydney_water,Acacia myrtifolia,common name,Myrtle Wattle
Sydney_water,Acacia myrtifolia,description,Evergreen compact shrub (1.5m x 1.5m) from Qld; NSW (including Sydney); Vic; SA; Tas and WA. Elliptical dark green phyllodes on reddish stems. Cream ball flowers in spring. Useful for a low screen or hedge or amongst other shrubs. Hardy. Tolerates poor soil. Drought and frost tolerant.
Sydney_water,Acacia parramattensis,Plant type,Tree
Sydney_water,Acacia parramattensis,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia parramattensis,Frost tolerance,Frost hardy
Sydney_water,Acacia parramattensis,Soil type(s),"Sand, Clay, Loam"
Sydney_water,Acacia parramattensis,Water rating,Low
Sydney_water,Acacia parramattensis,Plant origin,Indigenous (NSW (Sydney))
Sydney_water,Acacia parramattensis,common name,Parramatta Green Wattle
Sydney_water,Acacia parramattensis,description,Evergreen medium sized tree (10m x 6m) from NSW (including Sydney). Bipinnate dark green leaves with fine leaflets. Globular heads of pale yellow flowers in summer. Useful for a fast growing screen or background tree. Suitable for both sand and clay soils. Frost and drought tolerant.
Sydney_water,Acacia podalyriifolia,Plant type,"Tree, Shrub"
Sydney_water,Acacia podalyriifolia,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia podalyriifolia,Frost tolerance,Frost hardy
Sydney_water,Acacia podalyriifolia,Soil type(s),"Sand, Loam"
Sydney_water,Acacia podalyriifolia,Water rating,Low
Sydney_water,Acacia podalyriifolia,Plant origin,Non indigenous (Qld & NSW)
Sydney_water,Acacia podalyriifolia,common name,Queensland Silver Wattle
Sydney_water,Acacia podalyriifolia,description,Evergreen tall shrub or small tree (6m x 5m) from Qld and NSW. Silvery grey oval phyllode leaves with a felt-like texture. Ball shaped clusters of yellow flowers in late winter and spring. Useful as a quick growing screen or specimen for its contrasting leaf colour. Needs well drained soil. Prefers dry climate. Sensitive to sooty mould in humidity. Invasive potential. Avoid use near bushland areas. Frost and drought tolerant.
Sydney_water,Acacia pravissima,Plant type,Shrub
Sydney_water,Acacia pravissima,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia pravissima,Frost tolerance,Frost hardy
Sydney_water,Acacia pravissima,Soil type(s),"Sand, Loam, Clay"
Sydney_water,Acacia pravissima,Water rating,Low
Sydney_water,Acacia pravissima,Plant origin,Non indigenous (NSW; ACT & Vic)
Sydney_water,Acacia pravissima,common name,Ovens Wattle
Sydney_water,Acacia pravissima,description,Evergreen tall slightly pendulous shrub or small tree (5m x 3m) from NSW; ACT and Vic. Triangular dull green phyllode leaves. Lightly perfumed yellow ball flowers in spring. Dwarf cultivar 'Little Nugget' (1m x 0.5m). Useful screen; low windbreak; background or tall understorey particularly in a bush garden. Needs well drained soil. Tolerant of poor soil. Frost and drought tolerant.
Sydney_water,Acacia prominens,Plant type,Tree
Sydney_water,Acacia prominens,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia prominens,Frost tolerance,Frost hardy
Sydney_water,Acacia prominens,Soil type(s),"Sand, Loam"
Sydney_water,Acacia prominens,Water rating,Medium
Sydney_water,Acacia prominens,Plant origin,Indigenous (NSW (including Sydney))
Sydney_water,Acacia prominens,common name,Gosford wattle
Sydney_water,Acacia prominens,description,Evergeen tall erect shrub or small tree (6-8m x 4-5m) from NSW (including Sydney). Slightly grey green lanceolate leaves. Yellow ball shaped flowers in spring. Useful fast growing screen. Prefers well drained soil in full sun with ample moisture. Tolerates partial shade. Frost tolerant.
Sydney_water,Acacia stricta,Plant type,Shrub
Sydney_water,Acacia stricta,Sun/Shade tolerance,Full sun
Sydney_water,Acacia stricta,Frost tolerance,Frost hardy
Sydney_water,Acacia stricta,Soil type(s),"Sand, Clay, Loam"
Sydney_water,Acacia stricta,Water rating,Low
Sydney_water,Acacia stricta,Plant origin,Indigenous (Qld; NSW (Sydney); Vic; Tas and SA)
Sydney_water,Acacia stricta,common name,Hop Wattle
Sydney_water,Acacia stricta,description,Evergreen open erect shrub (3m x 2m) from Qld; NSW (including Sydney); Vic; Tas and SA. Pale green thin textured leaf phyllodes. Bright yellow globular flowers in spring. Useful screen; specimen or grouped to cover low maintenance areas. Prefers full sun and well drained soil. Frost and drought tolerant.
Sydney_water,Acacia suaveolens,Plant type,Shrub
Sydney_water,Acacia suaveolens,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia suaveolens,Frost tolerance,Frost hardy
Sydney_water,Acacia suaveolens,Soil type(s),"Sand, Loam"
Sydney_water,Acacia suaveolens,Water rating,Low
Sydney_water,Acacia suaveolens,Plant origin,Indigenous (Qld; NSW (Sydney); Vic; Tas; SA)
Sydney_water,Acacia suaveolens,common name,Sweet Scented Wattle
Sydney_water,Acacia suaveolens,description,Evergreen slim graceful shrub with angular flattened branches (2m x 1m) from Qld; NSW; (Sydney on sandy soils). Bluish grey narrow phyllodes with pinkish new growth. Perfumed cream flower balls in autumn and winter. Useful shrub for its long flowering period and perfumed flowers. Salt spray tolerant. Frost and drought tolerant.
Sydney_water,Acacia terminalis,Plant type,Shrub
Sydney_water,Acacia terminalis,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia terminalis,Frost tolerance,Frost hardy
Sydney_water,Acacia terminalis,Soil type(s),"Sand, Clay, Loam"
Sydney_water,Acacia terminalis,Water rating,Low
Sydney_water,Acacia terminalis,Plant origin,Indigenous (NSW (Sydney); Vic & Tas)
Sydney_water,Acacia terminalis,common name,Sunshine Wattle
Sydney_water,Acacia terminalis,description,Evergreen dense shrub (2.5m x 1.5m) from NSW (including Sydney); Vic & SA. Dark green pinnate leaves. Cream to deep yellow ball flowers in autumn and winter. Useful for a screen or amongst other shrubs. Frost and drought tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence.
Sydney_water,Acacia vestita,Plant type,Shrub
Sydney_water,Acacia vestita,Sun/Shade tolerance,"Full Sun, Part Shade"
Sydney_water,Acacia vestita,Frost tolerance,Frost hardy
Sydney_water,Acacia vestita,Soil type(s),"Sand, Clay, Loam"
Sydney_water,Acacia vestita,Water rating,Medium
