"study","species","trait_name","value","trait_name_original","value_original"
"Sydney_water","Acacia cardiophylla","Plant origin","Non indigenous (NSW)","Plant origin","Non indigenous (NSW)"
"Sydney_water","Acacia cardiophylla","common_name","West Wyalong Wattle","common name","West Wyalong Wattle"
"Sydney_water","Acacia cardiophylla","description","Evergreen rounded shrub (2.5m x 3m) from NSW. Light green feathery bipinnate leaves. Bright yellow ball shaped flowers in spring. Useful for a feature; screen; for soil binding or revegetating degraded sites. Prostrate form available. Needs well drained soil. Frost and drought tolerant.","description","Evergreen rounded shrub (2.5m x 3m) from NSW. Light green feathery bipinnate leaves. Bright yellow ball shaped flowers in spring. Useful for a feature; screen; for soil binding or revegetating degraded sites. Prostrate form available. Needs well drained soil. Frost and drought tolerant."
"Sydney_water","Acacia cognata Limelight","Plant origin","Non indigenous (NSW & Vic)","Plant origin","Non indigenous (NSW & Vic)"
"Sydney_water","Acacia cognata Limelight","common_name","Bower Wattle","common name","Bower Wattle"
"Sydney_water","Acacia cognata Limelight","description","Evergreen compact mound shaped low growing shrub with weeping foliage (0.8m x 1.2m). Dwarf form of A. cognata from NSW and Vic. Soft slender lime green leaves. Cream ball shaped flowers occasionally. Useful as a specimen for its handsome foliage. Needs good drainage. Frost and drought tolerant.","description","Evergreen compact mound shaped low growing shrub with weeping foliage (0.8m x 1.2m). Dwarf form of A. cognata from NSW and Vic. Soft slender lime green leaves. Cream ball shaped flowers occasionally. Useful as a specimen for its handsome foliage. Needs good drainage. Frost and drought tolerant."
"Sydney_water","Acacia cultriformis","Plant origin","Non indigenous (NSW & Qld)","Plant origin","Non indigenous (NSW & Qld)"
"Sydney_water","Acacia cultriformis","common_name","Knife Leaf Wattle","common name","Knife Leaf Wattle"
"Sydney_water","Acacia cultriformis","description","Evergreen erect shrub with an arching habit (2.5m x 2m) from NSW and Qld. Grey triangular phyllode leaves. Golden yellow ball shaped flowers in spring. Useful screen or feature for its grey foliage. Needs well drained soil in full sun. Frost and drought tolerant.","description","Evergreen erect shrub with an arching habit (2.5m x 2m) from NSW and Qld. Grey triangular phyllode leaves. Golden yellow ball shaped flowers in spring. Useful screen or feature for its grey foliage. Needs well drained soil in full sun. Frost and drought tolerant."
"Sydney_water","Acacia decurrens","Plant origin","Indigenous (Qld & NSW (Sydney Wianamatta Shale & Cumberland Plain zones); Vic & SA)","Plant origin","Indigenous (Qld & NSW (Sydney Wianamatta Shale & Cumberland Plain zones); Vic & SA)"
"Sydney_water","Acacia decurrens","common_name","Black Wattle","common name","Black Wattle"
"Sydney_water","Acacia decurrens","description","Evergreen erect tree with a closed crown (10-15m x 5m) from Qld; NSW (including Sydney Wianamatta Shale and Cumberland Plain regions); Vic; SA & Tas. Dark green compound fern-like leaves. Fragrant yellow ball shaped flowers. Useful as a fast growing screen; windbreak or feature tree. May be short-lived. Susceptible to borer attack. Frost and drought tolerant.","description","Evergreen erect tree with a closed crown (10-15m x 5m) from Qld; NSW (including Sydney Wianamatta Shale and Cumberland Plain regions); Vic; SA & Tas. Dark green compound fern-like leaves. Fragrant yellow ball shaped flowers. Useful as a fast growing screen; windbreak or feature tree. May be short-lived. Susceptible to borer attack. Frost and drought tolerant."
"Sydney_water","Acacia elata","Plant origin","Indigenous (NSW (including rainforest pockets in Sydney) & naturalised in Qld & Vic.)","Plant origin","Indigenous (NSW (including rainforest pockets in Sydney) & naturalised in Qld & Vic.)"
"Sydney_water","Acacia elata","common_name","Cedar Wattle","common name","Cedar Wattle"
"Sydney_water","Acacia elata","description","Evergreen straight tree (up to 20m) from NSW (including Sydney rainforest pockets) & naturalised in Qld & Vic. Large dark green bipinnate leaves. Cream ball shaped flowers in summer. Useful as a fast growing screen; windbreak; feature or shade tree. Suited to gully locations. Frost and drought tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence.","description","Evergreen straight tree (up to 20m) from NSW (including Sydney rainforest pockets) & naturalised in Qld & Vic. Large dark green bipinnate leaves. Cream ball shaped flowers in summer. Useful as a fast growing screen; windbreak; feature or shade tree. Suited to gully locations. Frost and drought tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence."
"Sydney_water","Acacia falcata","Plant origin","Indigenous (Qld & NSW (Sydney))","Plant origin","Indigenous (Qld & NSW (Sydney))"
"Sydney_water","Acacia falcata","common_name","Sickle Wattle","common name","Sickle Wattle"
"Sydney_water","Acacia falcata","description","Evergreen tall open shrub with a slender trunk (4m x 2m) from Qld and NSW (including Sydney). Blue-green falcate pyllodes. Cream ball flowers in winter. Useful as a screen; for soil binding or revegetating degraded sites. Frost and drought tolerant.","description","Evergreen tall open shrub with a slender trunk (4m x 2m) from Qld and NSW (including Sydney). Blue-green falcate pyllodes. Cream ball flowers in winter. Useful as a screen; for soil binding or revegetating degraded sites. Frost and drought tolerant."
"Sydney_water","Acacia falciformis","Plant origin","Indigenous (Qld; NSW (including Sydney Blue Mountains) & Vic)","Plant origin","Indigenous (Qld; NSW (including Sydney Blue Mountains) & Vic)"
"Sydney_water","Acacia falciformis","common_name","Broad-leaved Hickory","common name","Broad-leaved Hickory"
"Sydney_water","Acacia falciformis","description","Evergreen erect tall shrub or slender tree (8-10m x 3m) from Qld; NSW (including Sydney Blue Mountains) and Vic. Curved blue green phyllode leaves. Cream ball shaped flowers in spring and early summer. Useful as a screen; small tree; for soil binding or revegetating degraded sites. Prefers well drained soil in full sun. Frost and drought tolerant.","description","Evergreen erect tall shrub or slender tree (8-10m x 3m) from Qld; NSW (including Sydney Blue Mountains) and Vic. Curved blue green phyllode leaves. Cream ball shaped flowers in spring and early summer. Useful as a screen; small tree; for soil binding or revegetating degraded sites. Prefers well drained soil in full sun. Frost and drought tolerant."
"Sydney_water","Acacia fimbriata","Plant origin","Indigenous (Qld & NSW (Sydney Cumberland Plain))","Plant origin","Indigenous (Qld & NSW (Sydney Cumberland Plain))"
"Sydney_water","Acacia fimbriata","common_name","Fringed Wattle","common name","Fringed Wattle"
"Sydney_water","Acacia fimbriata","description","Evergreen small tree or rounded shrub (6m x 5m) from Qld and NSW (including Sydney Cumberland Plain). Narrow lanceolate light green phyllode leaves. Globular lemon yellow perfumed flowers in late winter to spring. Useful as a dense screen. Tolerant of damp conditions. Frost and drought tolerant.","description","Evergreen small tree or rounded shrub (6m x 5m) from Qld and NSW (including Sydney Cumberland Plain). Narrow lanceolate light green phyllode leaves. Globular lemon yellow perfumed flowers in late winter to spring. Useful as a dense screen. Tolerant of damp conditions. Frost and drought tolerant."
"Sydney_water","Acacia fimbriata Dwarf form","Plant origin","Indigenous (NSW (Sydney Cumberland Plain))","Plant origin","Indigenous (NSW (Sydney Cumberland Plain))"
"Sydney_water","Acacia fimbriata Dwarf form","common_name","Fringed Wattle","common name","Fringed Wattle"
"Sydney_water","Acacia fimbriata Dwarf form","description","Evergreen dense shrub (1.5m x 1.5m). Dwarf form of A. fimbriata from NSW (including Sydney Cumberland Plain). Thin phyllodes edged with a fringe of tiny hairs. Fragrant globular lemon yellow flowers in spring. Useful as a screen or informal hedge. Tolerates damp conditions. Prune to retain bushy form. Drought and frost tolerant.","description","Evergreen dense shrub (1.5m x 1.5m). Dwarf form of A. fimbriata from NSW (including Sydney Cumberland Plain). Thin phyllodes edged with a fringe of tiny hairs. Fragrant globular lemon yellow flowers in spring. Useful as a screen or informal hedge. Tolerates damp conditions. Prune to retain bushy form. Drought and frost tolerant."
"Sydney_water","Acacia floribunda","Plant origin","Indigenous (Qld; NSW (Sydney on sheltered slopes and gullies) & Vic.)","Plant origin","Indigenous (Qld; NSW (Sydney on sheltered slopes and gullies) & Vic.)"
"Sydney_water","Acacia floribunda","common_name","Sally Wattle","common name","Sally Wattle"
"Sydney_water","Acacia floribunda","description","Evergreen tall bushy shrub or small tree with pendulous branches (4m x 2.5m) from Qld; NSW (Sydney on sheltered slopes and gullies) & Vic. Narrow-elliptical phyllodes. Loose pendulous spikes of pale yellow flowers in spring. Useful as a fast growing screen; windbreak; specimen & erosion control. Dwarf form available. Tolerates periodic water-logging. Frost tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence.","description","Evergreen tall bushy shrub or small tree with pendulous branches (4m x 2.5m) from Qld; NSW (Sydney on sheltered slopes and gullies) & Vic. Narrow-elliptical phyllodes. Loose pendulous spikes of pale yellow flowers in spring. Useful as a fast growing screen; windbreak; specimen & erosion control. Dwarf form available. Tolerates periodic water-logging. Frost tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence."
"Sydney_water","Acacia howittii","Plant origin","Non indigenous (Vic)","Plant origin","Non indigenous (Vic)"
"Sydney_water","Acacia howittii","common_name","Sticky Wattle","common name","Sticky Wattle"
"Sydney_water","Acacia howittii","description","Evergreen dense large shrub with weeping habit (6m x 5m) from Vic. Dark green slightly sticky phyllode leaves. Pale yellow perfumed flower balls in spring. Useful as a quick growing specimen; dense screen or hedgerow. Tolerates hard pruning and wide range of soils. Frost and drought tolerant.","description","Evergreen dense large shrub with weeping habit (6m x 5m) from Vic. Dark green slightly sticky phyllode leaves. Pale yellow perfumed flower balls in spring. Useful as a quick growing specimen; dense screen or hedgerow. Tolerates hard pruning and wide range of soils. Frost and drought tolerant."
"Sydney_water","Acacia implexa","Plant origin","Indigenous (Qld & NSW (Sydney) & Vic)","Plant origin","Indigenous (Qld & NSW (Sydney) & Vic)"
"Sydney_water","Acacia implexa","common_name","Hickory Wattle","common name","Hickory Wattle"
"Sydney_water","Acacia implexa","description","Evergreen slender small tree or shrub with a suckering habit (10m x 4m) from Qld; NSW (including Sydney) and Vic. Sickle shaped phyllodes with parallel veins. Cream ball-shaped flowers in summer. Useful for a screen or soil binding on banks. Prone to leaf gall. Frost and drought tolerant.","description","Evergreen slender small tree or shrub with a suckering habit (10m x 4m) from Qld; NSW (including Sydney) and Vic. Sickle shaped phyllodes with parallel veins. Cream ball-shaped flowers in summer. Useful for a screen or soil binding on banks. Prone to leaf gall. Frost and drought tolerant."
"Sydney_water","Acacia iteaphylla","Plant origin","Non indigenous (South Australia)","Plant origin","Non indigenous (South Australia)"
"Sydney_water","Acacia iteaphylla","common_name","Flinders Ranges Wattle","common name","Flinders Ranges Wattle"
"Sydney_water","Acacia iteaphylla","description","Evergreen large weeping shrub (4m x 2m) from South Australia. Long narrow grey-green leaves mauve tipped when young. Yellow perfumed flowers in winter. Useful for a hot dry position as informal hedge or feature plant. Prefers well drained soil. Tolerates light frosts and moderately salt tolerant. Drought tolerant.","description","Evergreen large weeping shrub (4m x 2m) from South Australia. Long narrow grey-green leaves mauve tipped when young. Yellow perfumed flowers in winter. Useful for a hot dry position as informal hedge or feature plant. Prefers well drained soil. Tolerates light frosts and moderately salt tolerant. Drought tolerant."
"Sydney_water","Acacia linifolia","Plant origin","Indigenous (NSW (Sydney))","Plant origin","Indigenous (NSW (Sydney))"
"Sydney_water","Acacia linifolia","common_name","Flax-leafed Wattle","common name","Flax-leafed Wattle"
"Sydney_water","Acacia linifolia","description","Evergreen sparsely branched arching shrub (2m x 1.5m) from NSW (including Sydney). Soft small linear dark green pyllode leaves. Terminal heads of globular cream flowers in summer and autumn. Useful quick growing screen. Tolerates shade and wide range of soils. Frost and drought tolerant.","description","Evergreen sparsely branched arching shrub (2m x 1.5m) from NSW (including Sydney). Soft small linear dark green pyllode leaves. Terminal heads of globular cream flowers in summer and autumn. Useful quick growing screen. Tolerates shade and wide range of soils. Frost and drought tolerant."
"Sydney_water","Acacia longifolia","Plant origin","Indigenous (NSW (Sydney on sandstone) & Vic)","Plant origin","Indigenous (NSW (Sydney on sandstone) & Vic)"
"Sydney_water","Acacia longifolia","common_name","Sydney Golden Wattle","common name","Sydney Golden Wattle"
"Sydney_water","Acacia longifolia","description","Evergreen large erect shrub (4m x 2m) from NSW (including Sydney on sandstone soils) and Vic.. Light green stiff phyllodes. Golden yellow flower spikes in the leaf axils in spring. Useful for a fast growing screen and mass planted for soil stabilization. Susceptible to borer attack. Frost and drought tolerant.","description","Evergreen large erect shrub (4m x 2m) from NSW (including Sydney on sandstone soils) and Vic.. Light green stiff phyllodes. Golden yellow flower spikes in the leaf axils in spring. Useful for a fast growing screen and mass planted for soil stabilization. Susceptible to borer attack. Frost and drought tolerant."
"Sydney_water","Acacia maidenii","Plant origin","Indigenous (Qld; NSW (Sydney in sandstone coastal gullies) & Vic)","Plant origin","Indigenous (Qld; NSW (Sydney in sandstone coastal gullies) & Vic)"
"Sydney_water","Acacia maidenii","common_name","Maiden's Wattle","common name","Maiden's Wattle"
"Sydney_water","Acacia maidenii","description","Evergreen small to medium sized spreading tree (10m x 6m) from Qld; NSW (including Sydney sandstone coastal gullies) and Vic. Drooping gently curved leaf phyllodes. Pale yellow rod-like flowers in summer. Useful screen or specimen for an informal setting. Frost tolerant.","description","Evergreen small to medium sized spreading tree (10m x 6m) from Qld; NSW (including Sydney sandstone coastal gullies) and Vic. Drooping gently curved leaf phyllodes. Pale yellow rod-like flowers in summer. Useful screen or specimen for an informal setting. Frost tolerant."
"Sydney_water","Acacia mearnsii","Plant origin","Indigenous (NSW (Sydney Illawarra region); Vic; Tas & SA)","Plant origin","Indigenous (NSW (Sydney Illawarra region); Vic; Tas & SA)"
"Sydney_water","Acacia mearnsii","common_name","Black Wattle","common name","Black Wattle"
"Sydney_water","Acacia mearnsii","description","Evergreen quick growing tree (10m x 6m) from NSW (including Sydney Illawarra region); Vic; Tas & SA. Dark green bipinnate leaves and fine leaflets. Pale yellow ball shaped flowers in spring. Useful fast growing specimen or screen. Susceptible to borer attack and often short lived. Frost tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate natural occurrence.","description","Evergreen quick growing tree (10m x 6m) from NSW (including Sydney Illawarra region); Vic; Tas & SA. Dark green bipinnate leaves and fine leaflets. Pale yellow ball shaped flowers in spring. Useful fast growing specimen or screen. Susceptible to borer attack and often short lived. Frost tolerant. Additional irrigation above natural rainfall may be required if growing conditions do not replicate natural occurrence."
"Sydney_water","Acacia melanoxylon","Plant origin","Indigenous (Gully and slope locations Qld; NSW (Sydney); vic; Tas & SA)","Plant origin","Indigenous (Gully and slope locations Qld; NSW (Sydney); vic; Tas & SA)"
"Sydney_water","Acacia melanoxylon","common_name","Blackwood","common name","Blackwood"
"Sydney_water","Acacia melanoxylon","description","Evergreen variable tree (10-30m x 5-10m) from Qld; NSW (including Sydney in sheltered forests); Vic; Tas & SA. Broad lanceolate phyllodes. Cream ball shaped flowers in spring. Useful as a feature or shade tree. Prefers moist composted soil in a gully or slope location. Best in high altitudes. Susceptable to borer attack in warm climates. Frost tolerant. Drought sensitive. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence.","description","Evergreen variable tree (10-30m x 5-10m) from Qld; NSW (including Sydney in sheltered forests); Vic; Tas & SA. Broad lanceolate phyllodes. Cream ball shaped flowers in spring. Useful as a feature or shade tree. Prefers moist composted soil in a gully or slope location. Best in high altitudes. Susceptable to borer attack in warm climates. Frost tolerant. Drought sensitive. Additional irrigation above natural rainfall may be required if growing conditions do not replicate the plant's natural occurrence."
"Sydney_water","Acacia myrtifolia","Plant origin","Indigenous (Qld; NSW (including Sydney) Vic; SA; Tas & WA)","Plant origin","Indigenous (Qld; NSW (including Sydney) Vic; SA; Tas & WA)"
"Sydney_water","Acacia myrtifolia","common_name","Myrtle Wattle","common name","Myrtle Wattle"
"Sydney_water","Acacia myrtifolia","description","Evergreen compact shrub (1.5m x 1.5m) from Qld; NSW (including Sydney); Vic; SA; Tas and WA. Elliptical dark green phyllodes on reddish stems. Cream ball flowers in spring. Useful for a low screen or hedge or amongst other shrubs. Hardy. Tolerates poor soil. Drought and frost tolerant.","description","Evergreen compact shrub (1.5m x 1.5m) from Qld; NSW (including Sydney); Vic; SA; Tas and WA. Elliptical dark green phyllodes on reddish stems. Cream ball flowers in spring. Useful for a low screen or hedge or amongst other shrubs. Hardy. Tolerates poor soil. Drought and frost tolerant."
"Sydney_water","Acacia parramattensis","Plant origin","Indigenous (NSW (Sydney))","Plant origin","Indigenous (NSW (Sydney))"
"Sydney_water","Acacia parramattensis","common_name","Parramatta Green Wattle","common name","Parramatta Green Wattle"
"Sydney_water","Acacia parramattensis","description","Evergreen medium sized tree (10m x 6m) from NSW (including Sydney). Bipinnate dark green leaves with fine leaflets. Globular heads of pale yellow flowers in summer. Useful for a fast growing screen or background tree. Suitable for both sand and clay soils. Frost and drought tolerant.","description","Evergreen medium sized tree (10m x 6m) from NSW (including Sydney). Bipinnate dark green leaves with fine leaflets. Globular heads of pale yellow flowers in summer. Useful for a fast growing screen or background tree. Suitable for both sand and clay soils. Frost and drought tolerant."
"Sydney_water","Acacia podalyriifolia","Plant origin","Non indigenous (Qld & NSW)","Plant origin","Non indigenous (Qld & NSW)"
"Sydney_water","Acacia podalyriifolia","common_name","Queensland Silver Wattle","common name","Queensland Silver Wattle"
"Sydney_water","Acacia podalyriifolia","description","Evergreen tall shrub or small tree (6m x 5m) from Qld and NSW. Silvery grey oval phyllode leaves with a felt-like texture. Ball shaped clusters of yellow flowers in late winter and spring. Useful as a quick growing screen or specimen for its contrasting leaf colour. Needs well drained soil. Prefers dry climate. Sensitive to sooty mould in humidity. Invasive potential. Avoid use near bushland areas. Frost and drought tolerant.","description","Evergreen tall shrub or small tree (6m x 5m) from Qld and NSW. Silvery grey oval phyllode leaves with a felt-like texture. Ball shaped clusters of yellow flowers in late winter and spring. Useful as a quick growing screen or specimen for its contrasting leaf colour. Needs well drained soil. Prefers dry climate. Sensitive to sooty mould in humidity. Invasive potential. Avoid use near bushland areas. Frost and drought tolerant."
"Sydney_water","Acacia pravissima","Plant origin","Non indigenous (NSW; ACT & Vic)","Plant origin","Non indigenous (NSW; ACT & Vic)"
"Sydney_water","Acacia pravissima","common_name","Ovens Wattle","common name","Ovens Wattle"
"Sydney_water","Acacia pravissima","description","Evergreen tall slightly pendulous shrub or small tree (5m x 3m) from NSW; ACT and Vic. Triangular dull green phyllode leaves. Lightly perfumed yellow ball flowers in spring. Dwarf cultivar 'Little Nugget' (1m x 0.5m). Useful screen; low windbreak; background or tall understorey particularly in a bush garden. Needs well drained soil. Tolerant of poor soil. Frost and drought tolerant.","description","Evergreen tall slightly pendulous shrub or small tree (5m x 3m) from NSW; ACT and Vic. Triangular dull green phyllode leaves. Lightly perfumed yellow ball flowers in spring. Dwarf cultivar 'Little Nugget' (1m x 0.5m). Useful screen; low windbreak; background or tall understorey particularly in a bush garden. Needs well drained soil. Tolerant of poor soil. Frost and drought tolerant."
"Sydney_water","Acacia prominens","Plant origin","Indigenous (NSW (including Sydney))","Plant origin","Indigenous (NSW (including Sydney))"
"Sydney_water","Acacia prominens","common_name","Gosford wattle","common name","Gosford wattle"
"Sydney_water","Acacia prominens","description","Evergeen tall erect shrub or small tree (6-8m x 4-5m) from NSW (including Sydney). Slightly grey green lanceolate leaves. Yellow ball shaped flowers in spring. Useful fast growing screen. Prefers well drained soil in full sun with ample moisture. Tolerates partial shade. Frost tolerant.","description","Evergeen tall erect shrub or small tree (6-8m x 4-5m) from NSW (including Sydney). Slightly grey green lanceolate leaves. Yellow ball shaped flowers in spring. Useful fast growing screen. Prefers well drained soil in full sun with ample moisture. Tolerates partial shade. Frost tolerant."
"Sydney_water","Acacia stricta","Plant origin","Indigenous (Qld; NSW (Sydney); Vic; Tas and SA)","Plant origin","Indigenous (Qld; NSW (Sydney); Vic; Tas and SA)"
"Sydney_water","Acacia stricta","common_name","Hop Wattle","common name","Hop Wattle"
"Sydney_water","Acacia stricta","description","Evergreen open erect shrub (3m x 2m) from Qld; NSW (including Sydney); Vic; Tas and SA. Pale green thin textured leaf phyllodes. Bright yellow globular flowers in spring. Useful screen; specimen or grouped to cover low maintenance areas. Prefers full sun and well drained soil. Frost and drought tolerant.","description","Evergreen open erect shrub (3m x 2m) from Qld; NSW (including Sydney); Vic; Tas and SA. Pale green thin textured leaf phyllodes. Bright yellow globular flowers in spring. Useful screen; specimen or grouped to cover low maintenance areas. Prefers full sun and well drained soil. Frost and drought tolerant."
"Sydney_water","Acacia suaveolens","Plant origin","Indigenous (Qld; NSW (Sydney); Vic; Tas; SA)","Plant origin","Indigenous (Qld; NSW (Sydney); Vic; Tas; SA)"
"Sydney_water","Acacia suaveolens","common_name","Sweet Scented Wattle","common name","Sweet Scented Wattle"
