"study","species","trait_name","value"
"Plant_selector_plus","Lomandra longifolia 'Katrinus Deluxe'","Purpose","Ornamental, Habitat, Erosion"
"Plant_selector_plus","Lomandra longifolia 'Katrinus Deluxe'","Form","Grass Sedge or Flax"
"Plant_selector_plus","Lomandra longifolia 'Katrinus Deluxe'","description","Notes Uses: Plant en-mass for an effective and ornamental weed-suppressing ground cover or singly amongst other strap leaved plants for contrast in borders, median strips, verges and roundabouts. Larger and more fragrant flower heads than L. 'Katrinus' Attracts native birds and butterflies, food source for native caterpillars.Requires well-drained soils."
"Plant_selector_plus","Eremophila calorhabdos","Height","1.5-3m"
"Plant_selector_plus","Eremophila calorhabdos","Spread","0.5-2m"
"Plant_selector_plus","Eremophila calorhabdos","Position","Full Sun"
"Plant_selector_plus","Eremophila calorhabdos","Family","Myoporaceae"
"Plant_selector_plus","Eremophila calorhabdos","Botanical Name","Eremophila calorhabdos"
"Plant_selector_plus","Eremophila calorhabdos","Common Name","Red Rod"
"Plant_selector_plus","Eremophila calorhabdos","Origin","WA"
"Plant_selector_plus","Eremophila calorhabdos","Habit","Upright, Bushy"
"Plant_selector_plus","Eremophila calorhabdos","Landscape","Coastal footslopes, Plains, 2nd line coast"
"Plant_selector_plus","Eremophila calorhabdos","Soil Texture","Clay, Loam, Sand"
"Plant_selector_plus","Eremophila calorhabdos","pH","Acidic, Alkaline, Neutral"
"Plant_selector_plus","Eremophila calorhabdos","Tolerates","Drought, Fire, Lime, Moderate frost"
"Plant_selector_plus","Eremophila calorhabdos","Supplementary Watering","Minimal"
"Plant_selector_plus","Eremophila calorhabdos","Flower Colour","Red"
"Plant_selector_plus","Eremophila calorhabdos","Flowering Time","Summer, Winter"
"Plant_selector_plus","Eremophila calorhabdos","Flower Type","Tubular"
"Plant_selector_plus","Eremophila calorhabdos","Purpose","Ornamental, Habitat"
"Plant_selector_plus","Eremophila calorhabdos","Form","Medium Shrub (Usually between 1.2m & 3.6m)"
"Plant_selector_plus","Eremophila calorhabdos","description","Notes Uses: Highly ornamental for more open locations, wider verges, median strips, parks and reserves. Planted singly as a colourful background in mixed plantings or en-mass as a barrier or informal hedge. Responds to pruning. Attracts native birds and insects. Requires well-drained soils.Cultural use: Indigenous peoples sucked the Eremophila flowers for nectar and infused the leaves for a medicine for various ailments.Note: Fire retardant plant as per SA Country Fire Service, contact for further information.Note: This species is provisionally classified schedule 1, Regulation 24.2 under the Sewerage Act. Written approval is required prior to planting in streets or roads. It should not be planted closer than two metres to any sewer main or connection."
"Plant_selector_plus","Eremophila eriocalyx","Height","1-3m"
"Plant_selector_plus","Eremophila eriocalyx","Spread","0.6-2.5m"
"Plant_selector_plus","Eremophila eriocalyx","Position","Full Sun"
"Plant_selector_plus","Eremophila eriocalyx","Family","Myoporaceae"
"Plant_selector_plus","Eremophila eriocalyx","Botanical Name","Eremophila eriocalyx"
"Plant_selector_plus","Eremophila eriocalyx","Common Name","Desert Pride"
"Plant_selector_plus","Eremophila eriocalyx","Origin","WA"
"Plant_selector_plus","Eremophila eriocalyx","Habit","Upright"
"Plant_selector_plus","Eremophila eriocalyx","Landscape","Coastal footslopes, Footslopes, Hills, Plains, 2nd line coast"
"Plant_selector_plus","Eremophila eriocalyx","Soil Texture","Clay, Loam"
"Plant_selector_plus","Eremophila eriocalyx","pH","Acidic, Alkaline, Neutral"
"Plant_selector_plus","Eremophila eriocalyx","Tolerates","Drought, Fire, Lime, Moderate frost"
"Plant_selector_plus","Eremophila eriocalyx","Supplementary Watering","Minimal"
"Plant_selector_plus","Eremophila eriocalyx","Flower Colour","Cream"
"Plant_selector_plus","Eremophila eriocalyx","Flowering Time","Spring, Summer"
"Plant_selector_plus","Eremophila eriocalyx","Flower Type","Tubular"
"Plant_selector_plus","Eremophila eriocalyx","Purpose","Habitat, Ornamental"
"Plant_selector_plus","Eremophila eriocalyx","Evergreen/Deciduous","Evergreen"
"Plant_selector_plus","Eremophila eriocalyx","Form","Medium Shrub (Usually between 1.2m & 3.6m)"
"Plant_selector_plus","Eremophila eriocalyx","description","Notes Uses: Highly ornamental for more open locations, wider verges, mixed native landscapes, median strips, parks and reserves. Planted singly as a colourful background in mixed plantings or en-mass as a barrier or informal hedge. Responds to light pruning.Attracts nectar eating native birds and insects. Requires well-drained soils.Available in blue and mauve flowering forms.Cultural use: Indigenous peoples sucked the Eremophila flowers for nectar.Note: Fire retardant plant as per SA Country Fire Service, contact for further information.Note: Although this species is not classified under the Sewerage Act, it is recommended that it not be planted closer than two metres to any sewer main or connection."
"Plant_selector_plus","Melaleuca huegelii","Height","1-8m"
"Plant_selector_plus","Melaleuca huegelii","Spread","2-6m"
"Plant_selector_plus","Melaleuca huegelii","Position","Full Sun, Part Shade"
"Plant_selector_plus","Melaleuca huegelii","Family","Myrtaceae"
"Plant_selector_plus","Melaleuca huegelii","Botanical Name","Melaleuca huegelii"
"Plant_selector_plus","Melaleuca huegelii","Common Name","Chenille Honey-myrtle"
"Plant_selector_plus","Melaleuca huegelii","Origin","WA"
"Plant_selector_plus","Melaleuca huegelii","Habit","Erect to spreading"
"Plant_selector_plus","Melaleuca huegelii","Landscape","Coast, 2nd line coast, Coastal footslopes, Coastal cliffs, Plains"
"Plant_selector_plus","Melaleuca huegelii","Soil Texture","Clay, Loam, Sand"
"Plant_selector_plus","Melaleuca huegelii","pH","Acidic, Alkaline, Neutral"
"Plant_selector_plus","Melaleuca huegelii","Tolerates","Drought, Lime, Moderate frost, Salt spray"
"Plant_selector_plus","Melaleuca huegelii","Supplementary Watering","Minimal"
"Plant_selector_plus","Melaleuca huegelii","Flower Colour","White, Cream"
"Plant_selector_plus","Melaleuca huegelii","Flowering Time","Spring, Summer"
"Plant_selector_plus","Melaleuca huegelii","Flower Type","Bottlebrush"
"Plant_selector_plus","Melaleuca huegelii","Purpose","Wind protection, Screen, Ornamental, Habitat, Bush food"
"Plant_selector_plus","Melaleuca huegelii","Evergreen/Deciduous","Evergreen"
"Plant_selector_plus","Melaleuca huegelii","Form","Large Shrub (Usually exceeds 3.6m)"
"Plant_selector_plus","Melaleuca huegelii","description","Notes Uses: A highly ornamental medium to tall shrub. Plant singly as a background shrub in mixed plantings or in a group as a wind-break, shelter or barrier in wider verges, median strips, parks and reserves. Attracts nectar eating birds and insects, bird habitat. Requires well-drained soils. Responds to pruning.Cultural use: Indigenous peoples used nearly every part of this genus in their day-to-day lives. Fibre and bark for clothing and swaddling babies, drinks made from the nectar, wood and stems for implements and to construct shelters.Note: This species is provisionally classified schedule 1, Regulation 24.2 under the Sewerage Act. Written approval is required prior to planting in streets or roads. It should not be planted closer than two metres to any sewer main or connection."
"Plant_selector_plus","Acacia implexa","Canopy Shape","Open"
"Plant_selector_plus","Acacia implexa","Height","5-15m"
"Plant_selector_plus","Acacia implexa","Spread","4-10m"
"Plant_selector_plus","Acacia implexa","Position","Full Sun, Part Shade"
"Plant_selector_plus","Acacia implexa","Family","Fabaceae"
"Plant_selector_plus","Acacia implexa","Botanical Name","Acacia implexa"
"Plant_selector_plus","Acacia implexa","Common Name","Hickory Wattle,Lightwood"
"Plant_selector_plus","Acacia implexa","Origin","NSW, Qld, Vic, ACT"
"Plant_selector_plus","Acacia implexa","Habit","Erect or spreading"
"Plant_selector_plus","Acacia implexa","Landscape","Footslopes, Hills, Plains, Coastal footslopes, 2nd line coast, Watercourse"
"Plant_selector_plus","Acacia implexa","Soil Texture","Clay, Loam, Sand"
"Plant_selector_plus","Acacia implexa","pH","Acidic, Alkaline, Neutral"
"Plant_selector_plus","Acacia implexa","Tolerates","Drought, Moderate frost"
"Plant_selector_plus","Acacia implexa","Supplementary Watering","Moderate"
"Plant_selector_plus","Acacia implexa","Flower Colour","Yellow"
"Plant_selector_plus","Acacia implexa","Flowering Time","Summer"
"Plant_selector_plus","Acacia implexa","Foliage","Dark-green"
"Plant_selector_plus","Acacia implexa","Flower Type","Globular"
"Plant_selector_plus","Acacia implexa","Purpose","Shade"
"Plant_selector_plus","Acacia implexa","Evergreen/Deciduous","Evergreen"
"Plant_selector_plus","Acacia implexa","Seasonal Colour","Summer"
"Plant_selector_plus","Acacia implexa","Trunk","Rough"
"Plant_selector_plus","Acacia implexa","Form","Tall Tree (Usually exceeds 10m)"
"Plant_selector_plus","Acacia implexa","description","Notes Uses: Medium sized Acacia often mistaken for Blackwood (A. melanoxylon). This species flowers in summer whereas Blackwood is winter flowering. Young foliage can take on a purple colour in certain situations. Grows in a variety of conditions though does best in well drained organic soil with an occasional extra water during the hotter months. Does tolerate a little shade. Can sucker if soil is disturbed. The timber from Lightwood was prized at the end of the 19th century for it's strength and finish. Foliage was used to dye cloth and make pulp. It also makes excellent fuel. Care should be taken when collecting seeds as dust from the pods can irritate the nose and throat."
"Plant_selector_plus","Ajuga australis","Height","0.1-0.6m"
"Plant_selector_plus","Ajuga australis","Spread","0.1-0.5m"
"Plant_selector_plus","Ajuga australis","Position","Full Sun, Part Shade"
"Plant_selector_plus","Ajuga australis","Family","Lamiaceae"
"Plant_selector_plus","Ajuga australis","Botanical Name","Ajuga australis"
"Plant_selector_plus","Ajuga australis","Common Name","Australian Bugle"
"Plant_selector_plus","Ajuga australis","Origin","SA, Vic, NSW, Qld"
"Plant_selector_plus","Ajuga australis","Habit","Erect or spreading"
"Plant_selector_plus","Ajuga australis","Landscape","Coastal footslopes, Footslopes, Hills, Plains, 2nd line coast"
"Plant_selector_plus","Ajuga australis","Soil Texture","Clay, Loam, Sand"
"Plant_selector_plus","Ajuga australis","pH","Acidic, Alkaline, Neutral"
"Plant_selector_plus","Ajuga australis","Tolerates","Drought, Moderate frost"
"Plant_selector_plus","Ajuga australis","Supplementary Watering","Minimal"
"Plant_selector_plus","Ajuga australis","Flower Colour","Mauve"
"Plant_selector_plus","Ajuga australis","Flowering Time","Spring, Summer"
"Plant_selector_plus","Ajuga australis","Flower Type","Tubular"
"Plant_selector_plus","Ajuga australis","Purpose","Erosion, Habitat, Ornamental"
"Plant_selector_plus","Ajuga australis","Evergreen/Deciduous","Evergreen"
"Plant_selector_plus","Ajuga australis","Form","Groundcover"
"Plant_selector_plus","Ajuga australis","description","Notes Uses: As a an undershrub plantings or erosion and weed control in semi shaded areas, borders, verges and nature strips. Suitable for moderate coastal planting. Should not be confused with A. reptans which can spread far more aggressively. Fast growing, requires well-drained soils. Butterfly and bee attracting.Cultural use: Indigenous peoples used as an infusion to treat sores and boils.This plant is indigenous to the following botanical regions of South Australia.:LE: Lake Eyre :FR: Flinders Rangers :EA: Eastern :EP: Eyre Peninsula:NL: Northern Lofty:MU: Murray:YP: Yorke Peninsula:SL: Southern Lofty:KI: Kangaroo Island:SE: South Eastern For detail on these regions refer to the user guide."
"Plant_selector_plus","Eucalyptus calycogona","Canopy Shape","Open"
"Plant_selector_plus","Eucalyptus calycogona","Height","2-6m"
"Plant_selector_plus","Eucalyptus calycogona","Spread","2-6m"
"Plant_selector_plus","Eucalyptus calycogona","Position","Full Sun"
"Plant_selector_plus","Eucalyptus calycogona","Family","Myrtaceae"
"Plant_selector_plus","Eucalyptus calycogona","Botanical Name","Eucalyptus calycogona"
"Plant_selector_plus","Eucalyptus calycogona","Common Name","Square-fruited Mallee"
"Plant_selector_plus","Eucalyptus calycogona","Origin","SA, Vic, NSW, WA,"
"Plant_selector_plus","Eucalyptus calycogona","Habit","Moderately dense, Spreading"
"Plant_selector_plus","Eucalyptus calycogona","Landscape","2nd line coast, Coastal footslopes, Plains, Coast"
"Plant_selector_plus","Eucalyptus calycogona","Soil Texture","Loam, Sand, Clay"
"Plant_selector_plus","Eucalyptus calycogona","pH","Acidic, Alkaline, Neutral"
"Plant_selector_plus","Eucalyptus calycogona","Tolerates","Drought, Lime, Moderate frost, Coast"
"Plant_selector_plus","Eucalyptus calycogona","Supplementary Watering","Minimal"
"Plant_selector_plus","Eucalyptus calycogona","Flower Colour","White, Pink, Yellow"
"Plant_selector_plus","Eucalyptus calycogona","Flowering Time","Spring, Winter, Summer"
"Plant_selector_plus","Eucalyptus calycogona","Foliage","Pale-green"
"Plant_selector_plus","Eucalyptus calycogona","Flower Type","Eucalypt-type"
"Plant_selector_plus","Eucalyptus calycogona","Purpose","Ornamental, Habitat"
"Plant_selector_plus","Eucalyptus calycogona","Evergreen/Deciduous","Evergreen"
"Plant_selector_plus","Eucalyptus calycogona","Trunk","Smooth"
"Plant_selector_plus","Eucalyptus calycogona","Form","Small Tree (Up to 7m)"
"Plant_selector_plus","Eucalyptus calycogona","description","Notes Uses: Tall thin multi trunked mallee spreading to domed canopy.Pink flowering forms are particularly striking.Does grow in coastal areas.Bird attracting. :EP: Eyre Peninsula:MU: Murray:SL: Southern Lofty:SE: South Eastern For detail on these regions refer to the user guide."
"Plant_selector_plus","Eucalyptus kingsmillii","Canopy Shape","Open"
"Plant_selector_plus","Eucalyptus kingsmillii","Height","4-8m"
"Plant_selector_plus","Eucalyptus kingsmillii","Spread","3-6m"
"Plant_selector_plus","Eucalyptus kingsmillii","Position","Full Sun"
"Plant_selector_plus","Eucalyptus kingsmillii","Family","Myrtaceae"
"Plant_selector_plus","Eucalyptus kingsmillii","Botanical Name","Eucalyptus kingsmillii"
"Plant_selector_plus","Eucalyptus kingsmillii","Common Name","Kingsmill's Mallee"
"Plant_selector_plus","Eucalyptus kingsmillii","Origin","WA"
"Plant_selector_plus","Eucalyptus kingsmillii","Habit","Upright, spreading"
"Plant_selector_plus","Eucalyptus kingsmillii","Landscape","Plains, Watercourse, Footslopes, Hills"
"Plant_selector_plus","Eucalyptus kingsmillii","Soil Texture","Loam, Sand"
"Plant_selector_plus","Eucalyptus kingsmillii","pH","Acidic, Alkaline, Neutral"
"Plant_selector_plus","Eucalyptus kingsmillii","Tolerates","Drought, Lime, Moderate frost"
"Plant_selector_plus","Eucalyptus kingsmillii","Supplementary Watering","Minimal"
"Plant_selector_plus","Eucalyptus kingsmillii","Flower Colour","Yellow, Red"
"Plant_selector_plus","Eucalyptus kingsmillii","Flowering Time","Spring, Winter"
"Plant_selector_plus","Eucalyptus kingsmillii","Foliage","Grey-green"
"Plant_selector_plus","Eucalyptus kingsmillii","Flower Type","Eucalypt-type"
"Plant_selector_plus","Eucalyptus kingsmillii","Purpose","Ornamental, Habitat"
"Plant_selector_plus","Eucalyptus kingsmillii","Evergreen/Deciduous","Evergreen"
"Plant_selector_plus","Eucalyptus kingsmillii","Trunk","Rough"
"Plant_selector_plus","Eucalyptus kingsmillii","Form","Medium Tree (Usually between 5m & 11m)"
"Plant_selector_plus","Eucalyptus kingsmillii","description","Notes Uses: Small mallee from desert areas of Western Australia and the west coast of SA. Is better suited to arid areas, but when successful has masses of large pendulous flowers.Prefers sandy, well drained soils."
"Plant_selector_plus","Maireana sedifolia","Height","0.6-1.5m"
"Plant_selector_plus","Maireana sedifolia","Spread","0.6-2m"
"Plant_selector_plus","Maireana sedifolia","Position","Full Sun, Part Shade"
"Plant_selector_plus","Maireana sedifolia","Family","Chenopodiaceae"
"Plant_selector_plus","Maireana sedifolia","Botanical Name","Maireana sedifolia"
"Plant_selector_plus","Maireana sedifolia","Common Name","Pearl Blue Bush"
"Plant_selector_plus","Maireana sedifolia","Origin","SA, Vic, Tas, NT"
"Plant_selector_plus","Maireana sedifolia","Habit","Dense, Rounded"
"Plant_selector_plus","Maireana sedifolia","Landscape","2nd line coast, Coastal footslopes, Plains"
"Plant_selector_plus","Maireana sedifolia","Soil Texture","Loam, Sand"
"Plant_selector_plus","Maireana sedifolia","pH","Alkaline, Neutral"
"Plant_selector_plus","Maireana sedifolia","Tolerates","Drought, Lime, Moderate frost"
"Plant_selector_plus","Maireana sedifolia","Supplementary Watering","Minimal"
"Plant_selector_plus","Maireana sedifolia","Flowering Time","Spring, Winter"
"Plant_selector_plus","Maireana sedifolia","Flower Type","Insignificant"
"Plant_selector_plus","Maireana sedifolia","Purpose","Ornamental"
"Plant_selector_plus","Maireana sedifolia","Evergreen/Deciduous","Evergreen"
"Plant_selector_plus","Maireana sedifolia","Form","Medium Shrub (Usually between 1.2m & 3.6m)"
"Plant_selector_plus","Maireana sedifolia","description","Notes Uses: A highly ornamental but hardy foliage plant. Plant singly for contrast or as a feature in wider verges or grouped as an informal hedge, screen or wind-break. Tolerates moderate coastal exposure and calcareous soils. Requires well-drained soils.Fruit pinkish, pale brown.Note: This species is provisionally classified schedule 1, Regulation 24.2 under the Sewerage Act. Written approval is required prior to planting in streets or roads. It should not be planted closer than two metres to any sewer main or connection.This plant is indigenous to the following botanical regions of South Australia.:NW: North Western :LE: Lake Eyre :NU: Nullarbor :GT: Gairdner-Torrens :FR: Flinders Rangers :EA: Eastern :EP: Eyre Peninsula:NL: Northern Lofty:MU: Murray:YP: Yorke Peninsula For detail on these regions refer to the user guide."
"Plant_selector_plus","Arthropodium fimbriatum","Height","0.8-1m"
"Plant_selector_plus","Arthropodium fimbriatum","Spread","0.6-0.8m"
"Plant_selector_plus","Arthropodium fimbriatum","Position","Full Sun, Part Shade"
"Plant_selector_plus","Arthropodium fimbriatum","Family","Lilliaceae"
"Plant_selector_plus","Arthropodium fimbriatum","Botanical Name","Arthropodium fimbriatum"
"Plant_selector_plus","Arthropodium fimbriatum","Common Name","Nodding Chocolate Lily"
"Plant_selector_plus","Arthropodium fimbriatum","Origin","SA, Vic, NSW, WA, Qld"
"Plant_selector_plus","Arthropodium fimbriatum","Habit","Upright"
"Plant_selector_plus","Arthropodium fimbriatum","Landscape","Coast, 2nd line coast, Plains"
"Plant_selector_plus","Arthropodium fimbriatum","Soil Texture","Loam, Sand"
"Plant_selector_plus","Arthropodium fimbriatum","pH","Acidic, Alkaline, Neutral"
"Plant_selector_plus","Arthropodium fimbriatum","Tolerates","Drought, Lime"
"Plant_selector_plus","Arthropodium fimbriatum","Supplementary Watering","Minimal"
"Plant_selector_plus","Arthropodium fimbriatum","Flower Colour","Pink"
"Plant_selector_plus","Arthropodium fimbriatum","Flowering Time","Spring, Summer"
"Plant_selector_plus","Arthropodium fimbriatum","Flower Type","Open-petalled"
"Plant_selector_plus","Arthropodium fimbriatum","Purpose","Ornamental"
"Plant_selector_plus","Arthropodium fimbriatum","Form","Groundcover"
"Plant_selector_plus","Arthropodium fimbriatum","description","Notes Uses: Mass plant in rockeries, borders, verges and nature strips or planted as an informal drift under taller shrubs. Will self sow. Attracts native butterflies and insects.Cultural use: Underground tubers were eaten by indigenous peoples.This plant is indigenous to the following botanical regions of South Australia.:EP: Eyre Peninsula:NL: Northern Lofty:MU: Murray:YP: Yorke Peninsula:SL: Southern Lofty:KI: Kangaroo Island:SE: South Eastern For detail on these regions refer to the user guide."
"Plant_selector_plus","Arthropodium strictum","Height","0.2-1m"
"Plant_selector_plus","Arthropodium strictum","Spread","0.2-0.8m"
"Plant_selector_plus","Arthropodium strictum","Position","Full Sun, Part Shade"
"Plant_selector_plus","Arthropodium strictum","Family","Lilliaceae"
"Plant_selector_plus","Arthropodium strictum","Botanical Name","Arthropodium strictum"
"Plant_selector_plus","Arthropodium strictum","Common Name","Chocolate Lily (Southern Lofty)"
"Plant_selector_plus","Arthropodium strictum","Origin","SA, Vic, NSW, Tas"
"Plant_selector_plus","Arthropodium strictum","Habit","Clumping"
"Plant_selector_plus","Arthropodium strictum","Landscape","Plains, Footslopes, Hills"
"Plant_selector_plus","Arthropodium strictum","Soil Texture","Loam, Sand"
"Plant_selector_plus","Arthropodium strictum","pH","Acidic, Alkaline, Neutral"
"Plant_selector_plus","Arthropodium strictum","Tolerates","Drought, Lime, Moderate frost"
"Plant_selector_plus","Arthropodium strictum","Supplementary Watering","Minimal"
"Plant_selector_plus","Arthropodium strictum","Flower Colour","Mauve"
"Plant_selector_plus","Arthropodium strictum","Flowering Time","Spring, Summer"
"Plant_selector_plus","Arthropodium strictum","Flower Type","Open-petalled"
"Plant_selector_plus","Arthropodium strictum","Purpose","Ornamental, Habitat, Bush food"
"Plant_selector_plus","Arthropodium strictum","Form","Groundcover"
"Plant_selector_plus","Arthropodium strictum","description","Notes Uses: Not widely cultivated but could be mass planted in rockeries or sown as informal drifts under taller shrubs in mixed native landscapes. Will self sow.Cultural use: Underground tubers were eaten by indigenous peoples.This plant is indigenous to the following botanical regions of South Australia.:NL: Northern Lofty:SL: Southern Lofty For detail on these regions refer to the user guide."
"Plant_selector_plus","Eucalyptus odorata","Canopy Shape","Open"
"Plant_selector_plus","Eucalyptus odorata","Height","7-20m"
"Plant_selector_plus","Eucalyptus odorata","Spread","6-15m"
"Plant_selector_plus","Eucalyptus odorata","Position","Full Sun, Part Shade"
"Plant_selector_plus","Eucalyptus odorata","Family","Myrtaceae"
"Plant_selector_plus","Eucalyptus odorata","Botanical Name","Eucalyptus odorata"
"Plant_selector_plus","Eucalyptus odorata","Common Name","Peppermint Box"
"Plant_selector_plus","Eucalyptus odorata","Origin","SA, Vic"
"Plant_selector_plus","Eucalyptus odorata","Habit","Open, Moderately dense"
"Plant_selector_plus","Eucalyptus odorata","Landscape","2nd line coast, Coastal footslopes, Plains, Footslopes, Hills"
"Plant_selector_plus","Eucalyptus odorata","Soil Texture","Clay, Loam, Rock, Sand"
"Plant_selector_plus","Eucalyptus odorata","pH","Acidic, Alkaline, Neutral"
"Plant_selector_plus","Eucalyptus odorata","Tolerates","Drought, Lime, Moderate frost"
"Plant_selector_plus","Eucalyptus odorata","Supplementary Watering","Minimal"
"Plant_selector_plus","Eucalyptus odorata","Flower Colour","White"
"Plant_selector_plus","Eucalyptus odorata","Flowering Time","Autumn, Winter"
"Plant_selector_plus","Eucalyptus odorata","Foliage","Dark-green"
"Plant_selector_plus","Eucalyptus odorata","Flower Type","Bell"
"Plant_selector_plus","Eucalyptus odorata","Purpose","Ornamental, Habitat, Shade, Wind protection"
"Plant_selector_plus","Eucalyptus odorata","Evergreen/Deciduous","Evergreen"
"Plant_selector_plus","Eucalyptus odorata","Trunk","Rough"
"Plant_selector_plus","Eucalyptus odorata","Form","Tall Tree (Usually exceeds 10m)"
"Plant_selector_plus","Eucalyptus odorata","description","Notes Uses: As a shade or shelter tree in open parks and reserves or as a wind-break and soil control on wider roadside verges.Attracts nectar eating birds and insects for food and habitat."
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Height","0.3-0.3m"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Spread","0.5-0.5m"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Position","Full Sun"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Family","Acanthaceae"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Botanical Name","Rostellularia adscendens var. pogonanthera"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Common Name","Pink Tongues"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Origin","SA, WA, Qld, NT"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Habit","Dwarf, Dense, Spreading"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Landscape","Watercourse"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Soil Texture","Loam, Sand"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","pH","Alkaline"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Tolerates","Drought, Lime, Moderate frost"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Supplementary Watering","Minimal"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Flower Colour","Pink"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Flowering Time","Spring, Summer"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Flower Type","Terminal"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Purpose","Ornamental, Erosion"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","Form","Low shrub (Up to 1.2m)"
"Plant_selector_plus","Rostellularia adscendens var. pogonanthera","description","Notes Uses: Ornamental low shrub suitable for erosion control in riparian zones, and along creeks lines and watercourses. Responds to pruning and requires good drainage. Attracts nectar eating birds and insects.This plant is indigenous to the following botanical regions of South Australia.:NW: North Western :LE: Lake Eyre :FR: Flinders Rangers :NL: Northern Lofty:MU: Murray:SL: Southern Lofty For detail on these regions refer to the user guide."
"Plant_selector_plus","Acacia amblygona 'Winter Gold'","Height","0.1-0.3m"
"Plant_selector_plus","Acacia amblygona 'Winter Gold'","Spread","1-3m"
"Plant_selector_plus","Acacia amblygona 'Winter Gold'","Position","Full Sun"
"Plant_selector_plus","Acacia amblygona 'Winter Gold'","Family","Fabaceae"
"Plant_selector_plus","Acacia amblygona 'Winter Gold'","Botanical Name","Acacia amblygona 'Winter Gold'"
