"study","species","trait_name","value","trait_name_original","value_original"
"Riyadh","Acacia ligulata","maintenance_level","low","Maintenance","Low"
"Riyadh","Acacia ligulata","description","Endemic to Australia, A. ligulata is one of the most widely distributed plants in the country, occurring usually on red sand dunes. It is a dense, dome-shaped, and spreading shrub from 1 to 5 metres in height. The common name, Umbrella Wattle, arises from the fact that the lower 45 cm of the trunk is defoliated by herbivores. Its many fine, light-brown branchlets are often scurfy and distinctly yellow-ribbed. The narrow leaves vary in size from 4 to 10 cm; flowers are golden-yellow in colour, held in spherical clusters appearing mainly in spring. Long fruit pods are brown, often with a lighter stripe. A. ligulata can be confused with A. salicina, because it is closely related to A. bivenosa, and the latter two seem to have hybridised. Leaves and branches are used medicinally by Australian aborigines; the seeds and gum also as a food source. Readily germinates in disturbed soils. A hardy, frost-tolerant shrub, it will develop into a small tree with pruning. Tolerant of extended dry periods up to 8 months. Propagated by seed, A. ligulata is a fast-growing perennial on well-drained, alkaline and light to heavy soils. A. ligulata has been selected from the exotic acacias as having potential for planting in Arriyadh and is highly suitable for extensive landscape design. It is useful for soil erosion control, sand stabilisation, low windbreaks and is good as a fast-growing screen. Few maintenance requirements, but, owing to its rapid regeneration, the shrub may become invasive under favourable conditions.","description","Endemic to Australia, A. ligulata is one of the most widely distributed plants in the country, occurring usually on red sand dunes. It is a dense, dome-shaped, and spreading shrub from 1 to 5 metres in height. The common name, Umbrella Wattle, arises from the fact that the lower 45 cm of the trunk is defoliated by herbivores. Its many fine, light-brown branchlets are often scurfy and distinctly yellow-ribbed. The narrow leaves vary in size from 4 to 10 cm; flowers are golden-yellow in colour, held in spherical clusters appearing mainly in spring. Long fruit pods are brown, often with a lighter stripe. A. ligulata can be confused with A. salicina, because it is closely related to A. bivenosa, and the latter two seem to have hybridised. Leaves and branches are used medicinally by Australian aborigines; the seeds and gum also as a food source. Readily germinates in disturbed soils. A hardy, frost-tolerant shrub, it will develop into a small tree with pruning. Tolerant of extended dry periods up to 8 months. Propagated by seed, A. ligulata is a fast-growing perennial on well-drained, alkaline and light to heavy soils. A. ligulata has been selected from the exotic acacias as having potential for planting in Arriyadh and is highly suitable for extensive landscape design. It is useful for soil erosion control, sand stabilisation, low windbreaks and is good as a fast-growing screen. Few maintenance requirements, but, owing to its rapid regeneration, the shrub may become invasive under favourable conditions."
"Riyadh","Acacia nilotica","family","Mimosaceae","Family Name","Mimosaceae"
"Riyadh","Acacia nilotica","maintenance_level","low","Maintenance","Low"
"Riyadh","Acacia nilotica","description","Usually referred to by its synonym, Acacia arabica or sant al arabi, owing to its occurence on the Arabian Peninsula. A. nilotica var. tomentosa occurs in Saudi Arabia in wadi habitats and rowdahs on sandy and alluvial soils. Single-stemmed, this medium-sized tree with its flattened or rounded crown is easily identified by the long, flat, straight, velvety-grey fruits with up to 12 constricted round seeds, which hang like peas in a pod. Young branchlets are densely white-tomentose. The tree typically has a black bark with cracks exposing a red inner layer, which exudes a sticky, reddish resin, well known as gum arabic. The long spines in pairs are sharp, while the leaves are only quite small: fragrant, fluffy yellow flowers appear during winter until spring. Very drought- and salt-tolerant, A. nilotica is unfortunately susceptible to freezing temperatures. All parts of the tree have medicinal properties; its twigs are valued as chewsticks. Tender pods and shoots are used as forage for camels, sheep and goats. Propagated by seed, which may require scarification, direct seeding is common practice in afforestation schemes. It grows rapidly in full sun, in dry, well-drained sandy or silty soils. After establishment, irrigation can be reduced, whereby occasional deep watering will stimulate growth and deep roots. Planted as a specimen tree or in groups in a desert or extensive landscape situation, the tree, with sufficient space, makes a beautiful silhouette. Unless frequently pruned to preserve its shape, the tree becomes leggy.","description","Usually referred to by its synonym, Acacia arabica or sant al arabi, owing to its occurence on the Arabian Peninsula. A. nilotica var. tomentosa occurs in Saudi Arabia in wadi habitats and rowdahs on sandy and alluvial soils. Single-stemmed, this medium-sized tree with its flattened or rounded crown is easily identified by the long, flat, straight, velvety-grey fruits with up to 12 constricted round seeds, which hang like peas in a pod. Young branchlets are densely white-tomentose. The tree typically has a black bark with cracks exposing a red inner layer, which exudes a sticky, reddish resin, well known as gum arabic. The long spines in pairs are sharp, while the leaves are only quite small: fragrant, fluffy yellow flowers appear during winter until spring. Very drought- and salt-tolerant, A. nilotica is unfortunately susceptible to freezing temperatures. All parts of the tree have medicinal properties; its twigs are valued as chewsticks. Tender pods and shoots are used as forage for camels, sheep and goats. Propagated by seed, which may require scarification, direct seeding is common practice in afforestation schemes. It grows rapidly in full sun, in dry, well-drained sandy or silty soils. After establishment, irrigation can be reduced, whereby occasional deep watering will stimulate growth and deep roots. Planted as a specimen tree or in groups in a desert or extensive landscape situation, the tree, with sufficient space, makes a beautiful silhouette. Unless frequently pruned to preserve its shape, the tree becomes leggy."
"Riyadh","Acacia salicina","family","Mimosaceae","Family Name","Mimosaceae"
"Riyadh","Acacia salicina","maintenance_level","low","Maintenance","Low"
"Riyadh","Acacia salicina","description","This native Australian acacia is a relatively tall tree with a weeping habit and graceful canopy of pendulous branches with long, thin and dark-green leaves. Occurring naturally in thickets and open areas, often along watercourses and floodplains, it develops into an upright, dense specimen with a clear trunk. Until now, this tree has rarely been seen in the Arriyadh region, but has the potential for more use. Blooming intermittently throughout the year, usually during the winter, the faintly fragrant, creamy-white flowers appear in pairs or clusters, followed by narrow seed. A. salicina is a vigorous, moderate to long-lived, nitrogen-fixing tree, adapted to clayey, alkaline soils, and tolerating poor drainage and seasonal waterlogging. It is moderate to highly salt-tolerant and hardy, but to severe frosts. Thriving in full sun, the tree is drought-tolerant, but the provision of deep water in the summer will encourage a deeper root system and good wind resistance. Propagation is by scarifying seed or boiling the seed in water. The flowers’ pollen has value in apiculture. Recommended for its foliage, A. salicina is an attractive tree for gardens or patios and as a street tree and in parks. It has potential for erosion control, although there is a tendency to sucker: this and the potential for its seeds to be dispersed by birds suggest that it could become invasive. Prune periodically to thin the canopy, to reveal the weeping character and to offer less wind resistance. The foliage is susceptible to insects and leaf diseases.","description","This native Australian acacia is a relatively tall tree with a weeping habit and graceful canopy of pendulous branches with long, thin and dark-green leaves. Occurring naturally in thickets and open areas, often along watercourses and floodplains, it develops into an upright, dense specimen with a clear trunk. Until now, this tree has rarely been seen in the Arriyadh region, but has the potential for more use. Blooming intermittently throughout the year, usually during the winter, the faintly fragrant, creamy-white flowers appear in pairs or clusters, followed by narrow seed. A. salicina is a vigorous, moderate to long-lived, nitrogen-fixing tree, adapted to clayey, alkaline soils, and tolerating poor drainage and seasonal waterlogging. It is moderate to highly salt-tolerant and hardy, but to severe frosts. Thriving in full sun, the tree is drought-tolerant, but the provision of deep water in the summer will encourage a deeper root system and good wind resistance. Propagation is by scarifying seed or boiling the seed in water. The flowers’ pollen has value in apiculture. Recommended for its foliage, A. salicina is an attractive tree for gardens or patios and as a street tree and in parks. It has potential for erosion control, although there is a tendency to sucker: this and the potential for its seeds to be dispersed by birds suggest that it could become invasive. Prune periodically to thin the canopy, to reveal the weeping character and to offer less wind resistance. The foliage is susceptible to insects and leaf diseases."
"Riyadh","Acacia saligna","family","Mimosaceae","Family Name","Mimosaceae"
"Riyadh","Acacia saligna","maintenance_level","low","Maintenance","Low"
"Riyadh","Acacia saligna","description","Often referred to as Acacia cyanophylla, its synonym, and commonly known by various names including Golden Wattle and Blue-Leafed Wattle, this tree is native to Australia. It may have been introduced into Saudi Arabia as recently as the nineteen-sixties for use in wind breaks and sand dune stabilization and was known first as cyanophylla, which describes its blue-green leaves. Very vigorous when young, it also has the ability to fix nitrogen with its roots. In some countries, however, it has become very invasive owing to the fact that its large quantities of seeds germinate easily, and that it regenerates after cutting. A. saligna grows rapidly into a small, leafy, evergreen tree with a rounded shape. It can be a multi-trunked specimen or have a single, short trunk. Its graceful, arching branches and attractive, long leaves or phyllodes give it a weeping habit. Large, bright-yellow, spherical flower heads appear in early spring and late winter, decorating the branch tips. Its seeds are stored in the nests of ants. After the ants have eaten the seed stalks, the seeds germinate. Moderately frost-tolerant and accepting most soils, it is a versatile tree that can be used as an eye-catcher in a garden, for screening, dust and wind control or planting in wide road medians. Apart from occasional pruning and good staking, it is easily maintained, although heavy root suckering can be a problem and saplings must be removed at an early stage. It can be used as a reserve of high-quality forage for use during drought, or as a mulch.","description","Often referred to as Acacia cyanophylla, its synonym, and commonly known by various names including Golden Wattle and Blue-Leafed Wattle, this tree is native to Australia. It may have been introduced into Saudi Arabia as recently as the nineteen-sixties for use in wind breaks and sand dune stabilization and was known first as cyanophylla, which describes its blue-green leaves. Very vigorous when young, it also has the ability to fix nitrogen with its roots. In some countries, however, it has become very invasive owing to the fact that its large quantities of seeds germinate easily, and that it regenerates after cutting. A. saligna grows rapidly into a small, leafy, evergreen tree with a rounded shape. It can be a multi-trunked specimen or have a single, short trunk. Its graceful, arching branches and attractive, long leaves or phyllodes give it a weeping habit. Large, bright-yellow, spherical flower heads appear in early spring and late winter, decorating the branch tips. Its seeds are stored in the nests of ants. After the ants have eaten the seed stalks, the seeds germinate. Moderately frost-tolerant and accepting most soils, it is a versatile tree that can be used as an eye-catcher in a garden, for screening, dust and wind control or planting in wide road medians. Apart from occasional pruning and good staking, it is easily maintained, although heavy root suckering can be a problem and saplings must be removed at an early stage. It can be used as a reserve of high-quality forage for use during drought, or as a mulch."
"Riyadh","Acacia seyal var. seyal","family","Mimosaceae","Family Name","Mimosaceae"
"Riyadh","Acacia seyal var. seyal","maintenance_level","low","Maintenance","Low"
"Riyadh","Acacia seyal var. seyal","description","A gregarious, common savannah tree, A. seyal grows from west to east Africa through the Arabian Peninsula: there are several botanical varieties. Its Arabic names include saffar ahmer; it is also known as the shittah tree. A small tree, thorny and flat-topped, it is distinguished by its smooth trunk and branches, covered in a mealy, rust-red powder, which when rubbed off reveals a bright-green bark beneath. Sparsely branched, the sweetly-scented yellow flowers appear in the spring before the feathery leaves, which have two straight, light-grey thorns at their base. Seed pods are long and narrow. Trees can remain leafless for several months, depending on the occurrence of rain. It grows on deep, heavy and poor soils with a high pH (6–8), and tolerates salts and periodic flooding, hence the potential for planting in rowdah situations in the Arriyadh region. It can be a frost-sensitive species. A. seyal is an important source of gum arabic, and of early dry-season fodder. Propagated by scarified seed, large cuttings may strike root readily. Stands of var. seyal can be established by direct sowing of pretreated seeds. Over 40 species of insects are associated with the tree: beetles may damage seeds or attack the wood. A. seyal is suitable for planting as a shade or shelter tree in stands or as a barrier or thorny hedge. With low maintenance requirements, the tree can be cut down to the ground and a new canopy develops, although mature trees do not recover well. Pruning of small branches necessary to keep shape.","description","A gregarious, common savannah tree, A. seyal grows from west to east Africa through the Arabian Peninsula: there are several botanical varieties. Its Arabic names include saffar ahmer; it is also known as the shittah tree. A small tree, thorny and flat-topped, it is distinguished by its smooth trunk and branches, covered in a mealy, rust-red powder, which when rubbed off reveals a bright-green bark beneath. Sparsely branched, the sweetly-scented yellow flowers appear in the spring before the feathery leaves, which have two straight, light-grey thorns at their base. Seed pods are long and narrow. Trees can remain leafless for several months, depending on the occurrence of rain. It grows on deep, heavy and poor soils with a high pH (6–8), and tolerates salts and periodic flooding, hence the potential for planting in rowdah situations in the Arriyadh region. It can be a frost-sensitive species. A. seyal is an important source of gum arabic, and of early dry-season fodder. Propagated by scarified seed, large cuttings may strike root readily. Stands of var. seyal can be established by direct sowing of pretreated seeds. Over 40 species of insects are associated with the tree: beetles may damage seeds or attack the wood. A. seyal is suitable for planting as a shade or shelter tree in stands or as a barrier or thorny hedge. With low maintenance requirements, the tree can be cut down to the ground and a new canopy develops, although mature trees do not recover well. Pruning of small branches necessary to keep shape."
"Riyadh","Acacia tortilis ssp. raddiana","family","Mimosaceae","Family Name","Mimosaceae"
"Riyadh","Acacia tortilis ssp. raddiana","maintenance_level","low","Maintenance","Low"
"Riyadh","Acacia tortilis ssp. raddiana","description","A flat-topped tree, A. tortilis is ubiquitous in arid regions of Africa and widespread in Saudi Arabia, where it is known as samur. It tolerates the severe desert environment, as well as being hardy to frost, although it is vulnerable until established. With multiple spreading trunks and the typical silhouette of an inverted triangle; A. tortilis ssp. raddiana occurs in northern Africa extending through Egypt to Saudi Arabia. Its crown is often irregularly rounded, and young branchlets, leaves and pods are glabrous. It grows in wadis and sandy plains, usually in water catchment areas. With small, highly aromatic, creamy-white flowers in tight clusters appearing from spring to summer, the tree has characteristic, spirally twisted seed pods rolled up into a tight coil. Evergreen with small feathery leaves, which line the thorny twigs, it has a moderate growth rate and prefers sandy soils while accepting most others. It has a very deep taproot. A.tortilis is a key species in greening deserts in the Middle East, being important for people and domesticated animals; it also improves soil fertility. Propagation is by fresh, scarified, or boiled seed. It has landscape value as a hedge or windbreak and in afforestation, but is unsuitable for planting near to pedestrians because of its shape and thorns. Irrigation is necessary until well established, but deep watering during the summer will enhance growth. Low maintenance only, except for pruning to improve appearance; can be trained as a standard single leader tree.","description","A flat-topped tree, A. tortilis is ubiquitous in arid regions of Africa and widespread in Saudi Arabia, where it is known as samur. It tolerates the severe desert environment, as well as being hardy to frost, although it is vulnerable until established. With multiple spreading trunks and the typical silhouette of an inverted triangle; A. tortilis ssp. raddiana occurs in northern Africa extending through Egypt to Saudi Arabia. Its crown is often irregularly rounded, and young branchlets, leaves and pods are glabrous. It grows in wadis and sandy plains, usually in water catchment areas. With small, highly aromatic, creamy-white flowers in tight clusters appearing from spring to summer, the tree has characteristic, spirally twisted seed pods rolled up into a tight coil. Evergreen with small feathery leaves, which line the thorny twigs, it has a moderate growth rate and prefers sandy soils while accepting most others. It has a very deep taproot. A.tortilis is a key species in greening deserts in the Middle East, being important for people and domesticated animals; it also improves soil fertility. Propagation is by fresh, scarified, or boiled seed. It has landscape value as a hedge or windbreak and in afforestation, but is unsuitable for planting near to pedestrians because of its shape and thorns. Irrigation is necessary until well established, but deep watering during the summer will enhance growth. Low maintenance only, except for pruning to improve appearance; can be trained as a standard single leader tree."
"Riyadh","Acacia tortilis ssp. spirocarpa","family","Mimosaceae","Family Name","Mimosaceae"
"Riyadh","Acacia tortilis ssp. spirocarpa","maintenance_level","low","Maintenance","Low"
"Riyadh","Acacia tortilis ssp. spirocarpa","description","Acacia tortilis ssp. spirocarpa is one of four geographically demarcated subspecies of A. tortilis, which is ubiquitous in arid regions of Africa and widespread in Saudi Arabia, where it is known as samur. The ssp. spirocarpa is restricted to eastern Africa, with scattered occurrences on sand dunes and rocky hillsides, on deep alluvial calcareous soils, often indicating a higher water table or drainage lines. It can also occur on lateritic gravels and saline soils, and will colonise disturbed sites. This species dominates some savannah communities and provides an important source of forage. A tall, flat-topped tree, under optimal conditions, it tolerates the severe desert environment – in Africa, its range often extends into the Sahara desert – although vulnerable until established, it is hardy to frost, With multiple spreading trunks and the typical silhouette of an inverted triangle, A. tortilis ssp. spirocarpa is easily recognised by its flattened, spreading crown and hairy branchlets and pods. Young branchlets and leaves are densely pubescent. It also has spirally twisted pods, long straight stipular spines and whitish fragrant flowers. Propagation is the same as A. tortilis ssp. raddiana. It is also planted as a hedge and used for sand dune stabilisation and shelterbelts. Irrigation is necessary until well-established, but deep watering during the summer will enhance growth. Low maintenance only, except for pruning to improve appearance, it can be trained as a standard single leader tree.","description","Acacia tortilis ssp. spirocarpa is one of four geographically demarcated subspecies of A. tortilis, which is ubiquitous in arid regions of Africa and widespread in Saudi Arabia, where it is known as samur. The ssp. spirocarpa is restricted to eastern Africa, with scattered occurrences on sand dunes and rocky hillsides, on deep alluvial calcareous soils, often indicating a higher water table or drainage lines. It can also occur on lateritic gravels and saline soils, and will colonise disturbed sites. This species dominates some savannah communities and provides an important source of forage. A tall, flat-topped tree, under optimal conditions, it tolerates the severe desert environment – in Africa, its range often extends into the Sahara desert – although vulnerable until established, it is hardy to frost, With multiple spreading trunks and the typical silhouette of an inverted triangle, A. tortilis ssp. spirocarpa is easily recognised by its flattened, spreading crown and hairy branchlets and pods. Young branchlets and leaves are densely pubescent. It also has spirally twisted pods, long straight stipular spines and whitish fragrant flowers. Propagation is the same as A. tortilis ssp. raddiana. It is also planted as a hedge and used for sand dune stabilisation and shelterbelts. Irrigation is necessary until well-established, but deep watering during the summer will enhance growth. Low maintenance only, except for pruning to improve appearance, it can be trained as a standard single leader tree."
"Riyadh","Acacia victoriae","family","Mimosaceae","Family Name","Mimosaceae"
"Riyadh","Acacia victoriae","maintenance_level","low","Maintenance","Low"
"Riyadh","Acacia victoriae","description","A. victoriae is a widespread native acacia of Western Australia, commonly found on sedimental deposits such as floodplains, along watercourses or alluvial flats, but also on rocky hillsides and ridges. It is a nitrogen-fixing shrub or small tree with multi-stems from or near ground level, favouring soils that are well drained and often alkaline, including clayey alluvials and saline loams: it is moderately salt-tolerant. As such, it has potential for more widescale use in the Arriyadh region. Foliage consists of dull blue-green phyllodes which are slightly curved and have a waxy appearance The strongly scented, cream-coloured puffball flowers occur profusely during early spring. Mature, papery pods remain prominent on the tree until early summer. Frost tolerant to –5C and sensitive to waterlogged soils, A. victoriae is known to be moderately tolerant of protracted droughts, although killed when drought is severe, unless deep watering is carried out. Its root system is moderate to deep. The tree is short-lived, less than 15 years, while the growth rate is moderate to slow. Propagation is by scarified or boiled seed. This acacia is an elegant garden or screening plant and makes an excellent windbreak. Sometimes forming thickets, it is also used to prevent erosion and remediate mine sites. The tree forms root suckers. There is a high potential for the tree to become weedy or invasive. With a low maintenance requirement, it will withstand clipping well. When blooming and seeding, this tree needs supplemental irrigation.","description","A. victoriae is a widespread native acacia of Western Australia, commonly found on sedimental deposits such as floodplains, along watercourses or alluvial flats, but also on rocky hillsides and ridges. It is a nitrogen-fixing shrub or small tree with multi-stems from or near ground level, favouring soils that are well drained and often alkaline, including clayey alluvials and saline loams: it is moderately salt-tolerant. As such, it has potential for more widescale use in the Arriyadh region. Foliage consists of dull blue-green phyllodes which are slightly curved and have a waxy appearance The strongly scented, cream-coloured puffball flowers occur profusely during early spring. Mature, papery pods remain prominent on the tree until early summer. Frost tolerant to –5°C and sensitive to waterlogged soils, A. victoriae is known to be moderately tolerant of protracted droughts, although killed when drought is severe, unless deep watering is carried out. Its root system is moderate to deep. The tree is short-lived, less than 15 years, while the growth rate is moderate to slow. Propagation is by scarified or boiled seed. This acacia is an elegant garden or screening plant and makes an excellent windbreak. Sometimes forming thickets, it is also used to prevent erosion and remediate mine sites. The tree forms root suckers. There is a high potential for the tree to become weedy or invasive. With a low maintenance requirement, it will withstand clipping well. When blooming and seeding, this tree needs supplemental irrigation."
"Riyadh","Acalypha hispida","family","Euphorbiaceae","Family Name","Euphorbiaceae"
"Riyadh","Acalypha hispida","maintenance_level","medium","Maintenance","Moderate"
"Riyadh","Acalypha hispida","description","The Chenille Plant is an attractive shrub, some 3 metres high, that originates from southeast Asia. A lush impact may be achieved by dark-green leaves of about 15 cm in length. They contrast well with the bright red, furry catkins. The latter may become up to 50 cm long, and account for common names such as Fox Tail or Red Hot Cat‘s Tail. Scattered blooming all year round makes the female Chenille Plant highly desirable for use in planting. It flowers most heavily in early summer. Propagation by seeds and cuttings is easily possible; note that the more attractive flowers are borne on female plants. It sometimes naturalises in favourable conditions but does not become a nuisance in Arriyadh, owing to a lack of water beyond irrigated areas. It can be used as an accent plant or flowering hedge. Severe pruning results in lush, rejuvenated growth and is an appropriate method to keep a neat habit. Its size can also be controlled by pinching the tips and pruning without damaging the leaves. It tolerates heavy and alkaline soil, but needs frequent watering if exposed to full sun. Partial sun and even some shade suit it better. Wind and low humidity may provoke dried leaf margins; these should be avoided by choosing the right planting location carefully. It is vulnerable to industrial fumes and urban microclimates. The Chenille Plant is rarely affected by pests. If grown indoors, it may occasionally be infested by scales. It should be considered that the plant is poisonous if eaten by animals.","description","The Chenille Plant is an attractive shrub, some 3 metres high, that originates from southeast Asia. A lush impact may be achieved by dark-green leaves of about 15 cm in length. They contrast well with the bright red, furry catkins. The latter may become up to 50 cm long, and account for common names such as Fox Tail or Red Hot Cat‘s Tail. Scattered blooming all year round makes the female Chenille Plant highly desirable for use in planting. It flowers most heavily in early summer. Propagation by seeds and cuttings is easily possible; note that the more attractive flowers are borne on female plants. It sometimes naturalises in favourable conditions but does not become a nuisance in Arriyadh, owing to a lack of water beyond irrigated areas. It can be used as an accent plant or flowering hedge. Severe pruning results in lush, rejuvenated growth and is an appropriate method to keep a neat habit. Its size can also be controlled by pinching the tips and pruning without damaging the leaves. It tolerates heavy and alkaline soil, but needs frequent watering if exposed to full sun. Partial sun and even some shade suit it better. Wind and low humidity may provoke dried leaf margins; these should be avoided by choosing the right planting location carefully. It is vulnerable to industrial fumes and urban microclimates. The Chenille Plant is rarely affected by pests. If grown indoors, it may occasionally be infested by scales. It should be considered that the plant is poisonous if eaten by animals."
"Riyadh","Acalypha wilkesiana","family","Euphorbiaceae","Family Name","Euphorbiaceae"
"Riyadh","Acalypha wilkesiana","maintenance_level","medium","Maintenance","Moderate"
