"study","species","trait_name","value"
"Riyadh","Acacia etbaica","Type Of Fruit","Pod"
"Riyadh","Acacia etbaica","Size","12 CM"
"Riyadh","Acacia etbaica","Location of Use","Open Country , Rock Garden , Steppe Garden , Wadi Plant"
"Riyadh","Acacia etbaica","Other choices","Environmental Consolidation , Grouped Planting , Plant Used by ADA , Attractive to Bees , Pollen Allergy , Screen , Colonisers"
"Riyadh","Acacia etbaica","description","A tree with a flat-topped or, when old, rounded crown and a pronounced trunk, A. etbaica grows naturally in the coastal foothills of western Saudi Arabia on limestone and granite rocky slopes, and in the sandy sediments of wadis. It is often predominant in the scrub vegetation of a semi-desert. It has brown, fissured bark, and bears white flowers on few-flowered heads; branches, leaves and seed pods are glabrous. The fruit is a purplish-red oblong pod, also shiny and straight. The tree has several subspecies in Africa which have thorns that are straight, hooked or a mixture of both. A. etbaica is a good source of firewood and timber. The bark has medicinal properties. As with other indigenous acacias, and owing to its high drought tolerance, the tree has a landscape value and can be planted in extensive landscape schemes, where a natural woodland setting is the objective."
"Riyadh","Acacia farnesiana","Family Name","Mimosaceae"
"Riyadh","Acacia farnesiana","Origin","Tropical , Sub Tropical"
"Riyadh","Acacia farnesiana","Rainfall","Semi Arid , Very Arid"
"Riyadh","Acacia farnesiana","Propagation","Sowing and Pricking Out"
"Riyadh","Acacia farnesiana","Maintenance","Low"
"Riyadh","Acacia farnesiana","Urban Climate","Resistant"
"Riyadh","Acacia farnesiana","Desiccation","Resistant"
"Riyadh","Acacia farnesiana","Drought","Vulnerable"
"Riyadh","Acacia farnesiana","Irrigation","Low"
"Riyadh","Acacia farnesiana","Salinity","Very High > 5,000 ppm"
"Riyadh","Acacia farnesiana","Hardiness Zones","-6°C"
"Riyadh","Acacia farnesiana","Vigour","Fairly Fast Growing"
"Riyadh","Acacia farnesiana","Height","From 4 To 6 M"
"Riyadh","Acacia farnesiana","Expansion","From 6 To 8 M"
"Riyadh","Acacia farnesiana","Foliage","Evergreen , Semi Evergreen"
"Riyadh","Acacia farnesiana","Colour","Yellow Light"
"Riyadh","Acacia farnesiana","Size","1 CM"
"Riyadh","Acacia farnesiana","Flowering Period","From Early March Till Late May"
"Riyadh","Acacia farnesiana","Smell","Sweet , Flower , Pleasantly Scented"
"Riyadh","Acacia farnesiana","Type Of Fruit","Pod"
"Riyadh","Acacia farnesiana","Size","From 4 To 10 CM"
"Riyadh","Acacia farnesiana","Location of Use","Public Open Space , Cars Park , Pedestrian Precinct , Street Neighbour Planting , Open Country , Rock Garden , Hillside Planting , Container Planting , Hillside Stabilization , Park Planting , Steppe Garden , Roof Garden , Grove Planting , Specimen , Tree Grille , Urban Area"
"Riyadh","Acacia farnesiana","Other choices","Attractive Foliage , Shoreline Stabilization , Plant Used by ADA , Attractive to Birds , Invasive Roots , Pollen Allergy , Good Scent , Attractive Flower , Fruit Drop , Shelter , Attractive Shape , Dominant Plant , Colonisers"
"Riyadh","Acacia farnesiana","description","Many of the acacias have fragrant flowers, but the beautiful scent of the sweet acacia in the gardens of Arriyadh in spring is unforgettable. A. farnesiana (known in Arabic as anbar or futnah) is a vase-shaped, small, thorny tree, often with multiple trunks and a spreading rounded crown. Its lacy leaves are evergreen in mild winters, but semi-deciduous after frost. The intensely fragrant, yellow puffball flowers emerge over a long period to open in Arriyadh in the spring. Native to the countries surrounding the Caribbean, the tree‘s blossoming can, however, be spoiled by late hard frosts. It has landscape value as an accent tree, especially in small gardens or patios, but can also be planted as a roadside tree, along pedestrian paths or as a background screen. Unfortunately, it has become invasive in some countries. A. farnesiana is extensively cultivated in southern France. A perfume is distilled from the flowers. Amongst other uses, the world over, the tree’s seed pods and bark are used for tanning and dying leather. Bark, leaves and roots are used for medicinal purposes. Sweet acacia honey is much prized. Gum exuding from the trunk can also be used like gum arabic. Trees are planted as fences and to check erosion. Its wood is hard and durable. Tolerant of most soils, it needs moisture to develop well during the summer and will respond well to deep watering. The tree is best propagated by scarifying ripe seeds and should be pruned regularly to maintain good shape and to remove any dead branches caused by cold winters."
"Riyadh","Acacia ligulata","Family Name","Mimosaceae"
"Riyadh","Acacia ligulata","Origin","Tropical , Mediterranean , Sub Tropical"
"Riyadh","Acacia ligulata","Rainfall","Semi Arid , Extremely Arid , Very Arid"
"Riyadh","Acacia ligulata","Propagation","Cuttings , Sowing and Pricking Out"
"Riyadh","Acacia ligulata","Maintenance","Low"
"Riyadh","Acacia ligulata","Urban Climate","Vulnerable"
"Riyadh","Acacia ligulata","Desiccation","Resistant"
"Riyadh","Acacia ligulata","Drought","Vulnerable"
"Riyadh","Acacia ligulata","Irrigation","Low"
"Riyadh","Acacia ligulata","Salinity","High < 5,000 ppm"
"Riyadh","Acacia ligulata","Hardiness Zones","-9°C"
"Riyadh","Acacia ligulata","Height","From 1 To 5 M"
"Riyadh","Acacia ligulata","Expansion","From 2 To 7 M"
"Riyadh","Acacia ligulata","Foliage","Evergreen"
"Riyadh","Acacia ligulata","Colour","Yellow Deep"
"Riyadh","Acacia ligulata","Flowering Period","From Early February Till Late April"
"Riyadh","Acacia ligulata","Type Of Fruit","Pod"
"Riyadh","Acacia ligulata","Size","9 CM"
"Riyadh","Acacia ligulata","Location of Use","Public Open Space , Open Country , Rock Garden , Hillside Planting , Hillside Stabilization , Park Planting , Steppe Garden , Urban Area"
"Riyadh","Acacia ligulata","Other choices","Environmental Consolidation , Grouped Planting , Plant Used by ADA , Pollen Allergy , Screen , Shelter , Colonisers"
"Riyadh","Acacia ligulata","description","Endemic to Australia, A. ligulata is one of the most widely distributed plants in the country, occurring usually on red sand dunes. It is a dense, dome-shaped, and spreading shrub from 1 to 5 metres in height. The common name, Umbrella Wattle, arises from the fact that the lower 45 cm of the trunk is defoliated by herbivores. Its many fine, light-brown branchlets are often scurfy and distinctly yellow-ribbed. The narrow leaves vary in size from 4 to 10 cm; flowers are golden-yellow in colour, held in spherical clusters appearing mainly in spring. Long fruit pods are brown, often with a lighter stripe. A. ligulata can be confused with A. salicina, because it is closely related to A. bivenosa, and the latter two seem to have hybridised. Leaves and branches are used medicinally by Australian aborigines; the seeds and gum also as a food source. Readily germinates in disturbed soils. A hardy, frost-tolerant shrub, it will develop into a small tree with pruning. Tolerant of extended dry periods up to 8 months. Propagated by seed, A. ligulata is a fast-growing perennial on well-drained, alkaline and light to heavy soils. A. ligulata has been selected from the exotic acacias as having potential for planting in Arriyadh and is highly suitable for extensive landscape design. It is useful for soil erosion control, sand stabilisation, low windbreaks and is good as a fast-growing screen. Few maintenance requirements, but, owing to its rapid regeneration, the shrub may become invasive under favourable conditions."
"Riyadh","Acacia nilotica","Family Name","Mimosaceae"
"Riyadh","Acacia nilotica","Origin","Tropical , Mediterranean , Sub Tropical"
"Riyadh","Acacia nilotica","Rainfall","Extremely Arid , Very Arid"
"Riyadh","Acacia nilotica","Propagation","Sowing and Pricking Out"
"Riyadh","Acacia nilotica","Maintenance","Low"
"Riyadh","Acacia nilotica","Urban Climate","Resistant"
"Riyadh","Acacia nilotica","Desiccation","Resistant"
"Riyadh","Acacia nilotica","Drought","Vulnerable"
"Riyadh","Acacia nilotica","Irrigation","None , Low"
"Riyadh","Acacia nilotica","Salinity","Very High > 5,000 ppm"
"Riyadh","Acacia nilotica","Hardiness Zones","0°C"
"Riyadh","Acacia nilotica","Vigour","Normal Growth Rate"
"Riyadh","Acacia nilotica","Height","From 6 To 9 M"
"Riyadh","Acacia nilotica","Expansion","From 7 To 9 M"
"Riyadh","Acacia nilotica","Foliage","Evergreen"
"Riyadh","Acacia nilotica","Colour","Yellow"
"Riyadh","Acacia nilotica","Size","From 1 To 2 CM"
"Riyadh","Acacia nilotica","Flowering Period","From Early January Till Late March"
"Riyadh","Acacia nilotica","Smell","Flower , Scented"
"Riyadh","Acacia nilotica","Type Of Fruit","Pod"
"Riyadh","Acacia nilotica","Size","8 CM"
"Riyadh","Acacia nilotica","Location of Use","Public Open Space , Pedestrian Precinct , Open Country , Rock Garden , Hillside Planting , Container Planting , Hillside Stabilization , Park Planting , Roof Garden , Specimen , Tree Grille , Urban Area , Rowda Plant"
"Riyadh","Acacia nilotica","Other choices","Attractive Foliage , Grouped Planting , Plant Used by ADA , Attractive to Birds , Attractive to Bees , Invasive Roots , Pollen Allergy , Good Scent , Attractive Flower , Fruit Drop , Shelter , Attractive Shape , Dominant Plant , Colonisers"
"Riyadh","Acacia nilotica","description","Usually referred to by its synonym, Acacia arabica or sant al arabi, owing to its occurence on the Arabian Peninsula. A. nilotica var. tomentosa occurs in Saudi Arabia in wadi habitats and rowdahs on sandy and alluvial soils. Single-stemmed, this medium-sized tree with its flattened or rounded crown is easily identified by the long, flat, straight, velvety-grey fruits with up to 12 constricted round seeds, which hang like peas in a pod. Young branchlets are densely white-tomentose. The tree typically has a black bark with cracks exposing a red inner layer, which exudes a sticky, reddish resin, well known as gum arabic. The long spines in pairs are sharp, while the leaves are only quite small: fragrant, fluffy yellow flowers appear during winter until spring. Very drought- and salt-tolerant, A. nilotica is unfortunately susceptible to freezing temperatures. All parts of the tree have medicinal properties; its twigs are valued as chewsticks. Tender pods and shoots are used as forage for camels, sheep and goats. Propagated by seed, which may require scarification, direct seeding is common practice in afforestation schemes. It grows rapidly in full sun, in dry, well-drained sandy or silty soils. After establishment, irrigation can be reduced, whereby occasional deep watering will stimulate growth and deep roots. Planted as a specimen tree or in groups in a desert or extensive landscape situation, the tree, with sufficient space, makes a beautiful silhouette. Unless frequently pruned to preserve its shape, the tree becomes leggy."
"Riyadh","Acacia salicina","Family Name","Mimosaceae"
"Riyadh","Acacia salicina","Origin","Mediterranean , Sub Tropical"
"Riyadh","Acacia salicina","Rainfall","Semi Arid , Very Arid"
"Riyadh","Acacia salicina","Propagation","Sowing and Pricking Out"
"Riyadh","Acacia salicina","Maintenance","Low"
"Riyadh","Acacia salicina","Urban Climate","Resistant"
"Riyadh","Acacia salicina","Desiccation","Resistant"
"Riyadh","Acacia salicina","Drought","Resistant"
"Riyadh","Acacia salicina","Irrigation","Low"
"Riyadh","Acacia salicina","Salinity","Very High > 5,000 ppm"
"Riyadh","Acacia salicina","Hardiness Zones","-3°C"
"Riyadh","Acacia salicina","Vigour","Fairly Fast Growing"
"Riyadh","Acacia salicina","Height","From 10 To 12 M"
"Riyadh","Acacia salicina","Expansion","From 4 To 6 M"
"Riyadh","Acacia salicina","Foliage","Evergreen"
"Riyadh","Acacia salicina","Colour","Yellow Pale"
"Riyadh","Acacia salicina","Size","From 1 To 2 CM"
"Riyadh","Acacia salicina","Flowering Period","From Early February Till Late December"
"Riyadh","Acacia salicina","Smell","Flower , Scented , Moderate"
"Riyadh","Acacia salicina","Type Of Fruit","Pod"
"Riyadh","Acacia salicina","Size","12 CM"
"Riyadh","Acacia salicina","Location of Use","Public Open Space , Cars Park , Street Neighbour Planting , Open Country , Rock Garden , Hillside Planting , Container Planting , Hillside Stabilization , Park Planting , Stream Edge , Roof Garden , Grove Planting , Specimen , Tree Grille , Urban Area , Wadi Plant"
"Riyadh","Acacia salicina","Other choices","Attractive Foliage , Shoreline Stabilization , Plant Used by ADA , Attractive to Birds , Invasive Roots , Pollen Allergy , Attractive Flower , Screen , Fruit Drop , Shelter , Attractive Shape , Dominant Plant , Colonisers"
"Riyadh","Acacia salicina","description","This native Australian acacia is a relatively tall tree with a weeping habit and graceful canopy of pendulous branches with long, thin and dark-green leaves. Occurring naturally in thickets and open areas, often along watercourses and floodplains, it develops into an upright, dense specimen with a clear trunk. Until now, this tree has rarely been seen in the Arriyadh region, but has the potential for more use. Blooming intermittently throughout the year, usually during the winter, the faintly fragrant, creamy-white flowers appear in pairs or clusters, followed by narrow seed. A. salicina is a vigorous, moderate to long-lived, nitrogen-fixing tree, adapted to clayey, alkaline soils, and tolerating poor drainage and seasonal waterlogging. It is moderate to highly salt-tolerant and hardy, but to severe frosts. Thriving in full sun, the tree is drought-tolerant, but the provision of deep water in the summer will encourage a deeper root system and good wind resistance. Propagation is by scarifying seed or boiling the seed in water. The flowers’ pollen has value in apiculture. Recommended for its foliage, A. salicina is an attractive tree for gardens or patios and as a street tree and in parks. It has potential for erosion control, although there is a tendency to sucker: this and the potential for its seeds to be dispersed by birds suggest that it could become invasive. Prune periodically to thin the canopy, to reveal the weeping character and to offer less wind resistance. The foliage is susceptible to insects and leaf diseases."
"Riyadh","Acacia saligna","Family Name","Mimosaceae"
"Riyadh","Acacia saligna","Origin","Tropical , Sub Tropical"
"Riyadh","Acacia saligna","Rainfall","Extremely Arid , Very Arid"
"Riyadh","Acacia saligna","Propagation","Sowing and Pricking Out"
"Riyadh","Acacia saligna","Maintenance","Low"
"Riyadh","Acacia saligna","Urban Climate","Resistant"
"Riyadh","Acacia saligna","Desiccation","Resistant"
"Riyadh","Acacia saligna","Drought","Vulnerable"
"Riyadh","Acacia saligna","Irrigation","Low"
"Riyadh","Acacia saligna","Salinity","Moderate < 3,000 ppm"
"Riyadh","Acacia saligna","Hardiness Zones","-3°C"
"Riyadh","Acacia saligna","Vigour","Fairly Fast Growing"
"Riyadh","Acacia saligna","Height","From 5 To 6 M"
"Riyadh","Acacia saligna","Expansion","From 4 To 6 M"
"Riyadh","Acacia saligna","Foliage","Evergreen"
"Riyadh","Acacia saligna","Colour","Yellow Bright"
"Riyadh","Acacia saligna","Size","1 CM"
"Riyadh","Acacia saligna","Flowering Period","From Early February Till Late April"
"Riyadh","Acacia saligna","Smell","Flower , Scented , Pleasantly Scented"
"Riyadh","Acacia saligna","Type Of Fruit","Pod"
"Riyadh","Acacia saligna","Location of Use","Public Open Space , Cars Park , Street Neighbour Planting , Open Country , Rock Garden , Highway Planting , Hillside Planting , Container Planting , Hillside Stabilization , Park Planting , Roof Garden , Grove Planting , Specimen , Tree Grille , Urban Area"
"Riyadh","Acacia saligna","Other choices","Attractive Foliage , Plant Used by ADA , Attractive to Birds , Invasive Roots , Pollen Allergy , Attractive Flower , Screen , Fruit Drop , Shelter , Dominant Plant , Colonisers"
"Riyadh","Acacia saligna","description","Often referred to as Acacia cyanophylla, its synonym, and commonly known by various names including Golden Wattle and Blue-Leafed Wattle, this tree is native to Australia. It may have been introduced into Saudi Arabia as recently as the nineteen-sixties for use in wind breaks and sand dune stabilization and was known first as cyanophylla, which describes its blue-green leaves. Very vigorous when young, it also has the ability to fix nitrogen with its roots. In some countries, however, it has become very invasive owing to the fact that its large quantities of seeds germinate easily, and that it regenerates after cutting. A. saligna grows rapidly into a small, leafy, evergreen tree with a rounded shape. It can be a multi-trunked specimen or have a single, short trunk. Its graceful, arching branches and attractive, long leaves or phyllodes give it a weeping habit. Large, bright-yellow, spherical flower heads appear in early spring and late winter, decorating the branch tips. Its seeds are stored in the nests of ants. After the ants have eaten the seed stalks, the seeds germinate. Moderately frost-tolerant and accepting most soils, it is a versatile tree that can be used as an eye-catcher in a garden, for screening, dust and wind control or planting in wide road medians. Apart from occasional pruning and good staking, it is easily maintained, although heavy root suckering can be a problem and saplings must be removed at an early stage. It can be used as a reserve of high-quality forage for use during drought, or as a mulch."
"Riyadh","Acacia seyal var. seyal","Family Name","Mimosaceae"
"Riyadh","Acacia seyal var. seyal","Origin","Tropical , Sub Tropical"
"Riyadh","Acacia seyal var. seyal","Rainfall","Extremely Arid , Very Arid"
"Riyadh","Acacia seyal var. seyal","Propagation","Direct Sowing , Cuttings , Sowing and Pricking Out"
"Riyadh","Acacia seyal var. seyal","Maintenance","Low"
"Riyadh","Acacia seyal var. seyal","Urban Climate","Vulnerable"
"Riyadh","Acacia seyal var. seyal","Desiccation","Resistant"
"Riyadh","Acacia seyal var. seyal","Drought","Resistant"
"Riyadh","Acacia seyal var. seyal","Irrigation","Low"
"Riyadh","Acacia seyal var. seyal","Salinity","Moderate < 3,000 ppm"
"Riyadh","Acacia seyal var. seyal","Hardiness Zones","-3°C"
"Riyadh","Acacia seyal var. seyal","Height","12 M"
"Riyadh","Acacia seyal var. seyal","Expansion","12 M"
"Riyadh","Acacia seyal var. seyal","Foliage","Semi Evergreen"
"Riyadh","Acacia seyal var. seyal","Colour","Yellow"
"Riyadh","Acacia seyal var. seyal","Flowering Period","From Early March Till Late May"
"Riyadh","Acacia seyal var. seyal","Smell","Sweet , Scented , Pleasantly Scented"
"Riyadh","Acacia seyal var. seyal","Type Of Fruit","Pod"
"Riyadh","Acacia seyal var. seyal","Size","15 CM"
"Riyadh","Acacia seyal var. seyal","Location of Use","Open Country , Rock Garden , Stream Edge , Steppe Garden , Specimen , Wadi Plant , Rowda Plant"
"Riyadh","Acacia seyal var. seyal","Other choices","Attractive Foliage , Shoreline Stabilization , Environmental Consolidation , Grouped Planting , Plant Used by ADA , Attractive to Birds , Attractive to Bees , Pollen Allergy , Attractive Flower , Screen , Attractive Shape , Crop Plant , Dominant Plant , Medical Plant"
"Riyadh","Acacia seyal var. seyal","description","A gregarious, common savannah tree, A. seyal grows from west to east Africa through the Arabian Peninsula: there are several botanical varieties. Its Arabic names include saffar ahmer; it is also known as the shittah tree. A small tree, thorny and flat-topped, it is distinguished by its smooth trunk and branches, covered in a mealy, rust-red powder, which when rubbed off reveals a bright-green bark beneath. Sparsely branched, the sweetly-scented yellow flowers appear in the spring before the feathery leaves, which have two straight, light-grey thorns at their base. Seed pods are long and narrow. Trees can remain leafless for several months, depending on the occurrence of rain. It grows on deep, heavy and poor soils with a high pH (6–8), and tolerates salts and periodic flooding, hence the potential for planting in rowdah situations in the Arriyadh region. It can be a frost-sensitive species. A. seyal is an important source of gum arabic, and of early dry-season fodder. Propagated by scarified seed, large cuttings may strike root readily. Stands of var. seyal can be established by direct sowing of pretreated seeds. Over 40 species of insects are associated with the tree: beetles may damage seeds or attack the wood. A. seyal is suitable for planting as a shade or shelter tree in stands or as a barrier or thorny hedge. With low maintenance requirements, the tree can be cut down to the ground and a new canopy develops, although mature trees do not recover well. Pruning of small branches necessary to keep shape."
"Riyadh","Acacia tortilis ssp. raddiana","Family Name","Mimosaceae"
"Riyadh","Acacia tortilis ssp. raddiana","Origin","Tropical"
"Riyadh","Acacia tortilis ssp. raddiana","Rainfall","Semi Arid , Extremely Arid , Very Arid"
"Riyadh","Acacia tortilis ssp. raddiana","Propagation","Sowing and Pricking Out"
"Riyadh","Acacia tortilis ssp. raddiana","Maintenance","Low"
"Riyadh","Acacia tortilis ssp. raddiana","Urban Climate","Resistant"
"Riyadh","Acacia tortilis ssp. raddiana","Desiccation","Resistant"
"Riyadh","Acacia tortilis ssp. raddiana","Drought","Vulnerable"
"Riyadh","Acacia tortilis ssp. raddiana","Irrigation","Low"
"Riyadh","Acacia tortilis ssp. raddiana","Salinity","Moderate < 3,000 ppm"
"Riyadh","Acacia tortilis ssp. raddiana","Hardiness Zones","-6°C"
"Riyadh","Acacia tortilis ssp. raddiana","Vigour","Fairly Fast Growing"
"Riyadh","Acacia tortilis ssp. raddiana","Height","12 M"
"Riyadh","Acacia tortilis ssp. raddiana","Expansion","14 M"
"Riyadh","Acacia tortilis ssp. raddiana","Foliage","Evergreen"
"Riyadh","Acacia tortilis ssp. raddiana","Colour","White"
"Riyadh","Acacia tortilis ssp. raddiana","Flowering Period","From Early March Till Late July"
"Riyadh","Acacia tortilis ssp. raddiana","Type Of Fruit","Pod"
"Riyadh","Acacia tortilis ssp. raddiana","Size","15 CM"
"Riyadh","Acacia tortilis ssp. raddiana","Location of Use","Open Country , Steppe Garden , Specimen , Wadi Plant , Rowda Plant"
"Riyadh","Acacia tortilis ssp. raddiana","Other choices","Grouped Planting , Plant Used by ADA , Attractive to Bees , Pollen Allergy , Good Scent , Screen , Shelter , Attractive Shape , Nativ in Riyadh , Dominant Plant"
"Riyadh","Acacia tortilis ssp. raddiana","description","A flat-topped tree, A. tortilis is ubiquitous in arid regions of Africa and widespread in Saudi Arabia, where it is known as samur. It tolerates the severe desert environment, as well as being hardy to frost, although it is vulnerable until established. With multiple spreading trunks and the typical silhouette of an inverted triangle; A. tortilis ssp. raddiana occurs in northern Africa extending through Egypt to Saudi Arabia. Its crown is often irregularly rounded, and young branchlets, leaves and pods are glabrous. It grows in wadis and sandy plains, usually in water catchment areas. With small, highly aromatic, creamy-white flowers in tight clusters appearing from spring to summer, the tree has characteristic, spirally twisted seed pods rolled up into a tight coil. Evergreen with small feathery leaves, which line the thorny twigs, it has a moderate growth rate and prefers sandy soils while accepting most others. It has a very deep taproot. A.tortilis is a key species in greening deserts in the Middle East, being important for people and domesticated animals; it also improves soil fertility. Propagation is by fresh, scarified, or boiled seed. It has landscape value as a hedge or windbreak and in afforestation, but is unsuitable for planting near to pedestrians because of its shape and thorns. Irrigation is necessary until well established, but deep watering during the summer will enhance growth. Low maintenance only, except for pruning to improve appearance; can be trained as a standard single leader tree."
"Riyadh","Acacia tortilis ssp. spirocarpa","Family Name","Mimosaceae"
"Riyadh","Acacia tortilis ssp. spirocarpa","Origin","Tropical"
"Riyadh","Acacia tortilis ssp. spirocarpa","Rainfall","Semi Arid , Extremely Arid , Very Arid"
"Riyadh","Acacia tortilis ssp. spirocarpa","Propagation","Sowing and Pricking Out"
"Riyadh","Acacia tortilis ssp. spirocarpa","Maintenance","Low"
"Riyadh","Acacia tortilis ssp. spirocarpa","Urban Climate","Resistant"
"Riyadh","Acacia tortilis ssp. spirocarpa","Desiccation","Resistant"
"Riyadh","Acacia tortilis ssp. spirocarpa","Drought","Vulnerable"
"Riyadh","Acacia tortilis ssp. spirocarpa","Irrigation","Low"
"Riyadh","Acacia tortilis ssp. spirocarpa","Salinity","Moderate < 3,000 ppm"
"Riyadh","Acacia tortilis ssp. spirocarpa","Hardiness Zones","-9°C"
"Riyadh","Acacia tortilis ssp. spirocarpa","Vigour","Fairly Fast Growing"
"Riyadh","Acacia tortilis ssp. spirocarpa","Height","12 M"
"Riyadh","Acacia tortilis ssp. spirocarpa","Expansion","16 M"
"Riyadh","Acacia tortilis ssp. spirocarpa","Foliage","Evergreen"
"Riyadh","Acacia tortilis ssp. spirocarpa","Colour","White"
"Riyadh","Acacia tortilis ssp. spirocarpa","Flowering Period","From Early March Till Late July"
"Riyadh","Acacia tortilis ssp. spirocarpa","Smell","Scented"
"Riyadh","Acacia tortilis ssp. spirocarpa","Type Of Fruit","Pod"
"Riyadh","Acacia tortilis ssp. spirocarpa","Size","15 CM"
"Riyadh","Acacia tortilis ssp. spirocarpa","Location of Use","Open Country , Hillside Planting , Steppe Garden , Specimen , Wadi Plant , Rowda Plant"
"Riyadh","Acacia tortilis ssp. spirocarpa","Other choices","Grouped Planting , Plant Used by ADA , Attractive to Birds , Attractive to Bees , Pollen Allergy , Good Scent , Screen , Shelter , Attractive Shape , Dominant Plant , Colonisers"
"Riyadh","Acacia tortilis ssp. spirocarpa","description","Acacia tortilis ssp. spirocarpa is one of four geographically demarcated subspecies of A. tortilis, which is ubiquitous in arid regions of Africa and widespread in Saudi Arabia, where it is known as samur. The ssp. spirocarpa is restricted to eastern Africa, with scattered occurrences on sand dunes and rocky hillsides, on deep alluvial calcareous soils, often indicating a higher water table or drainage lines. It can also occur on lateritic gravels and saline soils, and will colonise disturbed sites. This species dominates some savannah communities and provides an important source of forage. A tall, flat-topped tree, under optimal conditions, it tolerates the severe desert environment – in Africa, its range often extends into the Sahara desert – although vulnerable until established, it is hardy to frost, With multiple spreading trunks and the typical silhouette of an inverted triangle, A. tortilis ssp. spirocarpa is easily recognised by its flattened, spreading crown and hairy branchlets and pods. Young branchlets and leaves are densely pubescent. It also has spirally twisted pods, long straight stipular spines and whitish fragrant flowers. Propagation is the same as A. tortilis ssp. raddiana. It is also planted as a hedge and used for sand dune stabilisation and shelterbelts. Irrigation is necessary until well-established, but deep watering during the summer will enhance growth. Low maintenance only, except for pruning to improve appearance, it can be trained as a standard single leader tree."
"Riyadh","Acacia victoriae","Family Name","Mimosaceae"
