searchTaxon,Number.of.growers,Number.of.States,Top_200,Plant.type,Origin,COMBO.count,AUS_RECORDS,LGA_COUNT,AUS_BOUND_BIAS,Annual_mean_temp_min,Annual_mean_temp_max,Annual_mean_temp_median,Annual_mean_temp_mean,Annual_mean_temp_range,Annual_mean_temp_q05,Annual_mean_temp_q95,Annual_mean_temp_q95_q05,Annual_mean_temp_q98_q02,Mean_diurnal_range_min,Mean_diurnal_range_max,Mean_diurnal_range_median,Mean_diurnal_range_mean,Mean_diurnal_range_range,Mean_diurnal_range_q05,Mean_diurnal_range_q95,Mean_diurnal_range_q95_q05,Mean_diurnal_range_q98_q02,Isothermality_min,Isothermality_max,Isothermality_median,Isothermality_mean,Isothermality_range,Isothermality_q05,Isothermality_q95,Isothermality_q95_q05,Isothermality_q98_q02,Temp_seasonality_min,Temp_seasonality_max,Temp_seasonality_median,Temp_seasonality_mean,Temp_seasonality_range,Temp_seasonality_q05,Temp_seasonality_q95,Temp_seasonality_q95_q05,Temp_seasonality_q98_q02,Max_temp_warm_month_min,Max_temp_warm_month_max,Max_temp_warm_month_median,Max_temp_warm_month_mean,Max_temp_warm_month_range,Max_temp_warm_month_q05,Max_temp_warm_month_q95,Max_temp_warm_month_q95_q05,Max_temp_warm_month_q98_q02,Min_temp_cold_month_min,Min_temp_cold_month_max,Min_temp_cold_month_median,Min_temp_cold_month_mean,Min_temp_cold_month_range,Min_temp_cold_month_q05,Min_temp_cold_month_q95,Min_temp_cold_month_q95_q05,Min_temp_cold_month_q98_q02,Temp_annual_range_min,Temp_annual_range_max,Temp_annual_range_median,Temp_annual_range_mean,Temp_annual_range_range,Temp_annual_range_q05,Temp_annual_range_q95,Temp_annual_range_q95_q05,Temp_annual_range_q98_q02,Mean_temp_wet_qu_min,Mean_temp_wet_qu_max,Mean_temp_wet_qu_median,Mean_temp_wet_qu_mean,Mean_temp_wet_qu_range,Mean_temp_wet_qu_q05,Mean_temp_wet_qu_q95,Mean_temp_wet_qu_q95_q05,Mean_temp_wet_qu_q98_q02,Mean_temp_dry_qu_min,Mean_temp_dry_qu_max,Mean_temp_dry_qu_median,Mean_temp_dry_qu_mean,Mean_temp_dry_qu_range,Mean_temp_dry_qu_q05,Mean_temp_dry_qu_q95,Mean_temp_dry_qu_q95_q05,Mean_temp_dry_qu_q98_q02,Mean_temp_warm_qu_min,Mean_temp_warm_qu_max,Mean_temp_warm_qu_median,Mean_temp_warm_qu_mean,Mean_temp_warm_qu_range,Mean_temp_warm_qu_q05,Mean_temp_warm_qu_q95,Mean_temp_warm_qu_q95_q05,Mean_temp_warm_qu_q98_q02,Mean_temp_cold_qu_min,Mean_temp_cold_qu_max,Mean_temp_cold_qu_median,Mean_temp_cold_qu_mean,Mean_temp_cold_qu_range,Mean_temp_cold_qu_q05,Mean_temp_cold_qu_q95,Mean_temp_cold_qu_q95_q05,Mean_temp_cold_qu_q98_q02,Annual_precip_min,Annual_precip_max,Annual_precip_median,Annual_precip_mean,Annual_precip_range,Annual_precip_q05,Annual_precip_q95,Annual_precip_q95_q05,Annual_precip_q98_q02,Precip_wet_month_min,Precip_wet_month_max,Precip_wet_month_median,Precip_wet_month_mean,Precip_wet_month_range,Precip_wet_month_q05,Precip_wet_month_q95,Precip_wet_month_q95_q05,Precip_wet_month_q98_q02,Precip_dry_month_min,Precip_dry_month_max,Precip_dry_month_median,Precip_dry_month_mean,Precip_dry_month_range,Precip_dry_month_q05,Precip_dry_month_q95,Precip_dry_month_q95_q05,Precip_dry_month_q98_q02,Precip_seasonality_min,Precip_seasonality_max,Precip_seasonality_median,Precip_seasonality_mean,Precip_seasonality_range,Precip_seasonality_q05,Precip_seasonality_q95,Precip_seasonality_q95_q05,Precip_seasonality_q98_q02,Precip_wet_qu_min,Precip_wet_qu_max,Precip_wet_qu_median,Precip_wet_qu_mean,Precip_wet_qu_range,Precip_wet_qu_q05,Precip_wet_qu_q95,Precip_wet_qu_q95_q05,Precip_wet_qu_q98_q02,Precip_dry_qu_min,Precip_dry_qu_max,Precip_dry_qu_median,Precip_dry_qu_mean,Precip_dry_qu_range,Precip_dry_qu_q05,Precip_dry_qu_q95,Precip_dry_qu_q95_q05,Precip_dry_qu_q98_q02,Precip_warm_qu_min,Precip_warm_qu_max,Precip_warm_qu_median,Precip_warm_qu_mean,Precip_warm_qu_range,Precip_warm_qu_q05,Precip_warm_qu_q95,Precip_warm_qu_q95_q05,Precip_warm_qu_q98_q02,Precip_col_qu_min,Precip_col_qu_max,Precip_col_qu_median,Precip_col_qu_mean,Precip_col_qu_range,Precip_col_qu_q05,Precip_col_qu_q95,Precip_col_qu_q95_q05,Precip_col_qu_q98_q02,study,site_name,trait_name,value,unit
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,WAH_1998,NA,plant_height,8,m
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Fonseca_2000,Dolo Hills,plant_height,3.5,m
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,WAH_1998,NA,plant_height,0.75,m
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Fonseca_2000,Mungo NP 3,plant_height,4,m
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Kooyman_2011,NA,plant_height,13,m
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Fonseca_2000,Emmdale,plant_height,6,m
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Fonseca_2000,South White Cliffs,plant_height,4,m
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Kooyman_2011,NA,seed_length,7,mm
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Kooyman_2011,NA,seed_length,5,mm
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,RBGK_2014,NA,seed_mass,65.522,mg
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,RBGK_2014,NA,seed_mass,50.762,mg
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Kooyman_2011,NA,seed_size_less_than_10mm,1,NA
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Kooyman_2011,NA,seed_size_over_10mm,0,NA
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Kooyman_2011,NA,seed_width,7,mm
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Kooyman_2011,NA,seed_width,5,mm
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Fonseca_2000,South White Cliffs,specific_leaf_area,4.2,mm2/mg
Alectryon oleifolius,1,1,FALSE,Tree,,7021,7019,121,TRUE,13.3,28.7,17.7,17.99020083,15.4,16.1,20.3,4.2,5.8,8.4,16.3,14,13.96141575,7.9,12.6,15.1,2.5,3.8,4.3,6,4.7,4.767070218,1.7,4.5,5.2,0.7,0.9,243.7,638.2,555.5,541.5623273,394.5,443.5,608.6,165.1,184.48,24.4,40.9,33.1,33.11207805,16.5,30.3,35.5,5.2,6.8,0,15.8,4.1,4.081412904,15.8,2.2,5.8,3.6,4.7,17.6,33.4,29.4,29.03066515,15.8,25.2,31.1,5.9,7.3,7.8,31.7,23.5,19.74600484,23.9,10.4,26.9,16.5,18.1,8.7,27.3,14,16.39002991,18.6,10,23.6,13.6,14.6,20,32.2,24.7,24.78166928,12.2,22,27.5,5.5,6.6,6.4,24.1,10.7,10.90428714,17.7,9.1,12.5,3.4,4.6,129,1133,320,372.4385415,1004,191,668,477,529,16,325,37,47.34995015,309,23,95,72,83,0,50,18,20.07748184,50,9,35,26,30,10,124,23,24.96439254,114,11,40,29,38.6,41,839,101,124.2686227,798,61,244,183,201,1,165,61,69.74035038,164,33,120,87,100,27,542,77,107.3858425,515,46,244,198,216,5,223,83,83.72981057,218,38,130,92,110,Westoby_2016,NA,specific_leaf_area,3.8,mm2/mg
