"study","species","trait_name","value"
"Benaranurseries","Acmena smithii minor","Flowering Season","Spring"
"Benaranurseries","Acmena smithii minor","Botanical Genus","Acmena"
"Benaranurseries","Acmena smithii minor","Botanical Species","smithii minor"
"Benaranurseries","Acmena smithii minor","Flower Type","Terminal Clusters"
"Benaranurseries","Acmena smithii minor","Foliage Type","Lanceolate - Pointed At Both Ends"
"Benaranurseries","Acmena smithii minor","Market Name","Cherry Surprise (PBR)"
"Benaranurseries","Acmena smithii minor","Width","150 cm"
"Benaranurseries","Acmena smithii minor","Height","300 cm"
"Benaranurseries","Acmena smithii minor","description","Cherry Surprise is a naturally compact, extremely hardy lilly pilly with striking bright red new growth that contrasts superbly with the older green foliage. Small cream flowers appear in spring and summer. Perfect for hedging, screening or topiary. Can withstand light frost and is drought tolerant as well as psyllid resistant.  Mulch well after planting and water well in dry weather. Prune lightly after flowering to maintain as dense hedge. Fertilize with slow release fertilizer in late winter and early autumn."
"Benaranurseries","Acmena smithii","Common Name","Lilly Pilly"
"Benaranurseries","Acmena smithii","Plant Type","Evergreen, Hedge, Native Australian Plant, Outdoor, Perennial, Shrub"
"Benaranurseries","Acmena smithii","Dimensions","10m high x 2m wide"
"Benaranurseries","Acmena smithii","Sunlight","Full Sun, Part Sun"
"Benaranurseries","Acmena smithii","Bird/Wildlife Attracting","Yes"
"Benaranurseries","Acmena smithii","Flower Colour","White"
"Benaranurseries","Acmena smithii","Foliage Colour","Bronze, Green, Yellow"
"Benaranurseries","Acmena smithii","Flowering Season","Autumn, Spring, Summer, Winter"
"Benaranurseries","Acmena smithii","Botanical Genus","Acmena"
"Benaranurseries","Acmena smithii","Botanical Species","smithii"
"Benaranurseries","Acmena smithii","Flower Type","Panicles"
"Benaranurseries","Acmena smithii","Foliage Type","Lanceolate - Pointed At Both Ends"
"Benaranurseries","Acmena smithii","Market Name","Goodbye Neighbours"
"Benaranurseries","Acmena smithii","Width","200 cm"
"Benaranurseries","Acmena smithii","Height","1000 cm"
"Benaranurseries","Acmena smithii","description","An ideal and popular choice for those seeking a screening plant for that extra privacy. Acmena smithii 'Goodbye Neighbours' is commonly known as the Lilly Pilly and has dense green and bronze foliage that will produce small white flowers throughout the year. These flowers will also entice a few birds to the garden.This native is best used for hedging or screening as it can be pruned to the desired look. Plant Acmena smithii Goodbye Neighbours in areas of full to part sun and in moist free draining soils. This variety is tolerant to most conditions including drought, wind, some slight  salt spray and light frost once established. It is also highly resistant to psyllids. Acmena smithii Goodbye Neighbours requires very little maintenance. Water the plant well until established. Occasional watering may be required depending on the climate. Prune as desired.Acmena smithii Goodbye Neighbours will grow to a height up to 10 metres high and a width of 2 metres.  Goodbye Neighbours can grow at a rate of 2m per year."
"Benaranurseries","Acmena smithii","Common Name","Lilly Pilly"
"Benaranurseries","Acmena smithii","Plant Type","Evergreen, Hedge, Native Australian Plant, Outdoor, Perennial, Shrub"
"Benaranurseries","Acmena smithii","Dimensions","50cm high x 50cm wide"
"Benaranurseries","Acmena smithii","Sunlight","Full Sun, Part Sun"
"Benaranurseries","Acmena smithii","Bird/Wildlife Attracting","No"
"Benaranurseries","Acmena smithii","Flower Colour","White"
"Benaranurseries","Acmena smithii","Foliage Colour","Green, Orange, Pink, Red"
"Benaranurseries","Acmena smithii","Flowering Season","Summer"
"Benaranurseries","Acmena smithii","Botanical Genus","Acmena"
"Benaranurseries","Acmena smithii","Botanical Species","smithii"
"Benaranurseries","Acmena smithii","Flower Type","Panicles"
"Benaranurseries","Acmena smithii","Foliage Type","Lanceolate - Pointed At Both Ends"
"Benaranurseries","Acmena smithii","Market Name","Allyn Magic (PBR)"
"Benaranurseries","Acmena smithii","Width","50 cm"
"Benaranurseries","Acmena smithii","Height","50 cm"
"Benaranurseries","Acmena smithii","description","Acmena smithii Allyn Magic is an Australian native ideal for its use as a low hedge. Commonly known as the 'Lilly pilly', Acmena smithii Allyn Magic produces dark green foliage as well as a generous amount of new growth which are a deep bronze maroon shade, adding a spectacular contrast in any garden setting. Acmena smithii Allyn Magic will bloom small white flowers early to late summer. This plant is relatively low maintenance as it does have a high resistance to any sort of pest attack, in particular psyllids. Popular uses for Acmena smithii Allyn Magic include hedging, topiary as well as bonsai's. Its' dwarf habit makes it ideal as a low hedge for pathways. Plant Acmena smithii Allyn Magic in an area of full sun to part shade, with free draining soil. Avoid areas exposed to heavy frost.Water regularly while establishing the plant. Use a slow release fertiliser in spring and autumn as this plant is slow growing and regular fertilising will promote new growth. Prune as desired.Acmena smithii Allyn Magic will grow to a height and width of 50cm."
"Benaranurseries","Acmena smithii","Common Name","Lilly Pilly"
"Benaranurseries","Acmena smithii","Plant Type","Evergreen, Hedge, Native Australian Plant, Outdoor, Perennial, Shrub, Tree"
"Benaranurseries","Acmena smithii","Dimensions","5m high x 3m wide"
"Benaranurseries","Acmena smithii","Sunlight","Full Sun, Part Sun"
"Benaranurseries","Acmena smithii","Bird/Wildlife Attracting","Yes"
"Benaranurseries","Acmena smithii","Flower Colour","White"
"Benaranurseries","Acmena smithii","Foliage Colour","Green, Lime"
"Benaranurseries","Acmena smithii","Flowering Season","Summer"
"Benaranurseries","Acmena smithii","Botanical Genus","Acmena"
"Benaranurseries","Acmena smithii","Botanical Species","smithii"
"Benaranurseries","Acmena smithii","Flower Type","Panicles"
"Benaranurseries","Acmena smithii","Foliage Type","Lanceolate - Pointed At Both Ends"
"Benaranurseries","Acmena smithii","Market Name","Sublime"
"Benaranurseries","Acmena smithii","Width","300 cm"
"Benaranurseries","Acmena smithii","Height","500 cm"
"Benaranurseries","Acmena smithii","description","Acmena smithii Sublime is an evergreen Australia tree. It is a Lilly Pilly so it does provide the same uses such as screening and hedging if pruned to shape. This plant has vivid lime green new growth which slowly darkens over time. In summer Acmena smithii Sublime produces an abundance of fluffy white flowers that will further develop into edible deep mauve berries. This particular variety will tolerate a variety of conditions which include cold temperatures, light frost and is also equipped with a strong resistance to psyllids. Plant Acmena smithii Sublime in well drained to heavy clay loam. Acmena smithii Sublime requires little maintenance and is suited for areas across Australia. This plant can be trimmed as desired. Slow release fertiliser can be used to encourage new growth. Acmena smithii Sublime will grow to a height of 5 metres and a width of 2-3 metres or can be pruned to maintain height and shape."
"Benaranurseries","ADENANTHOS cunningham. prostra","Common Name","Prostrate Woolly Bush"
"Benaranurseries","ADENANTHOS cunningham. prostra","Plant Type","Coastal, Evergreen, Ground Cover, Native Australian Plant, Native West Australian Plant, Outdoor, Perennial, Shrub"
"Benaranurseries","ADENANTHOS cunningham. prostra","Dimensions","50cm high x 1.5m wide"
"Benaranurseries","ADENANTHOS cunningham. prostra","Sunlight","Full Sun, Part Sun"
"Benaranurseries","ADENANTHOS cunningham. prostra","Bird/Wildlife Attracting","Yes"
"Benaranurseries","ADENANTHOS cunningham. prostra","Flower Colour","Red"
"Benaranurseries","ADENANTHOS cunningham. prostra","Foliage Colour","Copper, Green, Grey, Silver"
"Benaranurseries","ADENANTHOS cunningham. prostra","Flowering Season","Spring"
"Benaranurseries","ADENANTHOS cunningham. prostra","Botanical Genus","Adenanthos"
"Benaranurseries","ADENANTHOS cunningham. prostra","Botanical Species","x"
"Benaranurseries","ADENANTHOS cunningham. prostra","Flower Type","Tubular - The Corolla Forms A Tube"
"Benaranurseries","ADENANTHOS cunningham. prostra","Foliage Type","Acicular - Needle Shaped"
"Benaranurseries","ADENANTHOS cunningham. prostra","Width","100 cm"
"Benaranurseries","ADENANTHOS cunningham. prostra","Height","50 cm"
"Benaranurseries","ADENANTHOS cunningham. prostra","description","Adenanthos cunninghamii prostrate is an evergreen Western Australian native that has a spreading habit.  Young branches bronze in colour and are covered by short white hairs, but these are lost with age and change colour to silver/grey. As cunninghamii is a hybrid between sercius and cuneata so it has the best of both and is ideal for coastal planting and roadside planting.  The fine furry like foliage gives a soft appearance in the garden.  Can also be used for mass planting and mixed native gardens.  Waterwise once established and is very low maintenance.Best grown in full or part shade in well drained soil.  Tolerates light frost and dry conditions.  Adenanthos cunninghamii prostrate will grow to a height of 50cm and a width of 1m."
"Benaranurseries","ADENANTHOS cunninghamii shrub","Common Name","Upright Woolly Bush"
"Benaranurseries","ADENANTHOS cunninghamii shrub","Dimensions","1m high x 2m wide"
"Benaranurseries","ADENANTHOS cunninghamii shrub","Sunlight","Full Sun"
"Benaranurseries","ADENANTHOS cunninghamii shrub","Bird/Wildlife Attracting","No"
"Benaranurseries","ADENANTHOS cunninghamii shrub","Flower Colour","Red"
"Benaranurseries","ADENANTHOS cunninghamii shrub","Flower Type","No"
"Benaranurseries","ADENANTHOS cunninghamii shrub","Foliage Type","No"
"Benaranurseries","ADENANTHOS cunninghamii shrub","description","*"
"Benaranurseries","Adenanthos sericeus","Common Name","Woolly Bush"
"Benaranurseries","Adenanthos sericeus","Plant Type","Coastal, Evergreen, Hedge, Native Australian Plant, Native West Australian Plant, Outdoor, Perennial, Shrub"
"Benaranurseries","Adenanthos sericeus","Dimensions","3m tall"
"Benaranurseries","Adenanthos sericeus","Sunlight","Full Sun, Part Sun"
"Benaranurseries","Adenanthos sericeus","Bird/Wildlife Attracting","Yes"
"Benaranurseries","Adenanthos sericeus","Flower Colour","Orange"
"Benaranurseries","Adenanthos sericeus","Foliage Colour","Green, Grey, Silver"
"Benaranurseries","Adenanthos sericeus","Planting Season","Autumn, Spring, Winter"
"Benaranurseries","Adenanthos sericeus","Flowering Season","Spring, Summer"
"Benaranurseries","Adenanthos sericeus","Botanical Genus","Adenanthos"
"Benaranurseries","Adenanthos sericeus","Botanical Species","sericeus"
"Benaranurseries","Adenanthos sericeus","Flower Type","Tubular - The Corolla Forms A Tube"
"Benaranurseries","Adenanthos sericeus","Foliage Type","Acicular - Needle Shaped"
"Benaranurseries","Adenanthos sericeus","Market Name","Pencil Perfect"
"Benaranurseries","Adenanthos sericeus","Height","300 cm"
"Benaranurseries","Adenanthos sericeus","description","Commonly known as the Woolly Bush, Adenanthos sericeus 'Pencil Perfect' is covered in fine silver/green foliage making it appear and feel soft. This West Australian Native produces small orange flowers for most of the year, however most find the foliage more of a feature in comparison. Adenanthos sericeus 'Pencil Pefect' is ideal for contrast in gardens or landscapes. Its soft foliage will create depth and variation as it is so unique. It can also be used as a hedge or specimen shrub, and also makes a suitable alternative to a Christmas Tree if grown in a pot or container. This plant prefers to be situated in areas exposed of full and partial sun, with free draining soils. Being native, it is incredibly hardy and drought tolerant, surviving on very little water once established. Prune as desired to create shape and maintain size. Adenanthos sericeus 'Pencil Perfect' can grow to a height of 3 metres."
"Benaranurseries","Adenanthos sericeus","Common Name","Woolly Bush"
"Benaranurseries","Adenanthos sericeus","Plant Type","Coastal, Evergreen, Hedge, Native Australian Plant, Native West Australian Plant, Outdoor, Perennial, Shrub"
"Benaranurseries","Adenanthos sericeus","Dimensions","3m high x 2.5m wide"
"Benaranurseries","Adenanthos sericeus","Sunlight","Full Sun, Part Sun"
"Benaranurseries","Adenanthos sericeus","Bird/Wildlife Attracting","Yes"
"Benaranurseries","Adenanthos sericeus","Flower Colour","Red"
"Benaranurseries","Adenanthos sericeus","Foliage Colour","Green, Silver"
"Benaranurseries","Adenanthos sericeus","Flowering Season","Autumn, Spring, Winter"
"Benaranurseries","Adenanthos sericeus","Botanical Genus","Adenanthos"
"Benaranurseries","Adenanthos sericeus","Botanical Species","sericeus"
"Benaranurseries","Adenanthos sericeus","Flower Type","Tubular - The Corolla Forms A Tube"
"Benaranurseries","Adenanthos sericeus","Foliage Type","Acicular - Needle Shaped"
"Benaranurseries","Adenanthos sericeus","Market Name","Silver Streak"
"Benaranurseries","Adenanthos sericeus","Width","250 cm"
"Benaranurseries","Adenanthos sericeus","Height","300 cm"
"Benaranurseries","Adenanthos sericeus","description","Commonly known as the Silver Woolly Bush, Adenanthos sericeus 'Silver Streak' is covered in fine silver/green foliage making it appear and feel soft. This West Australian Native produces small red flowers in spring to autumn, however most find the foliage more of a feature in comparison.Adenanthos sericeus 'Silver Streak' is ideal for contrast in gardens or landscapes. Its soft foliage will create depth and variation as it is so unique. It can also be used as a hedge or specimen shrub, and also makes a suitable alternative to a Christmas Tree if grown in a pot or container. This plant prefers to be situated in areas exposed of full and partial sun, with free draining soils. Being native, Adenanthos sericeus 'Silver Streak' is incredibly hardy and drought tolerant, surviving on very little water once established. Prune as desired to create shape and maintain size.Adenanthos sericeus 'Silver Streak' can grow to a height of 3 metres and a width of 2.5 metres if left unpruned."
"Benaranurseries","Adenanthos sericea","Common Name","Select Wooly Bush"
"Benaranurseries","Adenanthos sericea","Plant Type","Coastal, Evergreen, Hedge, Native Australian Plant, Native West Australian Plant, Outdoor, Perennial, Shrub"
"Benaranurseries","Adenanthos sericea","Dimensions","2-3m high x 2-3m wide"
"Benaranurseries","Adenanthos sericea","Sunlight","Full Sun"
"Benaranurseries","Adenanthos sericea","Bird/Wildlife Attracting","No"
"Benaranurseries","Adenanthos sericea","Flower Colour","Orange"
"Benaranurseries","Adenanthos sericea","Foliage Colour","Green, Grey, Silver"
"Benaranurseries","Adenanthos sericea","Flowering Season","Autumn, Spring, Summer, Winter"
"Benaranurseries","Adenanthos sericea","Botanical Genus","Adenanthos"
"Benaranurseries","Adenanthos sericea","Botanical Species","sericea"
"Benaranurseries","Adenanthos sericea","Flower Type","Tubular - The Corolla Forms A Tube"
"Benaranurseries","Adenanthos sericea","Foliage Type","Acicular - Needle Shaped"
"Benaranurseries","Adenanthos sericea","Width","300 cm"
"Benaranurseries","Adenanthos sericea","Height","300 cm"
"Benaranurseries","Adenanthos sericea","description","Adenanthos sericea select is a medium sized shrub or small tree with upright branches.  The narrow, grey foliage is contrasted by bright orange, tubular flowers produced for most of the year.  Ideal for gardens, windbreaks and coastal planting.Plant in a sunny to partly shaded position in  well drained soil, but will tolerate lime.  Prune after flowering to maintain compact growth.Adenanthos sericea select will grow to a height of 2-3m and a width of 2-3m."
