"study","species","trait_name","value","trait_name_original","value_original"
"Benaranurseries","Acmena smithii minor","description","Cherry Surprise is a naturally compact, extremely hardy lilly pilly with striking bright red new growth that contrasts superbly with the older green foliage. Small cream flowers appear in spring and summer. Perfect for hedging, screening or topiary. Can withstand light frost and is drought tolerant as well as psyllid resistant.  Mulch well after planting and water well in dry weather. Prune lightly after flowering to maintain as dense hedge. Fertilize with slow release fertilizer in late winter and early autumn.","description","Cherry Surprise is a naturally compact, extremely hardy lilly pilly with striking bright red new growth that contrasts superbly with the older green foliage. Small cream flowers appear in spring and summer. Perfect for hedging, screening or topiary. Can withstand light frost and is drought tolerant as well as psyllid resistant.  Mulch well after planting and water well in dry weather. Prune lightly after flowering to maintain as dense hedge. Fertilize with slow release fertilizer in late winter and early autumn."
"Benaranurseries","Acmena smithii","description","An ideal and popular choice for those seeking a screening plant for that extra privacy. Acmena smithii 'Goodbye Neighbours' is commonly known as the Lilly Pilly and has dense green and bronze foliage that will produce small white flowers throughout the year. These flowers will also entice a few birds to the garden.This native is best used for hedging or screening as it can be pruned to the desired look. Plant Acmena smithii Goodbye Neighbours in areas of full to part sun and in moist free draining soils. This variety is tolerant to most conditions including drought, wind, some slight  salt spray and light frost once established. It is also highly resistant to psyllids. Acmena smithii Goodbye Neighbours requires very little maintenance. Water the plant well until established. Occasional watering may be required depending on the climate. Prune as desired.Acmena smithii Goodbye Neighbours will grow to a height up to 10 metres high and a width of 2 metres.  Goodbye Neighbours can grow at a rate of 2m per year.","description","An ideal and popular choice for those seeking a screening plant for that extra privacy. Acmena smithii 'Goodbye Neighbours' is commonly known as the Lilly Pilly and has dense green and bronze foliage that will produce small white flowers throughout the year. These flowers will also entice a few birds to the garden.This native is best used for hedging or screening as it can be pruned to the desired look. Plant Acmena smithii Goodbye Neighbours in areas of full to part sun and in moist free draining soils. This variety is tolerant to most conditions including drought, wind, some slight  salt spray and light frost once established. It is also highly resistant to psyllids. Acmena smithii Goodbye Neighbours requires very little maintenance. Water the plant well until established. Occasional watering may be required depending on the climate. Prune as desired.Acmena smithii Goodbye Neighbours will grow to a height up to 10 metres high and a width of 2 metres.  Goodbye Neighbours can grow at a rate of 2m per year."
"Benaranurseries","Acmena smithii","description","Acmena smithii Allyn Magic is an Australian native ideal for its use as a low hedge. Commonly known as the 'Lilly pilly', Acmena smithii Allyn Magic produces dark green foliage as well as a generous amount of new growth which are a deep bronze maroon shade, adding a spectacular contrast in any garden setting. Acmena smithii Allyn Magic will bloom small white flowers early to late summer. This plant is relatively low maintenance as it does have a high resistance to any sort of pest attack, in particular psyllids. Popular uses for Acmena smithii Allyn Magic include hedging, topiary as well as bonsai's. Its' dwarf habit makes it ideal as a low hedge for pathways. Plant Acmena smithii Allyn Magic in an area of full sun to part shade, with free draining soil. Avoid areas exposed to heavy frost.Water regularly while establishing the plant. Use a slow release fertiliser in spring and autumn as this plant is slow growing and regular fertilising will promote new growth. Prune as desired.Acmena smithii Allyn Magic will grow to a height and width of 50cm.","description","Acmena smithii Allyn Magic is an Australian native ideal for its use as a low hedge. Commonly known as the 'Lilly pilly', Acmena smithii Allyn Magic produces dark green foliage as well as a generous amount of new growth which are a deep bronze maroon shade, adding a spectacular contrast in any garden setting. Acmena smithii Allyn Magic will bloom small white flowers early to late summer. This plant is relatively low maintenance as it does have a high resistance to any sort of pest attack, in particular psyllids. Popular uses for Acmena smithii Allyn Magic include hedging, topiary as well as bonsai's. Its' dwarf habit makes it ideal as a low hedge for pathways. Plant Acmena smithii Allyn Magic in an area of full sun to part shade, with free draining soil. Avoid areas exposed to heavy frost.Water regularly while establishing the plant. Use a slow release fertiliser in spring and autumn as this plant is slow growing and regular fertilising will promote new growth. Prune as desired.Acmena smithii Allyn Magic will grow to a height and width of 50cm."
"Benaranurseries","Acmena smithii","description","Acmena smithii Sublime is an evergreen Australia tree. It is a Lilly Pilly so it does provide the same uses such as screening and hedging if pruned to shape. This plant has vivid lime green new growth which slowly darkens over time. In summer Acmena smithii Sublime produces an abundance of fluffy white flowers that will further develop into edible deep mauve berries. This particular variety will tolerate a variety of conditions which include cold temperatures, light frost and is also equipped with a strong resistance to psyllids. Plant Acmena smithii Sublime in well drained to heavy clay loam. Acmena smithii Sublime requires little maintenance and is suited for areas across Australia. This plant can be trimmed as desired. Slow release fertiliser can be used to encourage new growth. Acmena smithii Sublime will grow to a height of 5 metres and a width of 2-3 metres or can be pruned to maintain height and shape.","description","Acmena smithii Sublime is an evergreen Australia tree. It is a Lilly Pilly so it does provide the same uses such as screening and hedging if pruned to shape. This plant has vivid lime green new growth which slowly darkens over time. In summer Acmena smithii Sublime produces an abundance of fluffy white flowers that will further develop into edible deep mauve berries. This particular variety will tolerate a variety of conditions which include cold temperatures, light frost and is also equipped with a strong resistance to psyllids. Plant Acmena smithii Sublime in well drained to heavy clay loam. Acmena smithii Sublime requires little maintenance and is suited for areas across Australia. This plant can be trimmed as desired. Slow release fertiliser can be used to encourage new growth. Acmena smithii Sublime will grow to a height of 5 metres and a width of 2-3 metres or can be pruned to maintain height and shape."
"Benaranurseries","ADENANTHOS cunningham. prostra","description","Adenanthos cunninghamii prostrate is an evergreen Western Australian native that has a spreading habit.  Young branches bronze in colour and are covered by short white hairs, but these are lost with age and change colour to silver/grey. As cunninghamii is a hybrid between sercius and cuneata so it has the best of both and is ideal for coastal planting and roadside planting.  The fine furry like foliage gives a soft appearance in the garden.  Can also be used for mass planting and mixed native gardens.  Waterwise once established and is very low maintenance.Best grown in full or part shade in well drained soil.  Tolerates light frost and dry conditions.  Adenanthos cunninghamii prostrate will grow to a height of 50cm and a width of 1m.","description","Adenanthos cunninghamii prostrate is an evergreen Western Australian native that has a spreading habit.  Young branches bronze in colour and are covered by short white hairs, but these are lost with age and change colour to silver/grey. As cunninghamii is a hybrid between sercius and cuneata so it has the best of both and is ideal for coastal planting and roadside planting.  The fine furry like foliage gives a soft appearance in the garden.  Can also be used for mass planting and mixed native gardens.  Waterwise once established and is very low maintenance.Best grown in full or part shade in well drained soil.  Tolerates light frost and dry conditions.  Adenanthos cunninghamii prostrate will grow to a height of 50cm and a width of 1m."
"Benaranurseries","ADENANTHOS cunninghamii shrub","description","*","description","*"
"Benaranurseries","Adenanthos sericeus","description","Commonly known as the Woolly Bush, Adenanthos sericeus 'Pencil Perfect' is covered in fine silver/green foliage making it appear and feel soft. This West Australian Native produces small orange flowers for most of the year, however most find the foliage more of a feature in comparison. Adenanthos sericeus 'Pencil Pefect' is ideal for contrast in gardens or landscapes. Its soft foliage will create depth and variation as it is so unique. It can also be used as a hedge or specimen shrub, and also makes a suitable alternative to a Christmas Tree if grown in a pot or container. This plant prefers to be situated in areas exposed of full and partial sun, with free draining soils. Being native, it is incredibly hardy and drought tolerant, surviving on very little water once established. Prune as desired to create shape and maintain size. Adenanthos sericeus 'Pencil Perfect' can grow to a height of 3 metres.","description","Commonly known as the Woolly Bush, Adenanthos sericeus 'Pencil Perfect' is covered in fine silver/green foliage making it appear and feel soft. This West Australian Native produces small orange flowers for most of the year, however most find the foliage more of a feature in comparison. Adenanthos sericeus 'Pencil Pefect' is ideal for contrast in gardens or landscapes. Its soft foliage will create depth and variation as it is so unique. It can also be used as a hedge or specimen shrub, and also makes a suitable alternative to a Christmas Tree if grown in a pot or container. This plant prefers to be situated in areas exposed of full and partial sun, with free draining soils. Being native, it is incredibly hardy and drought tolerant, surviving on very little water once established. Prune as desired to create shape and maintain size. Adenanthos sericeus 'Pencil Perfect' can grow to a height of 3 metres."
"Benaranurseries","Adenanthos sericeus","description","Commonly known as the Silver Woolly Bush, Adenanthos sericeus 'Silver Streak' is covered in fine silver/green foliage making it appear and feel soft. This West Australian Native produces small red flowers in spring to autumn, however most find the foliage more of a feature in comparison.Adenanthos sericeus 'Silver Streak' is ideal for contrast in gardens or landscapes. Its soft foliage will create depth and variation as it is so unique. It can also be used as a hedge or specimen shrub, and also makes a suitable alternative to a Christmas Tree if grown in a pot or container. This plant prefers to be situated in areas exposed of full and partial sun, with free draining soils. Being native, Adenanthos sericeus 'Silver Streak' is incredibly hardy and drought tolerant, surviving on very little water once established. Prune as desired to create shape and maintain size.Adenanthos sericeus 'Silver Streak' can grow to a height of 3 metres and a width of 2.5 metres if left unpruned.","description","Commonly known as the Silver Woolly Bush, Adenanthos sericeus 'Silver Streak' is covered in fine silver/green foliage making it appear and feel soft. This West Australian Native produces small red flowers in spring to autumn, however most find the foliage more of a feature in comparison.Adenanthos sericeus 'Silver Streak' is ideal for contrast in gardens or landscapes. Its soft foliage will create depth and variation as it is so unique. It can also be used as a hedge or specimen shrub, and also makes a suitable alternative to a Christmas Tree if grown in a pot or container. This plant prefers to be situated in areas exposed of full and partial sun, with free draining soils. Being native, Adenanthos sericeus 'Silver Streak' is incredibly hardy and drought tolerant, surviving on very little water once established. Prune as desired to create shape and maintain size.Adenanthos sericeus 'Silver Streak' can grow to a height of 3 metres and a width of 2.5 metres if left unpruned."
"Benaranurseries","Adenanthos sericea","description","Adenanthos sericea select is a medium sized shrub or small tree with upright branches.  The narrow, grey foliage is contrasted by bright orange, tubular flowers produced for most of the year.  Ideal for gardens, windbreaks and coastal planting.Plant in a sunny to partly shaded position in  well drained soil, but will tolerate lime.  Prune after flowering to maintain compact growth.Adenanthos sericea select will grow to a height of 2-3m and a width of 2-3m.","description","Adenanthos sericea select is a medium sized shrub or small tree with upright branches.  The narrow, grey foliage is contrasted by bright orange, tubular flowers produced for most of the year.  Ideal for gardens, windbreaks and coastal planting.Plant in a sunny to partly shaded position in  well drained soil, but will tolerate lime.  Prune after flowering to maintain compact growth.Adenanthos sericea select will grow to a height of 2-3m and a width of 2-3m."
"Benaranurseries","Adiantum raddianum","description","Adiantum fragrans is commonly known as the Maiden hair fern, is one of the easiest Maiden Hair ferns to grown.  This delicate and compact little fern has creeping rhizomes that produce clusters of spreading pinnate, lacy, light green fronds on shiny black stalks. It is a pretty and delicate fern beautiful in courtyards or kept as an indoor plant in a high light position.It prefers organically rich soil and to be kept moist but not soggy in semi shade positions away from the hot sun and winds.Fertilise with a mild liquid fertiliser.Adiantum fragrans can grow up to 80cm high x 80cm wide but more commonly will be much smaller.","description","Adiantum fragrans is commonly known as the Maiden hair fern, is one of the easiest Maiden Hair ferns to grown.  This delicate and compact little fern has creeping rhizomes that produce clusters of spreading pinnate, lacy, light green fronds on shiny black stalks. It is a pretty and delicate fern beautiful in courtyards or kept as an indoor plant in a high light position.It prefers organically rich soil and to be kept moist but not soggy in semi shade positions away from the hot sun and winds.Fertilise with a mild liquid fertiliser.Adiantum fragrans can grow up to 80cm high x 80cm wide but more commonly will be much smaller."
"Benaranurseries","Agapanthus praecox","description","Agapanthus 'Baby Pete' is a dwarf compact form that produces an attractive display of blue to purple flowers, sitting high on top of the foliage. This particular variety blooms weeks earlier than other Agapanthus varieties, producing brilliant colour for longer. Agapanthus Baby Pete is also sterile and is breed to not produce fertile seed.This plant is suited for an abundance of uses; some include containers, mass plantings, edging for paths or driveways. Agapanthus 'Baby Pete' is easy to grow in most soil types that are well draining, with exposure to full sun. Agapanthus Baby Pete has low water requirements and has proven to be quite drought tolerant, only needing watering during hotter periods.  A slow release fertiliser can be used in spring. Pruning is unnecessary; however removal of dead flower stems will encourage further flushes. Agapanthus Baby Pete will grow to a height of 20cm with a width of 40cm.  Flowers can be 35cm high.","description","Agapanthus 'Baby Pete' is a dwarf compact form that produces an attractive display of blue to purple flowers, sitting high on top of the foliage. This particular variety blooms weeks earlier than other Agapanthus varieties, producing brilliant colour for longer. Agapanthus Baby Pete is also sterile and is breed to not produce fertile seed.This plant is suited for an abundance of uses; some include containers, mass plantings, edging for paths or driveways. Agapanthus 'Baby Pete' is easy to grow in most soil types that are well draining, with exposure to full sun. Agapanthus Baby Pete has low water requirements and has proven to be quite drought tolerant, only needing watering during hotter periods.  A slow release fertiliser can be used in spring. Pruning is unnecessary; however removal of dead flower stems will encourage further flushes. Agapanthus Baby Pete will grow to a height of 20cm with a width of 40cm.  Flowers can be 35cm high."
"Benaranurseries","AGAPANTHUS Black Magic","description","Agapanthus Black Magic is a stunning Agapanthus, featuring umbrellas of blackish buds opening to deep dark purple flowers over the Summer months. The dark green foliage from which the stems emerge provides a contrasting backdrop. Ideal for borders and around tubs, containers and trees or to edge pathways or driveways.It is the perfect plant in times of drought and water restrictions. Prefers full sun to part shade position.Agapanthus Black Magic will grow to a height of 1m and a width of 75cm.","description","Agapanthus Black Magic is a stunning Agapanthus, featuring umbrellas of blackish buds opening to deep dark purple flowers over the Summer months. The dark green foliage from which the stems emerge provides a contrasting backdrop. Ideal for borders and around tubs, containers and trees or to edge pathways or driveways.It is the perfect plant in times of drought and water restrictions. Prefers full sun to part shade position.Agapanthus Black Magic will grow to a height of 1m and a width of 75cm."
"Benaranurseries","Agapanthus hybrid","description","This tall flowering agapanthus has pure white flowers on 1.2m tall spikes. It is vigorous growing and fast clumping.This variety is bred using tissue culture to ensure uniformity and stability of floweringThe foliage is lush green with strap-like leaves.As with all agapanthus it is hardy and suited to most soil types and waterwise.","description","This tall flowering agapanthus has pure white flowers on 1.2m tall spikes. It is vigorous growing and fast clumping.This variety is bred using tissue culture to ensure uniformity and stability of floweringThe foliage is lush green with strap-like leaves.As with all agapanthus it is hardy and suited to most soil types and waterwise."
"Benaranurseries","Agapanthus orientalis","description","Agapanthus orientalis 'Blue' produces an attractive display of blue to purple flowers from a terminal cluster that sit high on top of the strap like foliage. This species is commonly known as the Lilly of the Nile, with it originally discovered in South Africa. This plant is suited for an abundance of uses; some include containers, mass plantings, edging for paths or driveways. Agapanthus orientalis Blue is easy to grow in most soil types that are well draining, with exposure to full sun or partial shade. Agapanthus orientalis Blue has low water requirements and has proven to be quite drought tolerant, only needing watering during hotter periods.  A slow release fertiliser can be used in spring. Pruning is unnecessary; however removal of dead flower stems will encourage further flushes. Agapanthus orientalis Blue can grow to a height of 70cm by 50cm wide.  Flowers can reach up to 1m in height.","description","Agapanthus orientalis 'Blue' produces an attractive display of blue to purple flowers from a terminal cluster that sit high on top of the strap like foliage. This species is commonly known as the Lilly of the Nile, with it originally discovered in South Africa. This plant is suited for an abundance of uses; some include containers, mass plantings, edging for paths or driveways. Agapanthus orientalis Blue is easy to grow in most soil types that are well draining, with exposure to full sun or partial shade. Agapanthus orientalis Blue has low water requirements and has proven to be quite drought tolerant, only needing watering during hotter periods.  A slow release fertiliser can be used in spring. Pruning is unnecessary; however removal of dead flower stems will encourage further flushes. Agapanthus orientalis Blue can grow to a height of 70cm by 50cm wide.  Flowers can reach up to 1m in height."
"Benaranurseries","AGAPANTHUS Summer Pearl","description","Agapanthus 'Summer Pearl' produces larger terminal clusters that form an abundance of individual blooms of crisp white flowers. These flowers sit high on top of the strappy evergreen foliage. This particular variety has a longer flowering period starting in early summer. This species is commonly known as the Lilly of the Nile.This plant is suited for an abundance of uses; some include containers, mass plantings, edging for paths or driveways. It also makes a stand out border when in flower.  Agapanthus 'Summer Pearl' is easy to grow in most soil types, with exposure to full sun or partial sun. Agapanthus 'Summer Pearl' has low water requirements and has proven to be quite drought tolerant, only needing watering during hotter periods.  A slow release fertiliser can be used in spring. Pruning is unnecessary; however removal of dead flower stems will encourage further flushes. Agapanthus Summer Pearl can grow to a height and width of 60cm with flowers reaching over 1m high.","description","Agapanthus 'Summer Pearl' produces larger terminal clusters that form an abundance of individual blooms of crisp white flowers. These flowers sit high on top of the strappy evergreen foliage. This particular variety has a longer flowering period starting in early summer. This species is commonly known as the Lilly of the Nile.This plant is suited for an abundance of uses; some include containers, mass plantings, edging for paths or driveways. It also makes a stand out border when in flower.  Agapanthus 'Summer Pearl' is easy to grow in most soil types, with exposure to full sun or partial sun. Agapanthus 'Summer Pearl' has low water requirements and has proven to be quite drought tolerant, only needing watering during hotter periods.  A slow release fertiliser can be used in spring. Pruning is unnecessary; however removal of dead flower stems will encourage further flushes. Agapanthus Summer Pearl can grow to a height and width of 60cm with flowers reaching over 1m high."
"Benaranurseries","Agave attenuata","description","Agave Silver Trim PBR is a fantastic low maintenance succulent with stylish fleshy grey-green foliage, with each leaf being bordered by a striking silver border.  Silver Trim PBR forms a neat rosette forming clump with pups forming at the base. An eye catching decorative addition to any garden and looks fantastic in pots, containers and mixed succulent gardens. Prefers a sunny to partly shaded position in free draining soil.Fertilise annually with a long term, slow release fertiliser and protect from frosts.Agave Silver Trim PBR will grow to 1m high x 1m wide.","description","Agave Silver Trim PBR is a fantastic low maintenance succulent with stylish fleshy grey-green foliage, with each leaf being bordered by a striking silver border.  Silver Trim PBR forms a neat rosette forming clump with pups forming at the base. An eye catching decorative addition to any garden and looks fantastic in pots, containers and mixed succulent gardens. Prefers a sunny to partly shaded position in free draining soil.Fertilise annually with a long term, slow release fertiliser and protect from frosts.Agave Silver Trim PBR will grow to 1m high x 1m wide."
"Benaranurseries","Agave attenuata","description","A truly attractive plant with eye-catching foliage and tall flowers. This particular variety is more commonly known as the Century plant as it is said to take years to flower and after doing so it dies, with smaller new plants called 'pups' appearing at the base to continue on the growth. Agave attenuata forms rosettes of green to blue leaves and will add a definite feature to any garden or landscape. Placed in a pot and Agave attenuata will last for many years, adding character and texture to the garden. It can also be used in rockeries, courtyards and embankments. Agave attenuata is best grown in a well drained soil in full sun and will tolerate long periods of dryness but does need protection from frost. Once established, Agave attenuata is reasonably low maintenance and waterwise. It can be watered once a fortnight but will still thrive in periods of dryness. Be sure to situate this plant with fair space as it does tend to lean over its trunk and will flower up to 3m high when mature. For healthy growth, fertilise with a slow release fertiliser. Agave attenuata foliagfe can grow to a height of 1.5 metres and width of 80cm.","description","A truly attractive plant with eye-catching foliage and tall flowers. This particular variety is more commonly known as the Century plant as it is said to take years to flower and after doing so it dies, with smaller new plants called 'pups' appearing at the base to continue on the growth. Agave attenuata forms rosettes of green to blue leaves and will add a definite feature to any garden or landscape. Placed in a pot and Agave attenuata will last for many years, adding character and texture to the garden. It can also be used in rockeries, courtyards and embankments. Agave attenuata is best grown in a well drained soil in full sun and will tolerate long periods of dryness but does need protection from frost. Once established, Agave attenuata is reasonably low maintenance and waterwise. It can be watered once a fortnight but will still thrive in periods of dryness. Be sure to situate this plant with fair space as it does tend to lean over its trunk and will flower up to 3m high when mature. For healthy growth, fertilise with a slow release fertiliser. Agave attenuata foliagfe can grow to a height of 1.5 metres and width of 80cm."
"Benaranurseries","Agave attenuata","description","Agave attenuata Boutin Blue is a handsome blue Agave that resembles a large rosetting flower, it also has a bluer and broader leaves and upright flower stalks when compared to the species.Good for poolside gardens and containers Full sun in coastal areas, provide light shade in hotter climates.  Frost tender.Agave Boutin Blue will grow to a height of 1.5m and a width of 1.5m.","description","Agave attenuata Boutin Blue is a handsome blue Agave that resembles a large rosetting flower, it also has a bluer and broader leaves and upright flower stalks when compared to the species.Good for poolside gardens and containers Full sun in coastal areas, provide light shade in hotter climates.  Frost tender.Agave Boutin Blue will grow to a height of 1.5m and a width of 1.5m."
