"study","species","trait_name","value"
"ACTplanting","Callitris glaucophylla","Landscape use","Available Soil Volume required 30m3"
"ACTplanting","Callitris glaucophylla","Landscape use","A useful tree for parks and woodlands"
"ACTplanting","Callitris glaucophylla","Landscape use","Good for use on hard sites"
"ACTplanting","Callitris glaucophylla","Landscape use","Requires a minimum clearance of 6 metres from buildings"
"ACTplanting","Callitris glaucophylla","Use considerations","High frost tolerance and moderate drought tolerance"
"ACTplanting","Callitris glaucophylla","Use considerations","Grows in a range of soils including heavy loams, alluvial soils and skeletal rocky sites on low slopes"
"ACTplanting","Callitris glaucophylla","Use considerations","Requires well drained soils"
"ACTplanting","Callitris glaucophylla","Use considerations","Long lived"
"ACTplanting","Callitris glaucophylla","Use considerations","Slow to moderate growth rate"
"ACTplanting","Callitris glaucophylla","Use considerations","Can burn fiercely and crowns are to be kept from interlocking"
"ACTplanting","Callitris glaucophylla","Use considerations","Occasionally affected by Callitris Sawfly"
"ACTplanting","Callitris glaucophylla","Use considerations","Provides habitat for wildlife"
"ACTplanting","Callitris glaucophylla","Use considerations","Timber is resistant to termites"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Botanical Name"," Casuarina cunninghamiana subsp. cunninghamiana (Csc)"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Common Name"," river she-oak"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Species description","Evergreen"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Species description","Rounded to elliptical form"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Species description","Finely fissured grey bark"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Species description","Slightly pendulous dark green branchlets to 25 centimetres long"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Species description","Insignificant flowers"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Species description","Small cone-like fruit"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Height and width","18 to 20 metres tall by 12 to 15 metres wide"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Landscape use","Suitable for use in parks, however it is difficult to grow turf or other plants under this species"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Landscape use","Suitable for use in revegetation areas"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Landscape use","Looks best when planted in groves, clumps or as a screening plant"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Landscape use","Requires a minimum clearance of 7 metres from buildings"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","Very suitable for Canberra’s climate, and has been widely planted"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","Suitable for a broad range of microclimates including boggy locations"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","High frost and drought tolerance"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","Can grow on nutrient poor soils, and very tolerant of high levels of soil compaction"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","Not suitable for dry sites"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","Long lived"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","Fast growth rate when young"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","Requires low maintenance, but high flammability due to litter build up"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","Can be susceptible to pests and diseases that cause obvious foliage damage"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","Provides habitat/food for a range of fauna"
"ACTplanting","Casuarina cunninghamiana subsp. cunninghamiana","Use considerations","Listed as an ecologically beneficial species under the Tree Protection Act 2005"
"ACTplanting","Eucalytpus acaciiformis","Botanical Name"," Eucalytpus acaciiformis (Eac)"
"ACTplanting","Eucalytpus acaciiformis","Common Name"," wattle-leaf peppermint"
"ACTplanting","Eucalytpus acaciiformis","Species description","Evergreen"
"ACTplanting","Eucalytpus acaciiformis","Species description","Wide spreading woodland eucalypt"
"ACTplanting","Eucalytpus acaciiformis","Species description","Fibrous and fissured brown bark"
"ACTplanting","Eucalytpus acaciiformis","Species description","Leaves very similar to Acacia phyllodes"
"ACTplanting","Eucalytpus acaciiformis","Species description","Small hemispherical woody fruit"
"ACTplanting","Eucalytpus acaciiformis","Height and width","15 to 20 metres tall by 15 metres wide 15m"
"ACTplanting","Eucalytpus acaciiformis","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalytpus acaciiformis","Landscape use","A tree primarily for very open areas, such as urban parks"
"ACTplanting","Eucalytpus acaciiformis","Landscape use","Requires a minimum clearance of 9 metres from buildings"
"ACTplanting","Eucalytpus acaciiformis","Use considerations","Not widely used in Canberra"
"ACTplanting","Eucalytpus acaciiformis","Use considerations","High frost and drought tolerance"
"ACTplanting","Eucalytpus acaciiformis","Use considerations","Found on poor ridges of well drained stony or clay soils which are usually dry over summer"
"ACTplanting","Eucalytpus acaciiformis","Use considerations","Medium longevity"
"ACTplanting","Eucalytpus acaciiformis","Use considerations","Fast growth rate"
"ACTplanting","Eucalytpus acaciiformis","Use considerations","High flammability"
"ACTplanting","Eucalytpus acaciiformis","Use considerations","Provides a good roosting and nesting area for wildlife"
"ACTplanting","Eucalytpus acaciiformis","Use considerations","Could be attractive to parrots as a food source"
"ACTplanting","Eucalytpus acaciiformis","Use considerations","May have problems with leaf drop"
"ACTplanting","Eucalyptus albens","Botanical Name"," Eucalyptus albens (Eal)"
"ACTplanting","Eucalyptus albens","Common Name"," white box"
"ACTplanting","Eucalyptus albens","Species description","Evergreen"
"ACTplanting","Eucalyptus albens","Species description","Wide crowned woodland eucalypt"
"ACTplanting","Eucalyptus albens","Species description","Whitish-grey, fibrous and often tessellated bark, becoming smooth in the upper branches"
"ACTplanting","Eucalyptus albens","Species description","Glaucous blue-green lanceolate foliage"
"ACTplanting","Eucalyptus albens","Species description","Creamy white flowers"
"ACTplanting","Eucalyptus albens","Species description","Barrel shaped, woody and often waxy fruit"
"ACTplanting","Eucalyptus albens","Height and width","15 to 20 metres tall by 10 to 15 metres wide"
"ACTplanting","Eucalyptus albens","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalyptus albens","Landscape use","Can be used as a street tree and in parklands"
"ACTplanting","Eucalyptus albens","Landscape use","Suitable for use in the inner asset protection zone provided crowns do not interlock"
"ACTplanting","Eucalyptus albens","Landscape use","Requires a minimum clearance of 9 metres from buildings"
"ACTplanting","Eucalyptus albens","Use considerations","Suitable for most open situations in Canberra"
"ACTplanting","Eucalyptus albens","Use considerations","High frost and drought tolerance"
"ACTplanting","Eucalyptus albens","Use considerations","Prefers moderately fertile soils, but can grow well on harsh sites; does not tolerate water-logging"
"ACTplanting","Eucalyptus albens","Use considerations","Medium to long lived"
"ACTplanting","Eucalyptus albens","Use considerations","Slow to moderate growth rate"
"ACTplanting","Eucalyptus albens","Use considerations","Moderate flammability"
"ACTplanting","Eucalyptus albens","Use considerations","Pruning may be required during formative stages if being used in formal street plantings to avoid crooked stems"
"ACTplanting","Eucalyptus albens","Use considerations","Likely to be susceptible to local eucalypt pests"
"ACTplanting","Eucalyptus albens","Use considerations","Provides browsing and protective habitat for birds and wildlife"
"ACTplanting","Eucalyptus andrewsii","Botanical Name"," Eucalyptus andrewsii (Ean)"
"ACTplanting","Eucalyptus andrewsii","Common Name"," New England blackbutt"
"ACTplanting","Eucalyptus andrewsii","Species description","Evergreen"
"ACTplanting","Eucalyptus andrewsii","Species description","Erect tree with a moderately dense crown"
"ACTplanting","Eucalyptus andrewsii","Species description","Grey-brown fibrous bark on trunk and larger branches, shedding in ribbons in crown"
"ACTplanting","Eucalyptus andrewsii","Species description","Green to slightly blue-green foliage, 9 to 17 centimetres long"
"ACTplanting","Eucalyptus andrewsii","Species description","White flowers"
"ACTplanting","Eucalyptus andrewsii","Species description","Hemispherical or cup-shaped woody fruit"
"ACTplanting","Eucalyptus andrewsii","Height and width","20 metres tall by 15 metres wide"
"ACTplanting","Eucalyptus andrewsii","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalyptus andrewsii","Landscape use","Suitable for planting in parklands and wildlife corridors"
"ACTplanting","Eucalyptus andrewsii","Landscape use","Not suitable for high use areas"
"ACTplanting","Eucalyptus andrewsii","Landscape use","Requires a minimum clearance of 9 metres from buildings"
"ACTplanting","Eucalyptus andrewsii","Use considerations","Naturally suited to temperate climates"
"ACTplanting","Eucalyptus andrewsii","Use considerations","High frost and drought tolerance"
"ACTplanting","Eucalyptus andrewsii","Use considerations","Can grow on poorer sites, but likely to perform better on soils with higher moisture levels"
"ACTplanting","Eucalyptus andrewsii","Use considerations","Long lived"
"ACTplanting","Eucalyptus andrewsii","Use considerations","Fast growth rate"
"ACTplanting","Eucalyptus andrewsii","Use considerations","Could be planted in the inner asset protection zone, provided it is well spaced without crowns interlocking"
"ACTplanting","Eucalyptus andrewsii","Use considerations","Can provide browsing and protective habitat for wildlife in hollows as it ages"
"ACTplanting","Eucalyptus angophoroides","Botanical Name"," Eucalyptus angophoroides (Eah)"
"ACTplanting","Eucalyptus angophoroides","Common Name"," apple-topped box"
"ACTplanting","Eucalyptus angophoroides","Species description","Evergreen"
"ACTplanting","Eucalyptus angophoroides","Species description","Tall upright tree with a straight trunk"
"ACTplanting","Eucalyptus angophoroides","Species description","Rough, persistent grey-brown bark on trunk and branches"
"ACTplanting","Eucalyptus angophoroides","Species description","Alternate, dull green narrow-lanceolate to lanceolate leaves"
"ACTplanting","Eucalyptus angophoroides","Species description","Hemispherical or conical shaped fruit with a flat or slightly raised disc"
"ACTplanting","Eucalyptus angophoroides","Height and width","20 metres tall by 12 metres wide"
"ACTplanting","Eucalyptus angophoroides","Landscape use","Available Soil Volume required 43m3"
"ACTplanting","Eucalyptus angophoroides","Landscape use","Suitable for use in parks"
"ACTplanting","Eucalyptus angophoroides","Landscape use","No current urban plantings, however was recommended for use in public open space from the Weston Eucalypt Trial,"
"ACTplanting","Eucalyptus angophoroides","Landscape use","Requires a minimum clearance of 6 metres from buildings"
"ACTplanting","Eucalyptus angophoroides","Use considerations","Naturally suited to humid to sub-humid coastal range areas, although the Weston Eucalypt Trial suggests it is"
"ACTplanting","Eucalyptus angophoroides","Use considerations","Moderate to high frost tolerance and moderate drought tolerance"
"ACTplanting","Eucalyptus angophoroides","Use considerations","Grows naturally on sedimentary and fertile, deeper loamy alluvial soils and tolerates occasional flooding"
"ACTplanting","Eucalyptus angophoroides","Use considerations","Medium to long lived"
"ACTplanting","Eucalyptus angophoroides","Use considerations","Fast growth rate"
"ACTplanting","Eucalyptus angophoroides","Use considerations","High flammability"
"ACTplanting","Eucalyptus baueriana","Botanical Name"," Eucalyptus baueriana (Eba)"
"ACTplanting","Eucalyptus baueriana","Common Name"," blue box"
"ACTplanting","Eucalyptus baueriana","Species description","Evergreen"
"ACTplanting","Eucalyptus baueriana","Species description","Rounded to elliptical form with a straight trunk"
"ACTplanting","Eucalyptus baueriana","Species description","Fibrous bark shedding in short ribbons"
"ACTplanting","Eucalyptus baueriana","Species description","Broad green semi-glossy lanceolate leaves"
"ACTplanting","Eucalyptus baueriana","Species description","Cream to white flowers in late spring to summer"
"ACTplanting","Eucalyptus baueriana","Species description","Small woody conical fruit"
"ACTplanting","Eucalyptus baueriana","Height and width","15 to 20 metres tall by 15 metres wide"
"ACTplanting","Eucalyptus baueriana","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalyptus baueriana","Landscape use","Suitable for use in urban parks and wildlife corridors"
"ACTplanting","Eucalyptus baueriana","Landscape use","Could be trialled for use as a street tree"
"ACTplanting","Eucalyptus baueriana","Landscape use","Requires a minimum clearance of 9 metres from buildings"
"ACTplanting","Eucalyptus baueriana","Use considerations","Grows in a wide range of climatic conditions"
"ACTplanting","Eucalyptus baueriana","Use considerations","Frost tolerant to minus 7 degrees Celsius and high drought tolerance"
"ACTplanting","Eucalyptus baueriana","Use considerations","Grows well in a range of soils, from sandy to clay loams"
"ACTplanting","Eucalyptus baueriana","Use considerations","Medium to long lived"
"ACTplanting","Eucalyptus baueriana","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus baueriana","Use considerations","Flammable due to the fibrous bark"
"ACTplanting","Eucalyptus baueriana","Use considerations","Requires a usual level of formative pruning and the regular removal of dead branches"
"ACTplanting","Eucalyptus baueriana","Use considerations","Likely to be susceptible to most local eucalypt pests, but suffers no significant damage"
"ACTplanting","Eucalyptus benthamii","Botanical Name"," Eucalyptus benthamii (Ebe)"
"ACTplanting","Eucalyptus benthamii","Common Name"," Camden white gum"
"ACTplanting","Eucalyptus benthamii","Species description","Evergreen"
"ACTplanting","Eucalyptus benthamii","Species description","Tall straight tree with multi-branched crown"
"ACTplanting","Eucalyptus benthamii","Species description","Smooth white bark, shedding in long ribbons from summer to autumn"
"ACTplanting","Eucalyptus benthamii","Species description","Dull green lanceolate leaves"
"ACTplanting","Eucalyptus benthamii","Species description","White flowers from January to March"
"ACTplanting","Eucalyptus benthamii","Species description","Small bell shaped capsules"
"ACTplanting","Eucalyptus benthamii","Height and width","15 to 25 metres tall by 10 to 20 metres wide"
"ACTplanting","Eucalyptus benthamii","Landscape use","Available Soil Volume required 121m3"
"ACTplanting","Eucalyptus benthamii","Landscape use","Suitable for use in parks and open space areas, away from nature reserves"
"ACTplanting","Eucalyptus benthamii","Landscape use","A useful specimen tree"
"ACTplanting","Eucalyptus benthamii","Landscape use","Requires a minimum clearance of 11 metres from buildings"
"ACTplanting","Eucalyptus benthamii","Use considerations","High frost tolerance and moderate drought tolerance"
"ACTplanting","Eucalyptus benthamii","Use considerations","Better suited to fertile loams and alluvia on flatter or low slopes"
"ACTplanting","Eucalyptus benthamii","Use considerations","Long lived in its natural environment"
"ACTplanting","Eucalyptus benthamii","Use considerations","Fast growth rate"
"ACTplanting","Eucalyptus benthamii","Use considerations","Ribbons of bark may cause problems with flammability in the inner asset protection zone, although should be"
"ACTplanting","Eucalyptus benthamii","Use considerations","Can require formative pruning"
"ACTplanting","Eucalyptus benthamii","Use considerations","Provides habitat for a wide variety of local fauna, especially birds and bats"
"ACTplanting","Eucalyptus benthamii","Use considerations","Classified as a vulnerable species due to the destruction of its natural habitat"
"ACTplanting","Eucalyptus blakelyi","Botanical Name"," Eucalyptus blakelyi (Ebl)"
"ACTplanting","Eucalyptus blakelyi","Common Name"," Blakely’s red gum"
"ACTplanting","Eucalyptus blakelyi","Species description","Evergreen"
"ACTplanting","Eucalyptus blakelyi","Species description","Tall tree with an open canopy and the trunk making up about half the height of the tree"
"ACTplanting","Eucalyptus blakelyi","Species description","Smooth grey-cream bark"
"ACTplanting","Eucalyptus blakelyi","Species description","Grey green lanceolate leaves"
"ACTplanting","Eucalyptus blakelyi","Species description","Small woody ovoid fruit"
"ACTplanting","Eucalyptus blakelyi","Height and width","25 metres tall by 20 metres wide in undisturbed natural"
"ACTplanting","Eucalyptus blakelyi","Height and width","25 metres tall by 20 metres wide in undisturbed natural"
"ACTplanting","Eucalyptus blakelyi","Occurs naturally on tablelands and slopes in NSW and","ctoria, also common in the ACT in grassy woodlands"
"ACTplanting","Eucalyptus blakelyi","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalyptus blakelyi","Landscape use","Suitable for use in heritage areas, revegetation areas and for re-creating local woodland communities"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Well suited to the local climate"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Medium to high frost and drought tolerance"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Grows best on medium to good quality loamy soils and tolerates occasional water logging"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Commonly found on flats and lower slopes"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Medium longevity due to insect attacks"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Low flammability due to the smooth bark"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Requires spraying for insect and scale infestations at least until semi-mature age"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Old specimens often drop large limbs and require annual dead wood removal in high use areas"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Provides wildlife habitat by attracts insect eating birds and producing significant hollows in old growth trees"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Readily coppices and often produces seedlings growing outside the drip line"
"ACTplanting","Eucalyptus blakelyi","Use considerations","Listed as an ecologically beneficial species under the Tree Protection Act 2005"
"ACTplanting","Eucalyptus blaxlandii","Botanical Name"," Eucalyptus blaxlandii (Ebx)"
"ACTplanting","Eucalyptus blaxlandii","Common Name"," Blaxland’s stringybark"
"ACTplanting","Eucalyptus blaxlandii","Species description","Evergreen"
"ACTplanting","Eucalyptus blaxlandii","Species description","Rounded to elliptical form"
"ACTplanting","Eucalyptus blaxlandii","Species description","Reddish deeply furrowed bark"
"ACTplanting","Eucalyptus blaxlandii","Species description","Slightly sickle shaped dull green leaves"
"ACTplanting","Eucalyptus blaxlandii","Species description","White flowers in dense clusters in October and November"
"ACTplanting","Eucalyptus blaxlandii","Species description","Small globular fruit"
"ACTplanting","Eucalyptus blaxlandii","Height and width","20 metres tall by 15 metres wide"
"ACTplanting","Eucalyptus blaxlandii","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalyptus blaxlandii","Landscape use","Can be used in urban parks and possibly as street trees once further trialled"
"ACTplanting","Eucalyptus blaxlandii","Landscape use","Requires a minimum clearance of 9 metres from buildings"
"ACTplanting","Eucalyptus blaxlandii","Use considerations","Suitable for the Canberra climate"
"ACTplanting","Eucalyptus blaxlandii","Use considerations","High frost tolerance to minus 10 degrees Celsius and moderate drought tolerance"
"ACTplanting","Eucalyptus blaxlandii","Use considerations","Grows in gravel and poor to good soils"
"ACTplanting","Eucalyptus blaxlandii","Use considerations","May require higher rainfall than the ACT average"
"ACTplanting","Eucalyptus blaxlandii","Use considerations","Long lived"
"ACTplanting","Eucalyptus blaxlandii","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus blaxlandii","Use considerations","High flammability"
"ACTplanting","Eucalyptus blaxlandii","Use considerations","Likely to be susceptible to most local eucalypt pests, such as sawfly larvae"
"ACTplanting","Eucalyptus blaxlandii","Use considerations","Requires a usual level of pruning and removal of dead branches for eucalypts"
"ACTplanting","Eucalyptus blaxlandii","Use considerations","Provides excellent wildlife habitat"
"ACTplanting","Eucalyptus bridgesiana","Botanical Name"," Eucalyptus bridgesiana (Ebr)"
"ACTplanting","Eucalyptus bridgesiana","Common Name"," apple box"
"ACTplanting","Eucalyptus bridgesiana","Species description","Evergreen"
"ACTplanting","Eucalyptus bridgesiana","Species description","Rounded crown with low branches"
"ACTplanting","Eucalyptus bridgesiana","Species description","Grey, scaly short fibred bark"
"ACTplanting","Eucalyptus bridgesiana","Species description","Heart-shaped juvenile leaves and tapering, green, semi-glossy adult leaves"
"ACTplanting","Eucalyptus bridgesiana","Species description","White flowers from January to May"
"ACTplanting","Eucalyptus bridgesiana","Species description","Small rounded woody fruit"
"ACTplanting","Eucalyptus bridgesiana","Height and width","20 metres tall by 15 metres wide"
"ACTplanting","Eucalyptus bridgesiana","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalyptus bridgesiana","Landscape use","Suitable for use in large parks and revegetation areas"
"ACTplanting","Eucalyptus bridgesiana","Landscape use","A good species for wildlife corridors as the flowers are attractive to birds and bees"
"ACTplanting","Eucalyptus bridgesiana","Landscape use","Very suitable for use as a windbreak"
"ACTplanting","Eucalyptus bridgesiana","Landscape use","Requires a minimum clearance of 9 metres from buildings"
"ACTplanting","Eucalyptus bridgesiana","Use considerations","A local species, well suited to the Canberra climate"
"ACTplanting","Eucalyptus bridgesiana","Use considerations","High frost tolerance and moderate drought tolerance"
"ACTplanting","Eucalyptus bridgesiana","Use considerations","Tolerates strong winds and is suitable for cold, exposed sites"
"ACTplanting","Eucalyptus bridgesiana","Use considerations","Can tolerate a range of soils from sandy clay loams to heavy clays, but prefers well drained soils and will not tolerate water logging"
"ACTplanting","Eucalyptus bridgesiana","Use considerations","Medium to long lived"
"ACTplanting","Eucalyptus bridgesiana","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus bridgesiana","Use considerations","High flammability"
"ACTplanting","Eucalyptus bridgesiana","Use considerations","Some reports of pest damage, and a known host for native aerial mistletoe species"
"ACTplanting","Eucalyptus bridgesiana","Use considerations","A key grassy woodland species"
"ACTplanting","Eucalyptus bridgesiana","Use considerations","Listed as an ecologically beneficial species under the Tree Protection Act 2005"
"ACTplanting","Eucalyptus elata","Botanical Name"," Eucalyptus elata (Eel)"
"ACTplanting","Eucalyptus elata","Common Name"," river peppermint"
"ACTplanting","Eucalyptus elata","Species description","Rounded to elliptical form"
"ACTplanting","Eucalyptus elata","Species description","Bark is rough on the lower trunk, and sheds in ribbons from upper trunk and branches, often hanging in the crown"
"ACTplanting","Eucalyptus elata","Species description","Graceful light green foliage with a somewhat pendulous habit"
"ACTplanting","Eucalyptus elata","Species description","Cream umbels of flowers in spring"
"ACTplanting","Eucalyptus elata","Species description","Small hemispherical woody fruit"
"ACTplanting","Eucalyptus elata","Height and width","25 metres tall by 15 metres wide"
"ACTplanting","Eucalyptus elata","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalyptus elata","Landscape use","Suitable for use in parklands"
"ACTplanting","Eucalyptus elata","Landscape use","Very useful in creek corridors"
"ACTplanting","Eucalyptus elata","Landscape use","Requires a minimum clearance of 7 metres from buildings"
"ACTplanting","Eucalyptus elata","Use considerations","More suited to temperate climates and only moderately suited to Canberra’s climate"
"ACTplanting","Eucalyptus elata","Use considerations","Performance is not always good, particularly on harder sites"
"ACTplanting","Eucalyptus elata","Use considerations","Moderate to high frost tolerance and moderate drought tolerance"
"ACTplanting","Eucalyptus elata","Use considerations","Suitable for a wide range of soil types"
"ACTplanting","Eucalyptus elata","Use considerations","Medium to long lived and fast growing"
"ACTplanting","Eucalyptus elata","Use considerations","Moderate flammability due to the retention of bark ribbons"
"ACTplanting","Eucalyptus elata","Use considerations","Affected by scale and other common local pest species"
"ACTplanting","Eucalyptus elata","Use considerations","Formative pruning is important to avoid multi-branching"
"ACTplanting","Eucalyptus elata","Use considerations","Provides protective, browsing and breeding habitat if allowed to decline"
"ACTplanting","Eucalyptus elata","Use considerations","Listed as problematic tree species under the Tree Protection Act 2005"
"ACTplanting","Eucalyptus globoidea","Botanical Name"," Eucalyptus globoidea (Egl)"
"ACTplanting","Eucalyptus globoidea","Common Name"," white stringybark"
"ACTplanting","Eucalyptus globoidea","Species description","Evergreen"
"ACTplanting","Eucalyptus globoidea","Species description","Rounded to elliptical form with lower limbs starting at over half way up the trunk"
"ACTplanting","Eucalyptus globoidea","Species description","Reddish stringy bark on trunk and branches"
"ACTplanting","Eucalyptus globoidea","Species description","Foliage is dark green, glossy and broadly lanceolate"
"ACTplanting","Eucalyptus globoidea","Species description","White flowers from April to June"
"ACTplanting","Eucalyptus globoidea","Species description","Small hemispherical woody fruit"
"ACTplanting","Eucalyptus globoidea","Height and width","20 metres tall by 15 metres wide"
"ACTplanting","Eucalyptus globoidea","Landscape use","Available Soil Volume required 68m3"
"ACTplanting","Eucalyptus globoidea","Landscape use","Suitable for park plantings"
"ACTplanting","Eucalyptus globoidea","Landscape use","Requires a minimum clearance of 9 metres from buildings"
"ACTplanting","Eucalyptus globoidea","Use considerations","Grows naturally in a wide range of climatic conditions so should be able to tolerate a wide range of sites in"
"ACTplanting","Eucalyptus globoidea","Use considerations","Moderate to high frost and drought tolerance"
"ACTplanting","Eucalyptus globoidea","Use considerations","Often found on sandy soils, but also grows on more clayey and gravelly soils"
"ACTplanting","Eucalyptus globoidea","Use considerations","Medium to long lived"
"ACTplanting","Eucalyptus globoidea","Use considerations","Moderate growth rate"
"ACTplanting","Eucalyptus globoidea","Use considerations","Likely to be flammable"
