"study","species","trait_name","value"
"KingsparkBG","<U+0091>Kings Park Federation Flame<U+0092>","Pests and diseases","Healthy plants should not be troubled by any pests or diseases."
"KingsparkBG","<U+0091>Kings Park Federation Flame<U+0092>","Miscellaneous","Anigozanthos rufus Kings Park Federation Flame is a colour form specially selected by the Kings Park Plant Breeding team for landscape planting in celebration of the Centenary of Federation of Australia in 2001."
"KingsparkBG","<U+0091>Kings Park Federation Flame<U+0092>","common name","Anigozanthos rufus"
"KingsparkBG","Conostylis candicans","Description","These grey-foliaged, strappy-leaved plants have a compact habit to 0.4 m by 0.3 m and can last in your garden for up to 5 years. They are best replaced at this interval to maintain a healthy display."
"KingsparkBG","Conostylis candicans","Flowers","Bright yellow flowers appear in spring on terminal heads. The flowers provide a good contrast to the grey foliage."
"KingsparkBG","Conostylis candicans","Growing conditions","This coast-lover is a must for all home gardens provided the soil is free draining, especially for situations that have coastal influences. The Grey Cottonhead is best planted in autumn and winter months in a sunny position."
"KingsparkBG","Conostylis candicans","Watering","Once established, the Grey Cottonhead requires little water but for optimum floral display, it is best watered once a week at the base of the plant. Open mulch will help to conserve moisture."
"KingsparkBG","Conostylis candicans","Pruning","Remove old flower spikes and any dying foliage to encourage the plants to remain vigorous. They can also be pruned to ground level to restore vigour."
"KingsparkBG","Conostylis candicans","Fertiliser","Apply slow release native blend 89 month fertiliser at time of planting and annually as required in the spring months."
"KingsparkBG","Conostylis candicans","Pests and diseases","These plants are very hardy but sometimes they are susceptible to mealybugs."
"KingsparkBG","Conostylis candicans","Miscellaneous","Plant them as a border, or en masse to create a grassland appearance. They are also suitable for growing in a large pot."
"KingsparkBG","Conostylis candicans","common name","Grey Cottonhead"
"KingsparkBG","Ficinia nodosa","Description","This is a fast-growing plant and it can establish itself throughout your garden as it is a prolific seeder. Growing to a height of 1 m and spreading to 0.8 m, there are various forms of this species with some being more upright than others. It has fine, bright green rush-like foliage."
"KingsparkBG","Ficinia nodosa","Flowers","The flowers themselves are insignificant but this monocotyledon forms attractive globular seed heads 1.5 cm across towards the tips of the foliage. Flowering occurs mid-spring to early summer."
"KingsparkBG","Ficinia nodosa","Growing conditions","This adaptable rush will tolerate damp feet, but does grow successfully in all soil types, especially for situations that have coastal influences. Plant in autumn and winter months in a sunny or partly-shaded position."
"KingsparkBG","Ficinia nodosa","Watering","Once established, this species is drought tolerant. If necessary during long periods of hot weather it may be watered up to twice a week using sub-surface irrigation. Open mulch will help to conserve moisture."
"KingsparkBG","Ficinia nodosa","Pruning","To maintain vigour and a healthy appearance prune back to ground level whenever the plant becomes overgrown or loses its shape and form."
"KingsparkBG","Ficinia nodosa","Fertiliser","Apply slow release native blend 89 month fertiliser at time of planting and after pruning."
"KingsparkBG","Ficinia nodosa","Pests and diseases","This hardy plant has no known pests and diseases (except kangaroos and rabbits)."
"KingsparkBG","Ficinia nodosa","Miscellaneous","It is excellent around water features and also suitable for mass plantings. Grow in full sun or as an under-storey. For any problem spots in your garden where nothing seems to grow or to restrict access to parts of your property, this plant is worth a try as it is so hardy."
"KingsparkBG","Ficinia nodosa","common name","Knotted Club Rush"
"KingsparkBG","Acacia glaucoptera","Description","Acacia glaucoptera is an attractive small shrub with a rounded, spreading habit growing to approximately 1.5 m high and 23 m wide. Instead of leaves this species has modified leaf stalks (phyllodes) that perform all the functions of leaves. This unusual Acacia variety is grown for its striking blue-green wing-like foliage, with new growth showing purple-red."
"KingsparkBG","Acacia glaucoptera","Flowers","From late winter to early summer golden-yellow globular flowers grow close to and along the stems."
"KingsparkBG","Acacia glaucoptera","Growing conditions","Flat Wattle, also known as Clay Wattle, grows naturally in clay and gravelly lateritic soils. It should be planted in a sunny or partly-shaded position in soils that are well drained. Autumn and winter months are the best times to plant this wattle."
"KingsparkBG","Acacia glaucoptera","Watering","Once established, little water is required. Mulching around the root zone area will conserve moisture."
"KingsparkBG","Acacia glaucoptera","Pruning","The appearance of Acacia glaucoptera can be marred by dead wood. Light pruning after flowering may be beneficial, especially the removal of any dead or dying branches."
"KingsparkBG","Acacia glaucoptera","Fertiliser","Apply slow-release native plant fertiliser at the time of planting and annually as required in the spring months."
"KingsparkBG","Acacia glaucoptera","Pests and diseases","In the home garden, this species is rarely susceptible to pests or diseases."
"KingsparkBG","Acacia glaucoptera","Miscellaneous","Acacia glaucoptera has been found growing in the Avon Wheatbelt, Esperance Plains, Jarrah Forest and Mallee regions of the South West of WA."
"KingsparkBG","Acacia glaucoptera","common name","Flat Wattle"
"KingsparkBG","Banksia ashbyi subsp. boreoscaia","Description","This dwarf form of Banksia ashbyi can reach a height of 1.5 m and a width of 1.5 m, forming a dense, low rounded shrub with showy blooms above the foliage."
"KingsparkBG","Banksia ashbyi subsp. boreoscaia","Flowers","It flowers in winter to spring and provides nectar for native fauna. The flower spikes are especially spectacular as they are an intense orange, 15 cm in length by 10 cm diameter."
"KingsparkBG","Banksia ashbyi subsp. boreoscaia","Growing conditions","Ashbys Banksia tolerates most soils providing there is good drainage. Choose a sunny spot and plant in autumn."
"KingsparkBG","Banksia ashbyi subsp. boreoscaia","Watering","Once established after its first year in the ground it is very hardy and should need no summer watering."
"KingsparkBG","Banksia ashbyi subsp. boreoscaia","Pruning","Banksias usually respond well to careful pruning. Prune early to create a multi- branched shrub. If you do not want to collect seed, harvesting the flower stems for cut flower display or removing spent flower spikes will stimulate the following seasons flowering."
"KingsparkBG","Banksia ashbyi subsp. boreoscaia","Fertiliser","Apply a slow-release native plant fertiliser at time of planting and annually as required in the spring months."
"KingsparkBG","Banksia ashbyi subsp. boreoscaia","Pests and diseases","This plant is vulnerable to borers in major stems and small growing tips. It is also susceptible to dieback (the soil-borne fungus Phytophthora cinnamomi and other Phytophthora species), so good drainage is essential."
"KingsparkBG","Banksia ashbyi subsp. boreoscaia","Miscellaneous","Many roots are close to the surface and it is therefore advisable to avoid disturbance of soil near the plant."
"KingsparkBG","Banksia ashbyi subsp. boreoscaia","common name","Ashbys Banksia (dwarf form)"
"KingsparkBG","Boronia crenulata","Description","Boronia crenulata is a dense, small shrub growing up to 1 m high. It is an ornamental species that is suitable for growing in the garden or in a medium-sized pot. It produces masses of pink flowers."
"KingsparkBG","Boronia crenulata","Flowers","Short thick stalks bear pink star-shaped flowers about 15 mm wide from May to December or JanuaryFebruary."
"KingsparkBG","Boronia crenulata","Growing conditions","Boronia crenulata will grow in a range of soils in dappled shade to part-sun. It needs well-drained soil with plenty of humus that does not dry out readily. Choose a sheltered site to protect the plant from hot afternoon sun in summer."
"KingsparkBG","Boronia crenulata","Watering","Water Boronia crenulata in well at time of planting and monitor its water needs ensuring it neither dries out nor becomes water-logged. To help the plant stay moist, mulch the area well. Additional moisture may be required when the plant is coming into bud and bloom, particularly if dry weather prevails through late winter."
"KingsparkBG","Boronia crenulata","Pruning","Prune lightly after flowering to encourage new growth."
"KingsparkBG","Boronia crenulata","Fertiliser","Apply a slow-release native plant fertiliser at the time of planting then annually after pruning."
"KingsparkBG","Boronia crenulata","Pests and diseases","This species is rarely susceptible to pests or diseases but scale and mealy-bug may cause minor issues."
"KingsparkBG","Boronia crenulata","Miscellaneous","The common name of Aniseed Boronia Miscellaneous information"
"KingsparkBG","Boronia crenulata","common name","Aniseed Boronia"
"KingsparkBG","Chorizema cordatum","Description","Chorizema cordatum can be somewhat straggly in habit, reaching 1.5 m in height but usually less in cultivation. It benefits from having close neighbours that can support its branches. The foliage is attractive. It has longish leaves with wavy margins that are slightly prickly. It is not a long-lived plant but given conditions to its liking makes a magnificent floral display and will probably set seed."
"KingsparkBG","Chorizema cordatum","Flowers","Flowers may appear anytime from July onwards into late spring. They have a standard petal that in this case is orange. The other petals are a striking pinky- red. The combination of colours is unusual and very attractive. Flowers are 1015 mm wide."
"KingsparkBG","Chorizema cordatum","Growing conditions","This Chorizema is found in most of the wetter parts of the south-west region. It does not mind damp conditions but not water-logged, so soil should be free draining. It tolerates full sun if well mulched in summer, but performs very well in the shade. Planting time, as for most plants, is after the soil has cooled down a little and there is the prospect of autumn and winter rains."
"KingsparkBG","Chorizema cordatum","Watering","Always ensure that the plant has adequate water while it is establishing itself. Plants obtained from nurseries and garden centres do not initially have the same resilience as those that have grown naturally in the bush. For the first summer they will require supplementary watering."
"KingsparkBG","Chorizema cordatum","Pruning","Pinching out the growing tips from an early age is advisable to establish a good bushy habit. Plants may be lightly pruned after flowering but if the seeds are to be collected pruning should be delayed until seeds have been harvested."
"KingsparkBG","Chorizema cordatum","Fertiliser","Apply a slow-release native plant fertiliser sparingly at planting time, when buds appear and after flowering."
"KingsparkBG","Chorizema cordatum","Pests and diseases","The plant may be attacked by woolly bear caterpillars and slaters in some gardens but is generally not susceptible to pests and diseases."
"KingsparkBG","Chorizema cordatum","Miscellaneous","Cordatum refers to the heart-shaped leaves."
"KingsparkBG","Chorizema cordatum","common name","Heart-leaf Flame Pea"
"KingsparkBG","Grevillea drummondii","Description","Grevillea drummondii is a spreading, dense shrub growing to a height of 0.31.0 m. Its flower clusters hang at the ends of short branchlets, surrounded by small, thick leaves. It is classed as a priority species for conservation in the wild."
"KingsparkBG","Grevillea drummondii","Flowers","The pendant flowers, yellow at first, but ageing to orange with red-tipped styles, are most abundant from June to September."
"KingsparkBG","Grevillea drummondii","Growing conditions","In its natural habitat Grevillea drummondii grows in sandy clay, gravel, loam and sand. In cultivation, grow the plant in partial shade and acid to neutral soils that are free-draining. Plant in the autumn or winter months. Once established, the plants are tolerant of drought conditions and light frost."
"KingsparkBG","Grevillea drummondii","Watering","Water well at planting time and monitor soil moisture until the next winter. Give a deep watering twice a week during the first summer and autumn. Thereafter, it should not be necessary to give extra water unless there is a prolonged dry spell. Water only at roots, not overhead."
"KingsparkBG","Grevillea drummondii","Pruning","Light tip pruning during establishment will help develop good form. Prune lightly after flowering to maintain the desired form and to promote new growth."
"KingsparkBG","Grevillea drummondii","Fertiliser","Apply slow-release, native-blend fertiliser at time of planting and annually as required in the spring months."
"KingsparkBG","Grevillea drummondii","Pests and diseases","Grevilleas in general may be susceptible to dieback (the soil- borne disease caused by the organism Phytophthora cinnamomi). The best means of minimising the possibility of infection is to source plants from registered suppliers and to plant in free-draining soil."
"KingsparkBG","Grevillea drummondii","Miscellaneous","This grevillea species is named for James Drummond, the first government naturalist in Western Australia. After assisting the early settlers with the establishment of food crops, Drummond travelled widely, collecting specimens of the States unique flora."
"KingsparkBG","Grevillea drummondii","common name","Drummonds Grevillea"
"KingsparkBG","Grevillea eriostachya","Description","Grevillea eriostachya is a bushy, upright shrub some 1.5 m by 1.5 m with long, thin, grey-green leaves. It sends up tall leafless branches capped with spectacular yellow flowers of torch-like appearance, giving rise to its common name of Flame Grevillea."
"KingsparkBG","Grevillea eriostachya","Flowers","Large, dense racemes of orange-yellow, sticky flowers from 1030 cm long, are held clear of the foliage throughout the year, peaking in spring."
"KingsparkBG","Grevillea eriostachya","Growing conditions","These shrubs tolerate a wide range of free-draining soils. They must be planted in a sunny position. Plant in the autumn and winter months and once established they are tolerant of drought conditions and light frost."
"KingsparkBG","Grevillea eriostachya","Watering","Water well at planting time and monitor soil moisture until the next winter. If required give a deep watering twice a week during the first summer and autumn. Thereafter, it should not be necessary to give extra water unless there is a prolonged dry spell. Water only at roots, not overhead."
"KingsparkBG","Grevillea eriostachya","Pruning","It is best not to prune off flowering canes as these continue to produce flowers for some years."
"KingsparkBG","Grevillea eriostachya","Fertiliser","Apply slow-release, native-blend fertiliser at time of planting and annually as required in the spring months."
"KingsparkBG","Grevillea eriostachya","Pests and diseases","Grevilleas in general may be susceptible to dieback (the soil-borne disease caused by the organism Phytophthora cinnamomi). The best means of minimising the possibility of infection is to source plants from registered suppliers and to plant in free-draining soil."
"KingsparkBG","Grevillea eriostachya","Miscellaneous","The nectar-rich flowers will attract honeyeaters to the garden."
"KingsparkBG","Grevillea eriostachya","common name","Flame Grevillea"
"KingsparkBG","Grevillea maxwellii","Description","This very attractive grevillea with a semi-prostrate layering habit and width of about 1 m is known naturally from only one small area of the south coast of Western Australia. Its survival is threatened in the wild. The foliage is dense and prickly and usually a deep green but some forms are green-grey."
"KingsparkBG","Grevillea maxwellii","Flowers","These appear in spring and are a bright orange-red that contrasts well with the foliage, particularly as they are usually prominently displayed. Nectar-seeking birds love this plant during its flowering season and are constant visitors to it."
"KingsparkBG","Grevillea maxwellii","Growing conditions","G. maxwellii grows naturally in loamy soils and in the garden would prefer an acidic to neutral soil in a sunny, well-drained site. If soil is very alkaline it can be grown and displayed very well in large tubs. Plant when winter rains are near and keep moist until established. It can withstand light frosts and dry periods."
"KingsparkBG","Grevillea maxwellii","Watering","Once the plant has settled in, watering should not be necessary as long as there is soil moisture available during prolonged dry weather. An open mulch assists in conserving soil moisture in summer. Water only at roots, not overhead."
"KingsparkBG","Grevillea maxwellii","Pruning","The only pruning necessary for this plant would be in the interests of tidiness as it is naturally compact."
"KingsparkBG","Grevillea maxwellii","Fertiliser","Apply slow-release, native-blend fertiliser at time of planting and annually as required in the spring months."
"KingsparkBG","Grevillea maxwellii","Pests and diseases","Grevilleas in general may be susceptible to dieback (the soil- borne disease caused by the organism Phytophthora cinnamomi). The best means of minimising the possibility of infection is to source plants from registered suppliers and to plant in free-draining soil."
"KingsparkBG","Grevillea maxwellii","Miscellaneous","This is an ideal plant for growing as a feature in rockeries. It is named after George Maxwell, who collected many specimens from the south coast in collaboration with James Drummond, the first government naturalist in Western Australia."
"KingsparkBG","Grevillea maxwellii","common name","Maxwells Grevillea"
