"study","species","trait_name","value","trait_name_original","value_original"
"ACTps","Lomandra glauca ‘Blue Ridge’","Description","The most distinctive feature of ‘Blue Ridge’ is its powder blue leaves. It can be planted in all climate zones and is tolerant of sandy through to heavy self-mulching clay soil types. It will survive temperatures down to -10 degrees Celsius. Plant close together for impact in the garden, or as a border in a hot spot. Lomandra are an important food source for seed eating birds, which makes them a great addition to a bird attracting garden.","Description","The most distinctive feature of ‘Blue Ridge’ is its powder blue leaves. It can be planted in all climate zones and is tolerant of sandy through to heavy self-mulching clay soil types. It will survive temperatures down to -10 degrees Celsius. Plant close together for impact in the garden, or as a border in a hot spot. Lomandra are an important food source for seed eating birds, which makes them a great addition to a bird attracting garden."
"ACTps","Brachycome sp ‘Break O Day’","Description","A hardy little mounding groundcover with fine green foliage and masses of bright purple daisy flowers for ong periods throughout the year. A light prune of old flowers will produce another flower display. Will grow happily under trees or in full sun. Create a new flush of growth by cutting the whole plant back hard in late winter.","Description","A hardy little mounding groundcover with fine green foliage and masses of bright purple daisy flowers for ong periods throughout the year. A light prune of old flowers will produce another flower display. Will grow happily under trees or in full sun. Create a new flush of growth by cutting the whole plant back hard in late winter."
"ACTps","Correa ‘Adorabell’","form","shrub","plant_type","Shrub"
"ACTps","Grevillea ‘Amethyst’","form","shrub","plant_type","Shrub"
"ACTps","Correa ‘Annabell’","form","shrub","plant_type","Shrub"
"ACTps","Hardenbergia ‘Bliss’","form","climber","plant_type","Climber"
"ACTps","Lomandra glauca ‘Blue Ridge’","form","grass","plant_type","Grass"
"ACTps","Brachycome sp ‘Break O Day’","form","perennial","plant_type","Perennial"
"ACTps","Correa ‘Adorabell’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Grevillea ‘Amethyst’","supp_watering","low","watering_requirement","Low"
"ACTps","Correa ‘Annabell’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Hardenbergia ‘Bliss’","supp_watering","low","watering_requirement","Low"
"ACTps","Lomandra glauca ‘Blue Ridge’","supp_watering","low","watering_requirement","Low"
"ACTps","Brachycome sp ‘Break O Day’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Hakea ‘Burrendong Beauty’","common_name","‘Burrendong Beauty’","common_name","‘Burrendong Beauty’"
"ACTps","Correa ‘Canberra Bells’","common_name","‘Canberra Bells’","common_name","‘Canberra Bells’"
"ACTps","Correa ‘Catie Bec’","common_name","‘Catie Bec’","common_name","‘Catie Bec’"
"ACTps","Leptospermum ‘Cherish’","common_name","‘Cherish’","common_name","‘Cherish’"
"ACTps","Acer platinoides ‘Crimson Sentry’","common_name","‘Crimson Sentry’","common_name","‘Crimson Sentry’"
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","common_name","‘Dargan Hill Monarch’","common_name","‘Dargan Hill Monarch’"
"ACTps","Hakea ‘Burrendong Beauty’","Description","Hakea ‘Burrendong Beauty’ is a small sprawling shrub, with beautiful red flowers through most of winter. Great plant for nectar eating birds, and for providing winter colour.","Description","Hakea ‘Burrendong Beauty’ is a small sprawling shrub, with beautiful red flowers through most of winter. Great plant for nectar eating birds, and for providing winter colour."
"ACTps","Correa ‘Canberra Bells’","Description","Correa ‘Canberra Bells’ has a spectacular two tone red flower on dark green foliage. This plant will look great in any garden, as long as the drainage is reasonable. Plant is not especially dense, particularly when planted in shade. Benefits from being pruned after flowering.","Description","Correa ‘Canberra Bells’ has a spectacular two tone red flower on dark green foliage. This plant will look great in any garden, as long as the drainage is reasonable. Plant is not especially dense, particularly when planted in shade. Benefits from being pruned after flowering."
"ACTps","Correa ‘Catie Bec’","Description","Correa ‘Catie Bec’ is a lovely grey foliaged Correa, flowering most of winter. Masses of upright pink bells adorn this plant for many months. Drought and frost tolerant, and attractive to nectar eating birds. Habit can be open in heavy shade, prune the tips of the plant to promote bushiness.","Description","Correa ‘Catie Bec’ is a lovely grey foliaged Correa, flowering most of winter. Masses of upright pink bells adorn this plant for many months. Drought and frost tolerant, and attractive to nectar eating birds. Habit can be open in heavy shade, prune the tips of the plant to promote bushiness."
"ACTps","Leptospermum ‘Cherish’","Description","Leptospermum ‘Cherish’ is a medium to tall shrub 2-3 metres high by 2 metres wide. In spring it is covered in large white flowers on long branches. Cherish is a hardy shrub that will grow in most soil types. It can be used for cut flowers if stems are picked when the buds first start to open. Another great choice for a low hardy hedge.","Description","Leptospermum ‘Cherish’ is a medium to tall shrub 2-3 metres high by 2 metres wide. In spring it is covered in large white flowers on long branches. Cherish is a hardy shrub that will grow in most soil types. It can be used for cut flowers if stems are picked when the buds first start to open. Another great choice for a low hardy hedge."
"ACTps","Acer platinoides ‘Crimson Sentry’","Description","This is a flashy crimson foliaged maple with dense upright branching. It has a compact growth habit with its large crimson leaves in summer turning to gold and orange in Autumn. Due to its compact size and stunning colour, this maple is highly suitable for smaller landscapes, particularly as a garden feature. Great foliage contrast and stunning colours throughout the year. A good selection for screening and for narrow sites.
Prefers moist but well-drained soils. Is somewhat tolerant of poor soils, moderate heat and air pollution. A hardy tree, good for tough sites and is low maintenance once established. Foliage can burn in summer if planted in full sun.","Description","This is a flashy crimson foliaged maple with dense upright branching. It has a compact growth habit with its large crimson leaves in summer turning to gold and orange in Autumn. Due to its compact size and stunning colour, this maple is highly suitable for smaller landscapes, particularly as a garden feature. Great foliage contrast and stunning colours throughout the year. A good selection for screening and for narrow sites.
Prefers moist but well-drained soils. Is somewhat tolerant of poor soils, moderate heat and air pollution. A hardy tree, good for tough sites and is low maintenance once established. Foliage can burn in summer if planted in full sun."
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","Description","An amazing shrub with striking grey foliage and huge, bright yellow papery flowers for long periods through the year. Remove old flowers for an extra burst of blooms and a compact shape. Great for hot spots in the garden if watered regularly. This shrub makes a wonderful pot specimen for its foliage and flower display. Great for attracting butterflies to your garden. Plant is less compact but retains flowers longer when in part shade.","Description","An amazing shrub with striking grey foliage and huge, bright yellow papery flowers for long periods through the year. Remove old flowers for an extra burst of blooms and a compact shape. Great for hot spots in the garden if watered regularly. This shrub makes a wonderful pot specimen for its foliage and flower display. Great for attracting butterflies to your garden. Plant is less compact but retains flowers longer when in part shade."
"ACTps","Hakea ‘Burrendong Beauty’","form","shrub","plant_type","Shrub"
"ACTps","Correa ‘Canberra Bells’","form","shrub","plant_type","Shrub"
"ACTps","Correa ‘Catie Bec’","form","shrub","plant_type","Shrub"
"ACTps","Leptospermum ‘Cherish’","form","shrub","plant_type","Shrub"
"ACTps","Acer platinoides ‘Crimson Sentry’","form","tree","plant_type","Tree"
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","form","perennial","plant_type","Perennial"
"ACTps","Hakea ‘Burrendong Beauty’","supp_watering","low","watering_requirement","Low"
"ACTps","Correa ‘Canberra Bells’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Correa ‘Catie Bec’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Leptospermum ‘Cherish’","supp_watering","low","watering_requirement","Low"
"ACTps","Acer platinoides ‘Crimson Sentry’","supp_watering","low","watering_requirement","Low"
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Leptospermum ‘Daydream’","common_name","‘Daydream’","common_name","‘Daydream’"
"ACTps","Grevillea ‘Ember glow’","common_name","‘Ember glow’","common_name","‘Ember glow’"
"ACTps","Grevillea ‘Gold Fever’","common_name","‘Gold Fever’","common_name","‘Gold Fever’"
"ACTps","Grevillea ‘Hills Jubilee’","common_name","‘Hills Jubilee’","common_name","‘Hills Jubilee’"
"ACTps","Callistemon pallidus x ‘Hot Pink’","common_name","‘Hot Pink’","common_name","‘Hot Pink’"
"ACTps","Correa ‘Isabell’","common_name","‘Isabell’","common_name","‘Isabell’"
"ACTps","Leptospermum ‘Daydream’","Description","A medium to tall upright shrub with light green foliage. In spring it is covered in masses of bright purple/red flowers. Plants grow approximately 2m high by 1.5m across. This form of Leptospermum is perfect for fence lines, where screening up to fence height is needed. Prune after flowering to encourage bushy habit.","Description","A medium to tall upright shrub with light green foliage. In spring it is covered in masses of bright purple/red flowers. Plants grow approximately 2m high by 1.5m across. This form of Leptospermum is perfect for fence lines, where screening up to fence height is needed. Prune after flowering to encourage bushy habit."
"ACTps","Grevillea ‘Ember glow’","Description","A low spreading shrub, which flowers for most of the year. ‘Ember Glow’ grows to approximately 1m in height x 2m in width and iadaptable to most soils. Prefers full sun or part shade. Adds colour to the garden all year round. Suits small gardens. Plant in front of larger shrubs or where low cover is required, where it will be a magnet for nectar feeding birds. Can be pruned quite heavily if required. Fertilize after pruning for fresh new growth and a mass of flowers.","Description","A low spreading shrub, which flowers for most of the year. ‘Ember Glow’ grows to approximately 1m in height x 2m in width and iadaptable to most soils. Prefers full sun or part shade. Adds colour to the garden all year round. Suits small gardens. Plant in front of larger shrubs or where low cover is required, where it will be a magnet for nectar feeding birds. Can be pruned quite heavily if required. Fertilize after pruning for fresh new growth and a mass of flowers."
"ACTps","Grevillea ‘Gold Fever’","Description","Grevillea ‘Goldfever’ is a low spreading shrub that produces golden flowers for most of the year.   ‘Goldfever’ grows to approximately 30cm high and 1.5m across.  It is suitable for use as a groundcover or pot plant.","Description","Grevillea ‘Goldfever’ is a low spreading shrub that produces golden flowers for most of the year.   ‘Goldfever’ grows to approximately 30cm high and 1.5m across.  It is suitable for use as a groundcover or pot plant."
"ACTps","Grevillea ‘Hills Jubilee’","Description","‘Hills Jubilee’ is an attractive small grevillea that flowers profusely with pink and white flowers. Grows to approximately 1 – 1.5m high and 1m across. It flowers from spring to autumn and will attract nectar-feeding birds to the garden.","Description","‘Hills Jubilee’ is an attractive small grevillea that flowers profusely with pink and white flowers. Grows to approximately 1 – 1.5m high and 1m across. It flowers from spring to autumn and will attract nectar-feeding birds to the garden."
"ACTps","Callistemon pallidus x ‘Hot Pink’","Description","This compact little Bottlebrush is a riot of colour when in flower. Hot pink brushes cover the plant in spring and autumn. Can be used for formal or informal hedging, as a container plant or as a small shrub in mixed garden beds. Remove old flowers to encourage another flowering period and a bushy habit. An excellent addition to any garden whether planted in full sun or part shade.","Description","This compact little Bottlebrush is a riot of colour when in flower. Hot pink brushes cover the plant in spring and autumn. Can be used for formal or informal hedging, as a container plant or as a small shrub in mixed garden beds. Remove old flowers to encourage another flowering period and a bushy habit. An excellent addition to any garden whether planted in full sun or part shade."
"ACTps","Correa ‘Isabell’","Description","Correa ‘Isabell’ is a spreading shrub that will grow to approximately 75cm high x 1.5 metres across.  It has grey/green leaves that contrast beautifully with the soft pink flowers.  Flowers during autumn and winter.  ‘Isabell’ is frost hardy and drought tolerant once established. Regularly pruning the tips will encourage bushy new growth, particularly if planted in a shady spot.","Description","Correa ‘Isabell’ is a spreading shrub that will grow to approximately 75cm high x 1.5 metres across.  It has grey/green leaves that contrast beautifully with the soft pink flowers.  Flowers during autumn and winter.  ‘Isabell’ is frost hardy and drought tolerant once established. Regularly pruning the tips will encourage bushy new growth, particularly if planted in a shady spot."
"ACTps","Leptospermum ‘Daydream’","form","shrub","plant_type","Shrub"
"ACTps","Grevillea ‘Ember glow’","form","shrub","plant_type","Shrub"
"ACTps","Grevillea ‘Gold Fever’","form","shrub","plant_type","Shrub"
"ACTps","Grevillea ‘Hills Jubilee’","form","shrub","plant_type","Shrub"
"ACTps","Callistemon pallidus x ‘Hot Pink’","form","shrub","plant_type","Shrub"
"ACTps","Correa ‘Isabell’","form","shrub","plant_type","Shrub"
"ACTps","Leptospermum ‘Daydream’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Grevillea ‘Ember glow’","supp_watering","low","watering_requirement","Low"
"ACTps","Grevillea ‘Gold Fever’","supp_watering","low","watering_requirement","Low"
"ACTps","Grevillea ‘Hills Jubilee’","supp_watering","low","watering_requirement","Low"
"ACTps","Callistemon pallidus x ‘Hot Pink’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Correa ‘Isabell’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Leptospermum ‘Julieanne’","common_name","‘Julieanne’","common_name","‘Julieanne’"
"ACTps","Xerochrysum ‘Lemon Monarch’","common_name","‘Lemon Monarch’","common_name","‘Lemon Monarch’"
"ACTps","Correa ‘Little Cate’","common_name","‘Little Cate’","common_name","‘Little Cate’"
"ACTps","Banksia ‘Little Eric’","common_name","‘Little Eric’","common_name","‘Little Eric’"
"ACTps","Brachycome ‘Pacific Cloud’","common_name","‘Pacific Cloud’","common_name","‘Pacific Cloud’"
"ACTps","Brachycome ‘Pacific Reef’","common_name","‘Pacific Reef’","common_name","‘Pacific Reef’"
"ACTps","Leptospermum ‘Julieanne’","Description","Leptospermum ‘Julieanne’ is a fantastic ground cover form of tea-tree, suitable for a sunny position with adequate water. Thrives in most soil types, and is hardy in the harsh conditions experienced in the Canberra region. Water well through the first summer.","Description","Leptospermum ‘Julieanne’ is a fantastic ground cover form of tea-tree, suitable for a sunny position with adequate water. Thrives in most soil types, and is hardy in the harsh conditions experienced in the Canberra region. Water well through the first summer."
"ACTps","Xerochrysum ‘Lemon Monarch’","Description","A bushy selection of Xerochrysum bracteatum with huge lemon yellow flower heads sitting above the plant. Retains a compact habit with regular trimming. An excellent plant for rockeries, mixed low flower beds, containers and under the dappled shade of trees.","Description","A bushy selection of Xerochrysum bracteatum with huge lemon yellow flower heads sitting above the plant. Retains a compact habit with regular trimming. An excellent plant for rockeries, mixed low flower beds, containers and under the dappled shade of trees."
"ACTps","Correa ‘Little Cate’","Description","Correa ‘Little Cate’ is a stunning small dense shrub, with many uses in any garden. Can be planted in sunny or shady locations. Cool weather flowering is a bonus for you and the birds. Requires little to no maintenance due to its compact, bushy form.","Description","Correa ‘Little Cate’ is a stunning small dense shrub, with many uses in any garden. Can be planted in sunny or shady locations. Cool weather flowering is a bonus for you and the birds. Requires little to no maintenance due to its compact, bushy form."
"ACTps","Banksia ‘Little Eric’","Description","A hardy, compact selection from Banksia ericifolia with bright orange/burgundy flower spikes in abundance in autumn/winter. Dry-hardy, but regular water in dry periods will produce best results. Retain a few flowers for birds to use for nest building material. Will tolerate part shade but stays bushy and flowers more prolifically in full sun.","Description","A hardy, compact selection from Banksia ericifolia with bright orange/burgundy flower spikes in abundance in autumn/winter. Dry-hardy, but regular water in dry periods will produce best results. Retain a few flowers for birds to use for nest building material. Will tolerate part shade but stays bushy and flowers more prolifically in full sun."
"ACTps","Brachycome ‘Pacific Cloud’","Description","A white flowering compact daisy for use in rockeries, borders, mixed beds and as a container plant. Great for attracting butterflies to your garden. Will brighten up areas uder trees but can adopt an open habit if in shade all year-round. Trim old flowers lightly for another flush of flowers, and cut back hard in spring for new, vigorous growth and a compact shape.","Description","A white flowering compact daisy for use in rockeries, borders, mixed beds and as a container plant. Great for attracting butterflies to your garden. Will brighten up areas uder trees but can adopt an open habit if in shade all year-round. Trim old flowers lightly for another flush of flowers, and cut back hard in spring for new, vigorous growth and a compact shape."
"ACTps","Brachycome ‘Pacific Reef’","Description","The vibrant magenta flowers of this form of Brachyscome formosa make this a useful plant for many purposes. Great for containers, rockeries, under trees and, due to its suckering habit it is useful for stabilizing slopes and terraces. A light trim will encourage more flowers. Develops an open habit when planted in part shade all year round.","Description","The vibrant magenta flowers of this form of Brachyscome formosa make this a useful plant for many purposes. Great for containers, rockeries, under trees and, due to its suckering habit it is useful for stabilizing slopes and terraces. A light trim will encourage more flowers. Develops an open habit when planted in part shade all year round."
"ACTps","Leptospermum ‘Julieanne’","form","shrub","plant_type","Shrub"
"ACTps","Xerochrysum ‘Lemon Monarch’","form","perennial","plant_type","Perennial"
"ACTps","Correa ‘Little Cate’","form","shrub","plant_type","Shrub"
"ACTps","Banksia ‘Little Eric’","form","shrub","plant_type","Shrub"
"ACTps","Brachycome ‘Pacific Cloud’","form","perennial","plant_type","Perennial"
"ACTps","Brachycome ‘Pacific Reef’","form","perennial","plant_type","Perennial"
"ACTps","Leptospermum ‘Julieanne’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Xerochrysum ‘Lemon Monarch’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Correa ‘Little Cate’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Banksia ‘Little Eric’","supp_watering","low","watering_requirement","Low"
"ACTps","Brachycome ‘Pacific Cloud’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Brachycome ‘Pacific Reef’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Brachycome ‘Pacific Sun’","common_name","‘Pacific Sun’","common_name","‘Pacific Sun’"
"ACTps","Callistemon ‘Packers Selection’","common_name","‘Packers Selection’","common_name","‘Packers Selection’"
"ACTps","Leptospermum ‘Pageant’","common_name","‘Pageant’","common_name","‘Pageant’"
"ACTps","Daphne ‘Perfume Princess’","common_name","‘Perfume Princess’","common_name","‘Perfume Princess’"
"ACTps","Leptospermum ‘Purple Haze’","common_name","‘Purple Haze’","common_name","‘Purple Haze’"
"ACTps","Hardenbergia ‘Regent’","common_name","‘Regent’","common_name","‘Regent’"
"ACTps","Brachycome ‘Pacific Sun’","Description","This unusual colour form of Brachyscome suits containers and rockeries. Blooms range from yellow to orange with stunning variations throughout the year. Trim regularly for best flower display and a compact habit, particularly in shaded spots where the plant can become straggly if left unpruned.","Description","This unusual colour form of Brachyscome suits containers and rockeries. Blooms range from yellow to orange with stunning variations throughout the year. Trim regularly for best flower display and a compact habit, particularly in shaded spots where the plant can become straggly if left unpruned."
"ACTps","Callistemon ‘Packers Selection’","Description","A lovely tidy shrub with fine glossy foliage and a semi-pendulous habit. Bright red/crimson flowers in spring/summer. This versatile small shrub can be used effectively in both formal and informal settings due to its neat frame and floriferous display. Remove old flowers for extra bushiness and another burst of flowers. Performs equally well in full sun or part shade, but may grow slightly taller in a sheltered position.","Description","A lovely tidy shrub with fine glossy foliage and a semi-pendulous habit. Bright red/crimson flowers in spring/summer. This versatile small shrub can be used effectively in both formal and informal settings due to its neat frame and floriferous display. Remove old flowers for extra bushiness and another burst of flowers. Performs equally well in full sun or part shade, but may grow slightly taller in a sheltered position."
"ACTps","Leptospermum ‘Pageant’","Description","Leptospermum ‘Pageant’ is a low spreading shrub that has a spectacular display of bright pink/purple flowers in spring. Pageant grows to approximately 1 – 1.5m high by 1.5 – 2m across, and is useful for low informal hedging. Leptospermums provide nectar for birds, as well as dense growth for habitat.","Description","Leptospermum ‘Pageant’ is a low spreading shrub that has a spectacular display of bright pink/purple flowers in spring. Pageant grows to approximately 1 – 1.5m high by 1.5 – 2m across, and is useful for low informal hedging. Leptospermums provide nectar for birds, as well as dense growth for habitat."
"ACTps","Daphne ‘Perfume Princess’","Description","Daphne ‘Perfume Princess’ is a new variety of daphne, with much larger leaves and blooms. In Canberra it also seems to flower earlier than the standard Daphne odora, so it’s a good way to extend the perfume in your garden over a longer period. Needs protection from afternoon sun. A reliable and hardy new cultivar.","Description","Daphne ‘Perfume Princess’ is a new variety of daphne, with much larger leaves and blooms. In Canberra it also seems to flower earlier than the standard Daphne odora, so it’s a good way to extend the perfume in your garden over a longer period. Needs protection from afternoon sun. A reliable and hardy new cultivar."
"ACTps","Leptospermum ‘Purple Haze’","Description","‘Purple Haze’ is a medium sized hardy shrub growing to approximately 1.5 metres tall. In spring it has brilliant large deep purple flowers. This tea tree will grow in a wide range of climates and soil types. It is suitable for the smaller garden, shrub beds or as a low screen.","Description","‘Purple Haze’ is a medium sized hardy shrub growing to approximately 1.5 metres tall. In spring it has brilliant large deep purple flowers. This tea tree will grow in a wide range of climates and soil types. It is suitable for the smaller garden, shrub beds or as a low screen."
"ACTps","Hardenbergia ‘Regent’","Description","Perfect for growing in containers, bedding displays and many landscape applications or as an informal hedge. Less bushy in shady sites but flowers tend to last longer in shade than in full sun.","Description","Perfect for growing in containers, bedding displays and many landscape applications or as an informal hedge. Less bushy in shady sites but flowers tend to last longer in shade than in full sun."
"ACTps","Brachycome ‘Pacific Sun’","form","perennial","plant_type","Perennial"
"ACTps","Callistemon ‘Packers Selection’","form","shrub","plant_type","Shrub"
"ACTps","Leptospermum ‘Pageant’","form","shrub","plant_type","Shrub"
"ACTps","Daphne ‘Perfume Princess’","form","shrub","plant_type","Shrub"
"ACTps","Leptospermum ‘Purple Haze’","form","shrub","plant_type","Shrub"
"ACTps","Hardenbergia ‘Regent’","form","shrub","plant_type","Shrub"
"ACTps","Brachycome ‘Pacific Sun’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Callistemon ‘Packers Selection’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Leptospermum ‘Pageant’","supp_watering","low","watering_requirement","Low"
"ACTps","Daphne ‘Perfume Princess’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Leptospermum ‘Purple Haze’","supp_watering","low","watering_requirement","Low"
"ACTps","Hardenbergia ‘Regent’","supp_watering","low","watering_requirement","Low"
"ACTps","Leptospermum ‘Rhiannon’","common_name","‘Rhiannon’","common_name","‘Rhiannon’"
"ACTps","Banksia integrefolia ‘Rollercoaster’","common_name","‘Rollercoaster’","common_name","‘Rollercoaster’"
"ACTps","Acacia leprosa ‘Scarlet Blaze’","common_name","‘Scarlet Blaze’","common_name","‘Scarlet Blaze’"
"ACTps","Philotheca ‘Winter Rouge’","common_name","‘Winter Rouge’","common_name","‘Winter Rouge’"
"ACTps","Abelia x grandiflora","common_name","Abelia","common_name","Abelia"
"ACTps","Blechnum penna marina","common_name","Alpine Water Fern","common_name","Alpine Water Fern"
"ACTps","Leptospermum ‘Rhiannon’","Description","Rhiannon is an upright growing shrub with dark glossy foliage and large mauve/pink flowers. It grows to approximately 2m tall and 1m across. Flowering occurs in late spring and lasts for about four weeks. This is a great Tea-tree for in between driveways, as it is a manageable 2m tall, but only gets to 1m wide. Also great for hiding old fences.","Description","Rhiannon is an upright growing shrub with dark glossy foliage and large mauve/pink flowers. It grows to approximately 2m tall and 1m across. Flowering occurs in late spring and lasts for about four weeks. This is a great Tea-tree for in between driveways, as it is a manageable 2m tall, but only gets to 1m wide. Also great for hiding old fences."
"ACTps","Banksia integrefolia ‘Rollercoaster’","Description","This hardy vigorous, low-growing form of Banksia integrifolia covers ground quickly and densely, producing bright yellow flower spikes in autumn/winter. Makes a great slope stabilizer, ground cover, pot specimen, or cascading over retaining walls or terraces. Works well in hot spots and exposed areas. In part shade can develop a more open habit with darker foliage.","Description","This hardy vigorous, low-growing form of Banksia integrifolia covers ground quickly and densely, producing bright yellow flower spikes in autumn/winter. Makes a great slope stabilizer, ground cover, pot specimen, or cascading over retaining walls or terraces. Works well in hot spots and exposed areas. In part shade can develop a more open habit with darker foliage."
"ACTps","Acacia leprosa ‘Scarlet Blaze’","Description","A weeping open shrub to 5m, with ball shaped red flowers in spring. A good drought tolerant plant once it is established, it likes a well drained soil and will not do well in waterlogged areas. Requires low humidity and a very well drained spot. Likes full sun to dappled shade. Prune back by after flowering to keep it looking its best.","Description","A weeping open shrub to 5m, with ball shaped red flowers in spring. A good drought tolerant plant once it is established, it likes a well drained soil and will not do well in waterlogged areas. Requires low humidity and a very well drained spot. Likes full sun to dappled shade. Prune back by after flowering to keep it looking its best."
"ACTps","Philotheca ‘Winter Rouge’","Description","Masses of pink buds open to the white starry flowers and these are set on a hardy, compact shrub with bright green aromatic foliage. It adapts well to a wide range of environments. This is a great feature shrub that can also be used as a cut flower. Plant it near paths where the pleasant aroma of the foliage will be released as you brush against it. Cut the plant back by 20-30% after flowering to encourage compact growth.","Description","Masses of pink buds open to the white starry flowers and these are set on a hardy, compact shrub with bright green aromatic foliage. It adapts well to a wide range of environments. This is a great feature shrub that can also be used as a cut flower. Plant it near paths where the pleasant aroma of the foliage will be released as you brush against it. Cut the plant back by 20-30% after flowering to encourage compact growth."
"ACTps","Abelia x grandiflora","Description","Evergreen rounded hybrid shrub with arching branches (2m x 1.5m) from two Chinese species. Glossy dark green leaves. Bell shaped white flowers tinged with pink followed by persistent coppery brown sepals. Useful as a screen, clipped hedge or contrast in shrubbery. Prefers a protected position, therefore part shade is preferred, but full sun is tolerated. Remove old woody stems.","Description","Evergreen rounded hybrid shrub with arching branches (2m x 1.5m) from two Chinese species. Glossy dark green leaves. Bell shaped white flowers tinged with pink followed by persistent coppery brown sepals. Useful as a screen, clipped hedge or contrast in shrubbery. Prefers a protected position, therefore part shade is preferred, but full sun is tolerated. Remove old woody stems."
"ACTps","Blechnum penna marina","Description"," ","Description"," "
"ACTps","Leptospermum ‘Rhiannon’","form","shrub","plant_type","Shrub"
"ACTps","Banksia integrefolia ‘Rollercoaster’","purpose","groundcover","plant_type","Groundcover"
"ACTps","Acacia leprosa ‘Scarlet Blaze’","form","shrub","plant_type","Shrub"
"ACTps","Philotheca ‘Winter Rouge’","form","shrub","plant_type","Shrub"
"ACTps","Abelia x grandiflora","form","shrub","plant_type","Shrub"
"ACTps","Blechnum penna marina","form","fern","plant_type","Fern"
"ACTps","Leptospermum ‘Rhiannon’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Banksia integrefolia ‘Rollercoaster’","supp_watering","medium","watering_requirement","Medium"
"ACTps","Acacia leprosa ‘Scarlet Blaze’","supp_watering","low","watering_requirement","Low"
"ACTps","Philotheca ‘Winter Rouge’","supp_watering","low","watering_requirement","Low"
"ACTps","Abelia x grandiflora","supp_watering","low","watering_requirement","Low"
"ACTps","Blechnum penna marina","supp_watering","high","watering_requirement","High"
"ACTps","Westringia","common_name","Aussie Box","common_name","Aussie Box"
