"study","species","trait_name","value"
"ACTps","Brachycome sp ‘Break O Day’","light_requirement","Full Sun, Part Shade, Shade, "
"ACTps","Correa ‘Adorabell’","frost_tolerance","Hardy"
"ACTps","Grevillea ‘Amethyst’","frost_tolerance","Hardy"
"ACTps","Correa ‘Annabell’","frost_tolerance","Hardy"
"ACTps","Hardenbergia ‘Bliss’","frost_tolerance","Hardy"
"ACTps","Lomandra glauca ‘Blue Ridge’","frost_tolerance","Hardy"
"ACTps","Brachycome sp ‘Break O Day’","frost_tolerance","Mostly Tolerant"
"ACTps","Correa ‘Adorabell’","fire_retardant","Yes"
"ACTps","Grevillea ‘Amethyst’","fire_retardant","No"
"ACTps","Correa ‘Annabell’","fire_retardant","Yes"
"ACTps","Hardenbergia ‘Bliss’","fire_retardant","No"
"ACTps","Lomandra glauca ‘Blue Ridge’","fire_retardant","Yes"
"ACTps","Brachycome sp ‘Break O Day’","fire_retardant","Yes"
"ACTps","Correa ‘Adorabell’","watering_requirement","Medium"
"ACTps","Grevillea ‘Amethyst’","watering_requirement","Low"
"ACTps","Correa ‘Annabell’","watering_requirement","Medium"
"ACTps","Hardenbergia ‘Bliss’","watering_requirement","Low"
"ACTps","Lomandra glauca ‘Blue Ridge’","watering_requirement","Low"
"ACTps","Brachycome sp ‘Break O Day’","watering_requirement","Medium"
"ACTps","Hakea ‘Burrendong Beauty’","common_name","‘Burrendong Beauty’"
"ACTps","Correa ‘Canberra Bells’","common_name","‘Canberra Bells’"
"ACTps","Correa ‘Catie Bec’","common_name","‘Catie Bec’"
"ACTps","Leptospermum ‘Cherish’","common_name","‘Cherish’"
"ACTps","Acer platinoides ‘Crimson Sentry’","common_name","‘Crimson Sentry’"
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","common_name","‘Dargan Hill Monarch’"
"ACTps","Hakea ‘Burrendong Beauty’","Description","Hakea ‘Burrendong Beauty’ is a small sprawling shrub, with beautiful red flowers through most of winter. Great plant for nectar eating birds, and for providing winter colour."
"ACTps","Correa ‘Canberra Bells’","Description","Correa ‘Canberra Bells’ has a spectacular two tone red flower on dark green foliage. This plant will look great in any garden, as long as the drainage is reasonable. Plant is not especially dense, particularly when planted in shade. Benefits from being pruned after flowering."
"ACTps","Correa ‘Catie Bec’","Description","Correa ‘Catie Bec’ is a lovely grey foliaged Correa, flowering most of winter. Masses of upright pink bells adorn this plant for many months. Drought and frost tolerant, and attractive to nectar eating birds. Habit can be open in heavy shade, prune the tips of the plant to promote bushiness."
"ACTps","Leptospermum ‘Cherish’","Description","Leptospermum ‘Cherish’ is a medium to tall shrub 2-3 metres high by 2 metres wide. In spring it is covered in large white flowers on long branches. Cherish is a hardy shrub that will grow in most soil types. It can be used for cut flowers if stems are picked when the buds first start to open. Another great choice for a low hardy hedge."
"ACTps","Acer platinoides ‘Crimson Sentry’","Description","This is a flashy crimson foliaged maple with dense upright branching. It has a compact growth habit with its large crimson leaves in summer turning to gold and orange in Autumn. Due to its compact size and stunning colour, this maple is highly suitable for smaller landscapes, particularly as a garden feature. Great foliage contrast and stunning colours throughout the year. A good selection for screening and for narrow sites.
Prefers moist but well-drained soils. Is somewhat tolerant of poor soils, moderate heat and air pollution. A hardy tree, good for tough sites and is low maintenance once established. Foliage can burn in summer if planted in full sun."
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","Description","An amazing shrub with striking grey foliage and huge, bright yellow papery flowers for long periods through the year. Remove old flowers for an extra burst of blooms and a compact shape. Great for hot spots in the garden if watered regularly. This shrub makes a wonderful pot specimen for its foliage and flower display. Great for attracting butterflies to your garden. Plant is less compact but retains flowers longer when in part shade."
"ACTps","Hakea ‘Burrendong Beauty’","plant_type","Shrub"
"ACTps","Correa ‘Canberra Bells’","plant_type","Shrub"
"ACTps","Correa ‘Catie Bec’","plant_type","Shrub"
"ACTps","Leptospermum ‘Cherish’","plant_type","Shrub"
"ACTps","Acer platinoides ‘Crimson Sentry’","plant_type","Tree"
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","plant_type","Perennial"
"ACTps","Hakea ‘Burrendong Beauty’","plant_origin","Cultivar from Australia"
"ACTps","Correa ‘Canberra Bells’","plant_origin","Cultivar from Australia"
"ACTps","Correa ‘Catie Bec’","plant_origin","Cultivar from Australia"
"ACTps","Leptospermum ‘Cherish’","plant_origin","NSW, Vic"
"ACTps","Acer platinoides ‘Crimson Sentry’","plant_origin","North-east Europe, Western Asia, Iran, Scandinavia"
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","plant_origin","Parentage from NSW, Qld"
"ACTps","Hakea ‘Burrendong Beauty’","light_requirement","Full Sun"
"ACTps","Correa ‘Canberra Bells’","light_requirement","Full Sun, Part Shade, Shade, "
"ACTps","Correa ‘Catie Bec’","light_requirement","Full Sun, Part Shade, Shade, "
"ACTps","Leptospermum ‘Cherish’","light_requirement","Full Sun"
"ACTps","Acer platinoides ‘Crimson Sentry’","light_requirement","Full Sun, Part Shade, "
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","light_requirement","Full Sun, Part Shade, "
"ACTps","Hakea ‘Burrendong Beauty’","frost_tolerance","Hardy"
"ACTps","Correa ‘Canberra Bells’","frost_tolerance","Hardy"
"ACTps","Correa ‘Catie Bec’","frost_tolerance","Hardy"
"ACTps","Leptospermum ‘Cherish’","frost_tolerance","Hardy"
"ACTps","Acer platinoides ‘Crimson Sentry’","frost_tolerance","Hardy"
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","frost_tolerance","Mostly Tolerant"
"ACTps","Hakea ‘Burrendong Beauty’","fire_retardant","No"
"ACTps","Correa ‘Canberra Bells’","fire_retardant","Yes"
"ACTps","Correa ‘Catie Bec’","fire_retardant","Yes"
"ACTps","Leptospermum ‘Cherish’","fire_retardant","No"
"ACTps","Acer platinoides ‘Crimson Sentry’","fire_retardant","Yes"
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","fire_retardant","No"
"ACTps","Hakea ‘Burrendong Beauty’","watering_requirement","Low"
"ACTps","Correa ‘Canberra Bells’","watering_requirement","Medium"
"ACTps","Correa ‘Catie Bec’","watering_requirement","Medium"
"ACTps","Leptospermum ‘Cherish’","watering_requirement","Low"
"ACTps","Acer platinoides ‘Crimson Sentry’","watering_requirement","Low"
"ACTps","Xerochrysum ‘Dargan Hill Monarch’","watering_requirement","Medium"
"ACTps","Leptospermum ‘Daydream’","common_name","‘Daydream’"
"ACTps","Grevillea ‘Ember glow’","common_name","‘Ember glow’"
"ACTps","Grevillea ‘Gold Fever’","common_name","‘Gold Fever’"
"ACTps","Grevillea ‘Hills Jubilee’","common_name","‘Hills Jubilee’"
"ACTps","Callistemon pallidus x ‘Hot Pink’","common_name","‘Hot Pink’"
"ACTps","Correa ‘Isabell’","common_name","‘Isabell’"
"ACTps","Leptospermum ‘Daydream’","Description","A medium to tall upright shrub with light green foliage. In spring it is covered in masses of bright purple/red flowers. Plants grow approximately 2m high by 1.5m across. This form of Leptospermum is perfect for fence lines, where screening up to fence height is needed. Prune after flowering to encourage bushy habit."
"ACTps","Grevillea ‘Ember glow’","Description","A low spreading shrub, which flowers for most of the year. ‘Ember Glow’ grows to approximately 1m in height x 2m in width and iadaptable to most soils. Prefers full sun or part shade. Adds colour to the garden all year round. Suits small gardens. Plant in front of larger shrubs or where low cover is required, where it will be a magnet for nectar feeding birds. Can be pruned quite heavily if required. Fertilize after pruning for fresh new growth and a mass of flowers."
"ACTps","Grevillea ‘Gold Fever’","Description","Grevillea ‘Goldfever’ is a low spreading shrub that produces golden flowers for most of the year.   ‘Goldfever’ grows to approximately 30cm high and 1.5m across.  It is suitable for use as a groundcover or pot plant."
"ACTps","Grevillea ‘Hills Jubilee’","Description","‘Hills Jubilee’ is an attractive small grevillea that flowers profusely with pink and white flowers. Grows to approximately 1 – 1.5m high and 1m across. It flowers from spring to autumn and will attract nectar-feeding birds to the garden."
"ACTps","Callistemon pallidus x ‘Hot Pink’","Description","This compact little Bottlebrush is a riot of colour when in flower. Hot pink brushes cover the plant in spring and autumn. Can be used for formal or informal hedging, as a container plant or as a small shrub in mixed garden beds. Remove old flowers to encourage another flowering period and a bushy habit. An excellent addition to any garden whether planted in full sun or part shade."
"ACTps","Correa ‘Isabell’","Description","Correa ‘Isabell’ is a spreading shrub that will grow to approximately 75cm high x 1.5 metres across.  It has grey/green leaves that contrast beautifully with the soft pink flowers.  Flowers during autumn and winter.  ‘Isabell’ is frost hardy and drought tolerant once established. Regularly pruning the tips will encourage bushy new growth, particularly if planted in a shady spot."
"ACTps","Leptospermum ‘Daydream’","plant_type","Shrub"
"ACTps","Grevillea ‘Ember glow’","plant_type","Shrub"
"ACTps","Grevillea ‘Gold Fever’","plant_type","Shrub"
"ACTps","Grevillea ‘Hills Jubilee’","plant_type","Shrub"
"ACTps","Callistemon pallidus x ‘Hot Pink’","plant_type","Shrub"
"ACTps","Correa ‘Isabell’","plant_type","Shrub"
"ACTps","Leptospermum ‘Daydream’","plant_origin","NSW, Vic   "
"ACTps","Grevillea ‘Ember glow’","plant_origin","parents occur NSW, ACT, Vic"
"ACTps","Grevillea ‘Gold Fever’","plant_origin","parents occur NSW, ACT, Vic"
"ACTps","Grevillea ‘Hills Jubilee’","plant_origin","Cultivar from Australia"
"ACTps","Callistemon pallidus x ‘Hot Pink’","plant_origin","Cultivar, parent occurs ACT, NSW, Vic & Tas"
"ACTps","Correa ‘Isabell’","plant_origin","Cultivar from Australia"
"ACTps","Leptospermum ‘Daydream’","light_requirement","Full Sun"
"ACTps","Grevillea ‘Ember glow’","light_requirement","Full Sun, Part Shade, "
"ACTps","Grevillea ‘Gold Fever’","light_requirement","Full Sun, Part Shade, "
"ACTps","Grevillea ‘Hills Jubilee’","light_requirement","Full Sun"
"ACTps","Callistemon pallidus x ‘Hot Pink’","light_requirement","Full Sun, Part Shade, "
"ACTps","Correa ‘Isabell’","light_requirement","Full Sun, Part Shade, Shade, "
"ACTps","Leptospermum ‘Daydream’","frost_tolerance","Hardy"
"ACTps","Grevillea ‘Ember glow’","frost_tolerance","Hardy"
"ACTps","Grevillea ‘Gold Fever’","frost_tolerance","Hardy"
"ACTps","Grevillea ‘Hills Jubilee’","frost_tolerance","Hardy"
"ACTps","Callistemon pallidus x ‘Hot Pink’","frost_tolerance","Hardy"
"ACTps","Correa ‘Isabell’","frost_tolerance","Hardy"
"ACTps","Leptospermum ‘Daydream’","fire_retardant","No"
"ACTps","Grevillea ‘Ember glow’","fire_retardant","No"
"ACTps","Grevillea ‘Gold Fever’","fire_retardant","No"
"ACTps","Grevillea ‘Hills Jubilee’","fire_retardant","No"
"ACTps","Callistemon pallidus x ‘Hot Pink’","fire_retardant","No"
"ACTps","Correa ‘Isabell’","fire_retardant","Yes"
"ACTps","Leptospermum ‘Daydream’","watering_requirement","Medium"
"ACTps","Grevillea ‘Ember glow’","watering_requirement","Low"
"ACTps","Grevillea ‘Gold Fever’","watering_requirement","Low"
"ACTps","Grevillea ‘Hills Jubilee’","watering_requirement","Low"
"ACTps","Callistemon pallidus x ‘Hot Pink’","watering_requirement","Medium"
"ACTps","Correa ‘Isabell’","watering_requirement","Medium"
"ACTps","Leptospermum ‘Julieanne’","common_name","‘Julieanne’"
"ACTps","Xerochrysum ‘Lemon Monarch’","common_name","‘Lemon Monarch’"
"ACTps","Correa ‘Little Cate’","common_name","‘Little Cate’"
"ACTps","Banksia ‘Little Eric’","common_name","‘Little Eric’"
"ACTps","Brachycome ‘Pacific Cloud’","common_name","‘Pacific Cloud’"
"ACTps","Brachycome ‘Pacific Reef’","common_name","‘Pacific Reef’"
"ACTps","Leptospermum ‘Julieanne’","Description","Leptospermum ‘Julieanne’ is a fantastic ground cover form of tea-tree, suitable for a sunny position with adequate water. Thrives in most soil types, and is hardy in the harsh conditions experienced in the Canberra region. Water well through the first summer."
"ACTps","Xerochrysum ‘Lemon Monarch’","Description","A bushy selection of Xerochrysum bracteatum with huge lemon yellow flower heads sitting above the plant. Retains a compact habit with regular trimming. An excellent plant for rockeries, mixed low flower beds, containers and under the dappled shade of trees."
"ACTps","Correa ‘Little Cate’","Description","Correa ‘Little Cate’ is a stunning small dense shrub, with many uses in any garden. Can be planted in sunny or shady locations. Cool weather flowering is a bonus for you and the birds. Requires little to no maintenance due to its compact, bushy form."
"ACTps","Banksia ‘Little Eric’","Description","A hardy, compact selection from Banksia ericifolia with bright orange/burgundy flower spikes in abundance in autumn/winter. Dry-hardy, but regular water in dry periods will produce best results. Retain a few flowers for birds to use for nest building material. Will tolerate part shade but stays bushy and flowers more prolifically in full sun."
"ACTps","Brachycome ‘Pacific Cloud’","Description","A white flowering compact daisy for use in rockeries, borders, mixed beds and as a container plant. Great for attracting butterflies to your garden. Will brighten up areas uder trees but can adopt an open habit if in shade all year-round. Trim old flowers lightly for another flush of flowers, and cut back hard in spring for new, vigorous growth and a compact shape."
"ACTps","Brachycome ‘Pacific Reef’","Description","The vibrant magenta flowers of this form of Brachyscome formosa make this a useful plant for many purposes. Great for containers, rockeries, under trees and, due to its suckering habit it is useful for stabilizing slopes and terraces. A light trim will encourage more flowers. Develops an open habit when planted in part shade all year round."
"ACTps","Leptospermum ‘Julieanne’","plant_type","Shrub"
"ACTps","Xerochrysum ‘Lemon Monarch’","plant_type","Perennial"
"ACTps","Correa ‘Little Cate’","plant_type","Shrub"
"ACTps","Banksia ‘Little Eric’","plant_type","Shrub"
"ACTps","Brachycome ‘Pacific Cloud’","plant_type","Perennial"
"ACTps","Brachycome ‘Pacific Reef’","plant_type","Perennial"
"ACTps","Leptospermum ‘Julieanne’","plant_origin","NSW, Vic   "
"ACTps","Xerochrysum ‘Lemon Monarch’","plant_origin","Parentage from NSW, Qld"
"ACTps","Correa ‘Little Cate’","plant_origin","Cultivar from Australia"
"ACTps","Banksia ‘Little Eric’","plant_origin","Parentage from Qld, NSW"
"ACTps","Brachycome ‘Pacific Cloud’","plant_origin","Parentage from Qld, NSW, Vic"
"ACTps","Brachycome ‘Pacific Reef’","plant_origin","Parentage from NSW"
"ACTps","Leptospermum ‘Julieanne’","light_requirement","Full Sun"
"ACTps","Xerochrysum ‘Lemon Monarch’","light_requirement","Full Sun, Part Shade, "
"ACTps","Correa ‘Little Cate’","light_requirement","Full Sun, Part Shade, Shade, "
"ACTps","Banksia ‘Little Eric’","light_requirement","Full Sun, Part Shade, "
"ACTps","Brachycome ‘Pacific Cloud’","light_requirement","Full Sun, Part Shade, "
"ACTps","Brachycome ‘Pacific Reef’","light_requirement","Full Sun, Part Shade, "
"ACTps","Leptospermum ‘Julieanne’","frost_tolerance","Hardy"
"ACTps","Xerochrysum ‘Lemon Monarch’","frost_tolerance","Mostly Tolerant"
"ACTps","Correa ‘Little Cate’","frost_tolerance","Hardy"
"ACTps","Banksia ‘Little Eric’","frost_tolerance","Hardy"
"ACTps","Brachycome ‘Pacific Cloud’","frost_tolerance","Mostly Tolerant"
"ACTps","Brachycome ‘Pacific Reef’","frost_tolerance","Mostly Tolerant"
"ACTps","Leptospermum ‘Julieanne’","fire_retardant","No"
"ACTps","Xerochrysum ‘Lemon Monarch’","fire_retardant","No"
"ACTps","Correa ‘Little Cate’","fire_retardant","Yes"
"ACTps","Banksia ‘Little Eric’","fire_retardant","No"
"ACTps","Brachycome ‘Pacific Cloud’","fire_retardant","Yes"
"ACTps","Brachycome ‘Pacific Reef’","fire_retardant","Yes"
"ACTps","Leptospermum ‘Julieanne’","watering_requirement","Medium"
"ACTps","Xerochrysum ‘Lemon Monarch’","watering_requirement","Medium"
"ACTps","Correa ‘Little Cate’","watering_requirement","Medium"
"ACTps","Banksia ‘Little Eric’","watering_requirement","Low"
"ACTps","Brachycome ‘Pacific Cloud’","watering_requirement","Medium"
"ACTps","Brachycome ‘Pacific Reef’","watering_requirement","Medium"
"ACTps","Brachycome ‘Pacific Sun’","common_name","‘Pacific Sun’"
"ACTps","Callistemon ‘Packers Selection’","common_name","‘Packers Selection’"
"ACTps","Leptospermum ‘Pageant’","common_name","‘Pageant’"
"ACTps","Daphne ‘Perfume Princess’","common_name","‘Perfume Princess’"
"ACTps","Leptospermum ‘Purple Haze’","common_name","‘Purple Haze’"
"ACTps","Hardenbergia ‘Regent’","common_name","‘Regent’"
"ACTps","Brachycome ‘Pacific Sun’","Description","This unusual colour form of Brachyscome suits containers and rockeries. Blooms range from yellow to orange with stunning variations throughout the year. Trim regularly for best flower display and a compact habit, particularly in shaded spots where the plant can become straggly if left unpruned."
"ACTps","Callistemon ‘Packers Selection’","Description","A lovely tidy shrub with fine glossy foliage and a semi-pendulous habit. Bright red/crimson flowers in spring/summer. This versatile small shrub can be used effectively in both formal and informal settings due to its neat frame and floriferous display. Remove old flowers for extra bushiness and another burst of flowers. Performs equally well in full sun or part shade, but may grow slightly taller in a sheltered position."
"ACTps","Leptospermum ‘Pageant’","Description","Leptospermum ‘Pageant’ is a low spreading shrub that has a spectacular display of bright pink/purple flowers in spring. Pageant grows to approximately 1 – 1.5m high by 1.5 – 2m across, and is useful for low informal hedging. Leptospermums provide nectar for birds, as well as dense growth for habitat."
"ACTps","Daphne ‘Perfume Princess’","Description","Daphne ‘Perfume Princess’ is a new variety of daphne, with much larger leaves and blooms. In Canberra it also seems to flower earlier than the standard Daphne odora, so it’s a good way to extend the perfume in your garden over a longer period. Needs protection from afternoon sun. A reliable and hardy new cultivar."
"ACTps","Leptospermum ‘Purple Haze’","Description","‘Purple Haze’ is a medium sized hardy shrub growing to approximately 1.5 metres tall. In spring it has brilliant large deep purple flowers. This tea tree will grow in a wide range of climates and soil types. It is suitable for the smaller garden, shrub beds or as a low screen."
"ACTps","Hardenbergia ‘Regent’","Description","Perfect for growing in containers, bedding displays and many landscape applications or as an informal hedge. Less bushy in shady sites but flowers tend to last longer in shade than in full sun."
"ACTps","Brachycome ‘Pacific Sun’","plant_type","Perennial"
"ACTps","Callistemon ‘Packers Selection’","plant_type","Shrub"
"ACTps","Leptospermum ‘Pageant’","plant_type","Shrub"
"ACTps","Daphne ‘Perfume Princess’","plant_type","Shrub"
"ACTps","Leptospermum ‘Purple Haze’","plant_type","Shrub"
"ACTps","Hardenbergia ‘Regent’","plant_type","Shrub"
"ACTps","Brachycome ‘Pacific Sun’","plant_origin","Parentage from NSW"
"ACTps","Callistemon ‘Packers Selection’","plant_origin","Parent occurrs NSW, Vic"
"ACTps","Leptospermum ‘Pageant’","plant_origin","NSW, Vic"
"ACTps","Daphne ‘Perfume Princess’","plant_origin","Cultivar from Australia"
"ACTps","Leptospermum ‘Purple Haze’","plant_origin","NSW, Vic"
"ACTps","Hardenbergia ‘Regent’","plant_origin","A select form of a locally occurring species"
"ACTps","Brachycome ‘Pacific Sun’","light_requirement","Full Sun, Part Shade, "
"ACTps","Callistemon ‘Packers Selection’","light_requirement","Full Sun, Part Shade, "
"ACTps","Leptospermum ‘Pageant’","light_requirement","Full Sun"
"ACTps","Daphne ‘Perfume Princess’","light_requirement","Full Sun, Part Shade, Shade, "
"ACTps","Leptospermum ‘Purple Haze’","light_requirement","Full Sun"
"ACTps","Hardenbergia ‘Regent’","light_requirement","Full Sun, Part Shade, "
"ACTps","Brachycome ‘Pacific Sun’","frost_tolerance","Mostly Tolerant"
"ACTps","Callistemon ‘Packers Selection’","frost_tolerance","Hardy"
"ACTps","Leptospermum ‘Pageant’","frost_tolerance","Hardy"
"ACTps","Daphne ‘Perfume Princess’","frost_tolerance","Hardy"
"ACTps","Leptospermum ‘Purple Haze’","frost_tolerance","Hardy"
"ACTps","Hardenbergia ‘Regent’","frost_tolerance","Hardy"
"ACTps","Brachycome ‘Pacific Sun’","fire_retardant","Yes"
"ACTps","Callistemon ‘Packers Selection’","fire_retardant","No"
"ACTps","Leptospermum ‘Pageant’","fire_retardant","No"
"ACTps","Daphne ‘Perfume Princess’","fire_retardant","Yes"
"ACTps","Leptospermum ‘Purple Haze’","fire_retardant","No"
"ACTps","Hardenbergia ‘Regent’","fire_retardant","No"
"ACTps","Brachycome ‘Pacific Sun’","watering_requirement","Medium"
"ACTps","Callistemon ‘Packers Selection’","watering_requirement","Medium"
"ACTps","Leptospermum ‘Pageant’","watering_requirement","Low"
"ACTps","Daphne ‘Perfume Princess’","watering_requirement","Medium"
"ACTps","Leptospermum ‘Purple Haze’","watering_requirement","Low"
"ACTps","Hardenbergia ‘Regent’","watering_requirement","Low"
"ACTps","Leptospermum ‘Rhiannon’","common_name","‘Rhiannon’"
"ACTps","Banksia integrefolia ‘Rollercoaster’","common_name","‘Rollercoaster’"
"ACTps","Acacia leprosa ‘Scarlet Blaze’","common_name","‘Scarlet Blaze’"
"ACTps","Philotheca ‘Winter Rouge’","common_name","‘Winter Rouge’"
"ACTps","Abelia x grandiflora","common_name","Abelia"
"ACTps","Blechnum penna marina","common_name","Alpine Water Fern"
"ACTps","Leptospermum ‘Rhiannon’","Description","Rhiannon is an upright growing shrub with dark glossy foliage and large mauve/pink flowers. It grows to approximately 2m tall and 1m across. Flowering occurs in late spring and lasts for about four weeks. This is a great Tea-tree for in between driveways, as it is a manageable 2m tall, but only gets to 1m wide. Also great for hiding old fences."
"ACTps","Banksia integrefolia ‘Rollercoaster’","Description","This hardy vigorous, low-growing form of Banksia integrifolia covers ground quickly and densely, producing bright yellow flower spikes in autumn/winter. Makes a great slope stabilizer, ground cover, pot specimen, or cascading over retaining walls or terraces. Works well in hot spots and exposed areas. In part shade can develop a more open habit with darker foliage."
"ACTps","Acacia leprosa ‘Scarlet Blaze’","Description","A weeping open shrub to 5m, with ball shaped red flowers in spring. A good drought tolerant plant once it is established, it likes a well drained soil and will not do well in waterlogged areas. Requires low humidity and a very well drained spot. Likes full sun to dappled shade. Prune back by after flowering to keep it looking its best."
"ACTps","Philotheca ‘Winter Rouge’","Description","Masses of pink buds open to the white starry flowers and these are set on a hardy, compact shrub with bright green aromatic foliage. It adapts well to a wide range of environments. This is a great feature shrub that can also be used as a cut flower. Plant it near paths where the pleasant aroma of the foliage will be released as you brush against it. Cut the plant back by 20-30% after flowering to encourage compact growth."
"ACTps","Abelia x grandiflora","Description","Evergreen rounded hybrid shrub with arching branches (2m x 1.5m) from two Chinese species. Glossy dark green leaves. Bell shaped white flowers tinged with pink followed by persistent coppery brown sepals. Useful as a screen, clipped hedge or contrast in shrubbery. Prefers a protected position, therefore part shade is preferred, but full sun is tolerated. Remove old woody stems."
"ACTps","Blechnum penna marina","Description"," "
"ACTps","Leptospermum ‘Rhiannon’","plant_type","Shrub"
"ACTps","Banksia integrefolia ‘Rollercoaster’","plant_type","Groundcover"
"ACTps","Acacia leprosa ‘Scarlet Blaze’","plant_type","Shrub"
"ACTps","Philotheca ‘Winter Rouge’","plant_type","Shrub"
"ACTps","Abelia x grandiflora","plant_type","Shrub"
"ACTps","Blechnum penna marina","plant_type","Fern"
"ACTps","Leptospermum ‘Rhiannon’","plant_origin","NSW, Vic"
"ACTps","Banksia integrefolia ‘Rollercoaster’","plant_origin","Parentage from Qld, NSW, Vic, Tas"
"ACTps","Acacia leprosa ‘Scarlet Blaze’","plant_origin","Vic"
"ACTps","Philotheca ‘Winter Rouge’","plant_origin","Cultivar from Australia"
"ACTps","Abelia x grandiflora","plant_origin","China"
"ACTps","Blechnum penna marina","plant_origin","NSW, ACT, Vic. and Tas"
"ACTps","Leptospermum ‘Rhiannon’","light_requirement","Full Sun"
"ACTps","Banksia integrefolia ‘Rollercoaster’","light_requirement","Full Sun, Part Shade, "
"ACTps","Acacia leprosa ‘Scarlet Blaze’","light_requirement","Full Sun, Part Shade, "
"ACTps","Philotheca ‘Winter Rouge’","light_requirement","Part Shade"
"ACTps","Abelia x grandiflora","light_requirement","Full Sun, Part Shade, "
"ACTps","Blechnum penna marina","light_requirement","Shade"
"ACTps","Leptospermum ‘Rhiannon’","frost_tolerance","Hardy"
"ACTps","Banksia integrefolia ‘Rollercoaster’","frost_tolerance","Hardy"
"ACTps","Acacia leprosa ‘Scarlet Blaze’","frost_tolerance","Hardy"
"ACTps","Philotheca ‘Winter Rouge’","frost_tolerance","Hardy"
"ACTps","Abelia x grandiflora","frost_tolerance","Hardy"
"ACTps","Blechnum penna marina","frost_tolerance","Hardy"
"ACTps","Leptospermum ‘Rhiannon’","fire_retardant","No"
"ACTps","Banksia integrefolia ‘Rollercoaster’","fire_retardant","No"
"ACTps","Acacia leprosa ‘Scarlet Blaze’","fire_retardant","Yes"
"ACTps","Philotheca ‘Winter Rouge’","fire_retardant","Yes"
"ACTps","Abelia x grandiflora","fire_retardant","Yes"
