"study","species","trait_name","value"
"UCdavis","Aquilegia eximia","Water needs","Low"
"UCdavis","Aquilegia eximia","Water needs","Medium"
"UCdavis","Aquilegia eximia","Flowering season","Spring"
"UCdavis","Aquilegia eximia","Flowering season","Summer"
"UCdavis","Aquilegia eximia","Wildlife Value(s)","Hummingbirds"
"UCdavis","Aquilegia eximia","Pruning needs","Remove old flower stalks and foliage in the fall"
"UCdavis","Arbutus  'Marina'","Common name","Marina madrone"
"UCdavis","Arbutus  'Marina'","Latin name","Arbutus  'Marina'"
"UCdavis","Arbutus  'Marina'","Description","Shiny evergreen leaves and large drooping clusters of pink flowers are followed by red berries that last into late winter; attractive smooth coppery bark; tolerant of head and alkaline water; very attractive to hummingbirds."
"UCdavis","Arbutus  'Marina'","California native","No"
"UCdavis","Arbutus  'Marina'","All-Star","Yes"
"UCdavis","Arbutus  'Marina'","Type","Tree"
"UCdavis","Arbutus  'Marina'","Size","Small"
"UCdavis","Arbutus  'Marina'","Flower colour","Pink"
"UCdavis","Arbutus  'Marina'","Sun Exposure","Full Sun"
"UCdavis","Arbutus  'Marina'","Water needs","Low"
"UCdavis","Arbutus  'Marina'","Flowering season","Fall"
"UCdavis","Arbutus  'Marina'","Flowering season","Winter"
"UCdavis","Arbutus  'Marina'","Wildlife Value(s)","Hummingbirds"
"UCdavis","Arbutus  'Marina'","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Arbutus  'Marina'","Pruning needs","Prune to shape and expose beautiful stems"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Common name","Vine Hill manzanita"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Latin name","Arctostaphylos densiflora  'Howard McMinn'"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Description","California native plant; known for its smooth, wine-red bark; one of the few manzanitas that tolerates our clay-loam soils; attracts hummingbirds and beneficial insects."
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","California native","Yes"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","All-Star","Yes"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Type","Shrub"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Water needs","Medium"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Flower colour","Pink"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Sun Exposure","Full Sun"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Sun Exposure","Part Shade"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Water needs","Very Low"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Water needs","Low"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Flowering season","Winter"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Wildlife Value(s)","Hummingbirds"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Arctostaphylos densiflora  'Howard McMinn'","Pruning needs","Little or none"
"UCdavis","Aristolochia californica","Common name","California pipevine"
"UCdavis","Aristolochia californica","Latin name","Aristolochia californica"
"UCdavis","Aristolochia californica","Description","California native plant; leaves provide food for pipevine swallowtail butterfly larvae; versatile plant that can be used as a climbing vine or a groundcover."
"UCdavis","Aristolochia californica","California native","Yes"
"UCdavis","Aristolochia californica","All-Star","Yes"
"UCdavis","Aristolochia californica","Type","Vine"
"UCdavis","Aristolochia californica","Flower colour","Green"
"UCdavis","Aristolochia californica","Sun Exposure","Part Shade"
"UCdavis","Aristolochia californica","Sun Exposure","Shade"
"UCdavis","Aristolochia californica","Water needs","Very Low"
"UCdavis","Aristolochia californica","Water needs","Low"
"UCdavis","Aristolochia californica","Flowering season","Winter"
"UCdavis","Aristolochia californica","Wildlife Value(s)","Butterflies"
"UCdavis","Aristolochia californica","Pruning needs","Little or none; train stems up trellis or support"
"UCdavis","Aster  'Purple Dome'","Common name","purple dome Michaelmas daisy"
"UCdavis","Aster  'Purple Dome'","Latin name","Aster  'Purple Dome'"
"UCdavis","Aster  'Purple Dome'","Description","This dwarf daisy has deep-violet flowers in late summer; attractive to butterflies and beneficial insects; resists mildew and tolerates wet soils."
"UCdavis","Aster  'Purple Dome'","California native","No"
"UCdavis","Aster  'Purple Dome'","All-Star","Yes"
"UCdavis","Aster  'Purple Dome'","Type","Perennial"
"UCdavis","Aster  'Purple Dome'","Water needs","Medium"
"UCdavis","Aster  'Purple Dome'","Flower colour","Purple"
"UCdavis","Aster  'Purple Dome'","Sun Exposure","Full Sun"
"UCdavis","Aster  'Purple Dome'","Sun Exposure","Part Shade"
"UCdavis","Aster  'Purple Dome'","Water needs","Low"
"UCdavis","Aster  'Purple Dome'","Water needs","Medium"
"UCdavis","Aster  'Purple Dome'","Flowering season","Summer"
"UCdavis","Aster  'Purple Dome'","Wildlife Value(s)","Butterflies"
"UCdavis","Aster  'Purple Dome'","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Aster  'Purple Dome'","Pruning needs","Cut to ground in winter to renew"
"UCdavis","Berberis aquifolium  'Compacta'","Common name","compact Oregon grape"
"UCdavis","Berberis aquifolium  'Compacta'","Latin name","Berberis aquifolium  'Compacta'"
"UCdavis","Berberis aquifolium  'Compacta'","California native","Yes"
"UCdavis","Berberis aquifolium  'Compacta'","All-Star","Yes"
"UCdavis","Berberis aquifolium  'Compacta'","Type","Shrub"
"UCdavis","Berberis aquifolium  'Compacta'","Size","Small"
"UCdavis","Berberis aquifolium  'Compacta'","Flower colour","Yellow"
"UCdavis","Berberis aquifolium  'Compacta'","Sun Exposure","Part Shade"
"UCdavis","Berberis aquifolium  'Compacta'","Sun Exposure","Shade"
"UCdavis","Berberis aquifolium  'Compacta'","Water needs","Low"
"UCdavis","Berberis aquifolium  'Compacta'","Flowering season","Spring"
"UCdavis","Berberis aquifolium  'Compacta'","Flowering season","Winter"
"UCdavis","Berberis aquifolium  'Compacta'","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Berberis aquifolium  'Compacta'","Wildlife Value(s)","Birds"
"UCdavis","Berberis aquifolium  'Compacta'","Pruning needs","Little or none"
"UCdavis","Bergenia crassifolia","Common name","pigsqueak"
"UCdavis","Bergenia crassifolia","Latin name","Bergenia crassifolia"
"UCdavis","Bergenia crassifolia","California native","No"
"UCdavis","Bergenia crassifolia","All-Star","Yes"
"UCdavis","Bergenia crassifolia","Type","Perennial"
"UCdavis","Bergenia crassifolia","Size","Small"
"UCdavis","Bergenia crassifolia","Flower colour","Pink"
"UCdavis","Bergenia crassifolia","Sun Exposure","Part Shade"
"UCdavis","Bergenia crassifolia","Sun Exposure","Shade"
"UCdavis","Bergenia crassifolia","Water needs","Low"
"UCdavis","Bergenia crassifolia","Water needs","Medium"
"UCdavis","Bergenia crassifolia","Flowering season","Winter"
"UCdavis","Bergenia crassifolia","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Bergenia crassifolia","Pruning needs","Remove old flower stalks"
"UCdavis","Bletilla striata","Common name","Chinese ground orchid"
"UCdavis","Bletilla striata","Latin name","Bletilla striata"
"UCdavis","Bletilla striata","California native","No"
"UCdavis","Bletilla striata","All-Star","Yes"
"UCdavis","Bletilla striata","Type","Perennial"
"UCdavis","Bletilla striata","Water needs","Medium"
"UCdavis","Bletilla striata","Flower colour","Pink"
"UCdavis","Bletilla striata","Sun Exposure","Part Shade"
"UCdavis","Bletilla striata","Sun Exposure","Shade"
"UCdavis","Bletilla striata","Water needs","Low"
"UCdavis","Bletilla striata","Water needs","Medium"
"UCdavis","Bletilla striata","Flowering season","Spring"
"UCdavis","Bletilla striata","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Bletilla striata","Pruning needs","Cut stems to ground in winter for tidy appearance"
"UCdavis","Bouteloua gracilis","Common name","blue grama grass"
"UCdavis","Bouteloua gracilis","Latin name","Bouteloua gracilis"
"UCdavis","Bouteloua gracilis","Description","California native plant; green flowers age to tan by the end of the summer; retains tidy, upright shape even when dormant."
"UCdavis","Bouteloua gracilis","California native","Yes"
"UCdavis","Bouteloua gracilis","All-Star","Yes"
"UCdavis","Bouteloua gracilis","Type","Perennial"
"UCdavis","Bouteloua gracilis","Water needs","Medium"
"UCdavis","Bouteloua gracilis","Flower colour","Green"
"UCdavis","Bouteloua gracilis","Sun Exposure","Full Sun"
"UCdavis","Bouteloua gracilis","Sun Exposure","Part Shade"
"UCdavis","Bouteloua gracilis","Water needs","Low"
"UCdavis","Bouteloua gracilis","Flowering season","Summer"
"UCdavis","Bouteloua gracilis","Flowering season","Fall"
"UCdavis","Bouteloua gracilis","Wildlife Value(s)","None"
"UCdavis","Bouteloua gracilis","Pruning needs","Mow once in late fall or winter to renew"
"UCdavis","Bulbine frutescens","Common name","Cape balsam"
"UCdavis","Bulbine frutescens","Latin name","Bulbine frutescens"
"UCdavis","Bulbine frutescens","California native","No"
"UCdavis","Bulbine frutescens","All-Star","Yes"
"UCdavis","Bulbine frutescens","Type","Perennial"
"UCdavis","Bulbine frutescens","Water needs","Medium"
"UCdavis","Bulbine frutescens","Flower colour","Yellow"
"UCdavis","Bulbine frutescens","Sun Exposure","Full Sun"
"UCdavis","Bulbine frutescens","Sun Exposure","Part Shade"
"UCdavis","Bulbine frutescens","Water needs","Very Low"
"UCdavis","Bulbine frutescens","Water needs","Low"
"UCdavis","Bulbine frutescens","Flowering season","Spring"
"UCdavis","Bulbine frutescens","Flowering season","Summer"
"UCdavis","Bulbine frutescens","Flowering season","Fall"
"UCdavis","Bulbine frutescens","Wildlife Value(s)","None"
"UCdavis","Bulbine frutescens","Pruning needs","Remove old flower stalks for tidy appearance"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Common name","Karl Foerster feather reed grass"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Latin name","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Description","Attractive, upright dark green foliage; fluffy blooms in spring turn into attractive buff spikes that last all summer and fall; a vertical plant that performs well in narrow spaces."
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","California native","No"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","All-Star","Yes"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Type","Perennial"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Size","Large"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Flower colour","Green"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Sun Exposure","Full Sun"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Sun Exposure","Part Shade"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Water needs","Low"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Water needs","Medium"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Flowering season","Spring"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Flowering season","Summer"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Wildlife Value(s)","None"
"UCdavis","Calamagrostis x acutiflora  <U+0091>Karl Foerster<U+0092>","Pruning needs","Cut to ground in winter"
"UCdavis","Callistemon  'Violaceus'","Common name","purple bottlebrush"
"UCdavis","Callistemon  'Violaceus'","Latin name","Callistemon  'Violaceus'"
"UCdavis","Callistemon  'Violaceus'","Description","Rosy-purple <U+0093>bottlebrush<U+0094> flowers bloom in early winter and spring, and sporadically year round; medium to large evergreen shrub that is tough and adaptable; grows best in full sun and tolerates infrequent watering; attracts hummingbirds and beneficial insects."
"UCdavis","Callistemon  'Violaceus'","California native","No"
"UCdavis","Callistemon  'Violaceus'","All-Star","Yes"
"UCdavis","Callistemon  'Violaceus'","Type","Shrub"
"UCdavis","Callistemon  'Violaceus'","Size","Large"
"UCdavis","Callistemon  'Violaceus'","Flower colour","Purple"
"UCdavis","Callistemon  'Violaceus'","Sun Exposure","Full Sun"
"UCdavis","Callistemon  'Violaceus'","Sun Exposure","Part Shade"
"UCdavis","Callistemon  'Violaceus'","Water needs","Very Low"
"UCdavis","Callistemon  'Violaceus'","Water needs","Low"
"UCdavis","Callistemon  'Violaceus'","Flowering season","Spring"
"UCdavis","Callistemon  'Violaceus'","Flowering season","Summer"
"UCdavis","Callistemon  'Violaceus'","Flowering season","Winter"
"UCdavis","Callistemon  'Violaceus'","Wildlife Value(s)","Hummingbirds"
"UCdavis","Callistemon  'Violaceus'","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Callistemon  'Violaceus'","Pruning needs","little or none; prune to shape"
"UCdavis","Calycanthus occidentalis","Common name","western spice bush"
"UCdavis","Calycanthus occidentalis","Latin name","Calycanthus occidentalis"
"UCdavis","Calycanthus occidentalis","California native","Yes"
"UCdavis","Calycanthus occidentalis","All-Star","Yes"
"UCdavis","Calycanthus occidentalis","Type","Shrub"
"UCdavis","Calycanthus occidentalis","Size","Large"
"UCdavis","Calycanthus occidentalis","Flower colour","Red"
"UCdavis","Calycanthus occidentalis","Sun Exposure","Part Shade"
"UCdavis","Calycanthus occidentalis","Sun Exposure","Shade"
"UCdavis","Calycanthus occidentalis","Water needs","Very Low"
"UCdavis","Calycanthus occidentalis","Water needs","Low"
"UCdavis","Calycanthus occidentalis","Flowering season","Spring"
"UCdavis","Calycanthus occidentalis","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Calycanthus occidentalis","Pruning needs","little or none; prune to shape"
"UCdavis","Carpenteria californica","Common name","bush anemone"
"UCdavis","Carpenteria californica","Latin name","Carpenteria californica"
"UCdavis","Carpenteria californica","Description","California native plant; has clusters of large, sweetly-scented white flowers in late spring and early summer; glossy, dark-green leaves stay on the plant all year; older stems have attractive, pale, papery bark."
"UCdavis","Carpenteria californica","California native","Yes"
"UCdavis","Carpenteria californica","All-Star","Yes"
"UCdavis","Carpenteria californica","Type","Shrub"
"UCdavis","Carpenteria californica","Water needs","Medium"
"UCdavis","Carpenteria californica","Flower colour","White"
"UCdavis","Carpenteria californica","Sun Exposure","Part Shade"
"UCdavis","Carpenteria californica","Water needs","Very Low"
"UCdavis","Carpenteria californica","Water needs","Low"
"UCdavis","Carpenteria californica","Flowering season","Spring"
"UCdavis","Carpenteria californica","Wildlife Value(s)","None"
"UCdavis","Carpenteria californica","Pruning needs","little or none; prune to shape"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Common name","Marie Simon ceanothus"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Latin name","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Description","Large, loose clusters of soft-pink flowers complement maroon-red stems; nectar-rich flowers attract bees and other beneficial insects; semi deciduous to evergreen."
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","California native","No"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","All-Star","Yes"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Type","Shrub"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Water needs","Medium"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Flower colour","Pink"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Sun Exposure","Full Sun"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Sun Exposure","Part Shade"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Water needs","Low"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Flowering season","Spring"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Wildlife Value(s)","Bees"
"UCdavis","Ceanothus x pallidus <U+0091>Marie Simon<U+0092>","Pruning needs","prune in early spring to shape and remove old, twiggy growth"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Common name","concha ceanothus"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Latin name","Ceanothus <U+0091>Concha<U+0092>"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","California native","Yes"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","All-Star","Yes"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Type","Shrub"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Water needs","Medium"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Flower colour","Purple"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Sun Exposure","Full Sun"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Sun Exposure","Part Shade"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Water needs","Very Low"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Water needs","Low"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Flowering season","Spring"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Ceanothus <U+0091>Concha<U+0092>","Pruning needs","little or none; prune to shape after spring flowering"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Common name","valley violet maritime ceanothus"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Latin name","Ceanothus maritimus <U+0091>Valley Violet<U+0092>"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","California native","Yes"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","All-Star","Yes"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Type","Shrub"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Size","Small"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Flower colour","Purple"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Sun Exposure","Full Sun"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Sun Exposure","Part Shade"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Water needs","Very Low"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Water needs","Low"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Flowering season","Winter"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Ceanothus maritimus <U+0091>Valley Violet<U+0092>","Pruning needs","little or none; prune to shape after spring flowering"
"UCdavis","Cerastium tomentosum","Common name","snow-in-summer"
"UCdavis","Cerastium tomentosum","Latin name","Cerastium tomentosum"
"UCdavis","Cerastium tomentosum","California native","No"
"UCdavis","Cerastium tomentosum","All-Star","Yes"
"UCdavis","Cerastium tomentosum","Type","Groundcover"
"UCdavis","Cerastium tomentosum","Flower colour","White"
"UCdavis","Cerastium tomentosum","Sun Exposure","Full Sun"
"UCdavis","Cerastium tomentosum","Sun Exposure","Part Shade"
"UCdavis","Cerastium tomentosum","Water needs","Low"
"UCdavis","Cerastium tomentosum","Water needs","Medium"
"UCdavis","Cerastium tomentosum","Flowering season","Spring"
"UCdavis","Cerastium tomentosum","Flowering season","Summer"
"UCdavis","Cerastium tomentosum","Wildlife Value(s)","None"
"UCdavis","Cerastium tomentosum","Pruning needs","little or none"
"UCdavis","Ceratostigma plumbaginoides","Common name","dwarf plumbago"
"UCdavis","Ceratostigma plumbaginoides","Latin name","Ceratostigma plumbaginoides"
"UCdavis","Ceratostigma plumbaginoides","Description","Attractive groundcover with clusters of intense blue flowers in summer and continuing into fall; leaves turn a colorful maroon in autumn; tolerant of sun or shade."
"UCdavis","Ceratostigma plumbaginoides","California native","No"
"UCdavis","Ceratostigma plumbaginoides","All-Star","Yes"
"UCdavis","Ceratostigma plumbaginoides","Type","Groundcover"
"UCdavis","Ceratostigma plumbaginoides","Flower colour","Blue"
"UCdavis","Ceratostigma plumbaginoides","Sun Exposure","Full Sun"
"UCdavis","Ceratostigma plumbaginoides","Sun Exposure","Part Shade"
"UCdavis","Ceratostigma plumbaginoides","Water needs","Low"
"UCdavis","Ceratostigma plumbaginoides","Flowering season","Summer"
"UCdavis","Ceratostigma plumbaginoides","Flowering season","Fall"
"UCdavis","Ceratostigma plumbaginoides","Wildlife Value(s)","None"
"UCdavis","Ceratostigma plumbaginoides","Pruning needs","cut to ground in winter for tidy appearance"
"UCdavis","Cercis occidentalis","Common name","western redbud"
"UCdavis","Cercis occidentalis","Latin name","Cercis occidentalis"
"UCdavis","Cercis occidentalis","Description","California native plant; early spring bloom before leaves appear; attractive reddish seed pods in summer; new stems, cut in winter, are used to add color to Native American baskets; attracts beneficial insects."
"UCdavis","Cercis occidentalis","California native","Yes"
"UCdavis","Cercis occidentalis","All-Star","Yes"
"UCdavis","Cercis occidentalis","Type","Shrub"
"UCdavis","Cercis occidentalis","Size","Large"
"UCdavis","Cercis occidentalis","Flower colour","Pink"
"UCdavis","Cercis occidentalis","Sun Exposure","Full Sun"
"UCdavis","Cercis occidentalis","Sun Exposure","Part Shade"
"UCdavis","Cercis occidentalis","Water needs","Very Low"
"UCdavis","Cercis occidentalis","Water needs","Low"
"UCdavis","Cercis occidentalis","Flowering season","Spring"
"UCdavis","Cercis occidentalis","Flowering season","Winter"
"UCdavis","Cercis occidentalis","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Cercis occidentalis","Pruning needs","little or none; may be trained as a small tree"
"UCdavis","Cercocarpus betuloides var. blancheae","Common name","island mountain mahogany"
"UCdavis","Cercocarpus betuloides var. blancheae","Latin name","Cercocarpus betuloides var. blancheae"
"UCdavis","Cercocarpus betuloides var. blancheae","Description","California native plant; thrives in full sun and dry soil; tiny flowers attract pollinating insects; seed pods are curly and fuzzy."
"UCdavis","Cercocarpus betuloides var. blancheae","California native","Yes"
"UCdavis","Cercocarpus betuloides var. blancheae","All-Star","Yes"
"UCdavis","Cercocarpus betuloides var. blancheae","Type","Shrub"
"UCdavis","Cercocarpus betuloides var. blancheae","Size","Large"
"UCdavis","Cercocarpus betuloides var. blancheae","Sun Exposure","Full Sun"
"UCdavis","Cercocarpus betuloides var. blancheae","Sun Exposure","Part Shade"
"UCdavis","Cercocarpus betuloides var. blancheae","Water needs","Very Low"
"UCdavis","Cercocarpus betuloides var. blancheae","Water needs","Low"
"UCdavis","Cercocarpus betuloides var. blancheae","Flowering season","Winter"
"UCdavis","Cercocarpus betuloides var. blancheae","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Cercocarpus betuloides var. blancheae","Pruning needs","little or none; prune to shape; may be trained as a small tree"
"UCdavis","Chionanthus retusus","Common name","Chinese fringe tree"
"UCdavis","Chionanthus retusus","Latin name","Chionanthus retusus"
"UCdavis","Chionanthus retusus","Description","Attractive grooved or peeling bark provides winter interest; leaves turn yellow before falling off in the winter; has no known diseases."
"UCdavis","Chionanthus retusus","California native","No"
"UCdavis","Chionanthus retusus","All-Star","Yes"
"UCdavis","Chionanthus retusus","Type","Tree"
"UCdavis","Chionanthus retusus","Water needs","Medium"
"UCdavis","Chionanthus retusus","Flower colour","White"
"UCdavis","Chionanthus retusus","Sun Exposure","Full Sun"
"UCdavis","Chionanthus retusus","Water needs","Low"
