"study","species","trait_name","value","trait_name_original","value_original"
"UCdavis","Cercis occidentalis","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Cercis occidentalis","Pruning needs","little or none; may be trained as a small tree","Pruning needs","little or none; may be trained as a small tree"
"UCdavis","Cercocarpus betuloides var. blancheae","Description","California native plant; thrives in full sun and dry soil; tiny flowers attract pollinating insects; seed pods are curly and fuzzy.","Description","California native plant; thrives in full sun and dry soil; tiny flowers attract pollinating insects; seed pods are curly and fuzzy."
"UCdavis","Cercocarpus betuloides var. blancheae","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Cercocarpus betuloides var. blancheae","Pruning needs","little or none; prune to shape; may be trained as a small tree","Pruning needs","little or none; prune to shape; may be trained as a small tree"
"UCdavis","Chionanthus retusus","Description","Attractive grooved or peeling bark provides winter interest; leaves turn yellow before falling off in the winter; has no known diseases.","Description","Attractive grooved or peeling bark provides winter interest; leaves turn yellow before falling off in the winter; has no known diseases."
"UCdavis","Chionanthus retusus","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Clytostoma calystegioides","Description","Vigorous climber for covering walls and fences and can also be grown as a groundcover; trumpet-shaped violet flowers with purple veins blossom in late spring to summer; attracts hummingbirds.","Description","Vigorous climber for covering walls and fences and can also be grown as a groundcover; trumpet-shaped violet flowers with purple veins blossom in late spring to summer; attracts hummingbirds."
"UCdavis","Clytostoma calystegioides","Wildlife Value(s)","Hummingbirds","Wildlife Value(s)","Hummingbirds"
"UCdavis","Clytostoma calystegioides","Pruning needs","prune in winter to shape","Pruning needs","prune in winter to shape"
"UCdavis","Crataegus phaenopyrum","Description","Provides year-round interest with profuse white spring flowers, brilliant scarlet foliage in fall and ornamental fruit clusters in winter; graceful, open-limb structure makes it an attractive patio specimen; disease free in our area; attracts birds.","Description","Provides year-round interest with profuse white spring flowers, brilliant scarlet foliage in fall and ornamental fruit clusters in winter; graceful, open-limb structure makes it an attractive patio specimen; disease free in our area; attracts birds."
"UCdavis","Crataegus phaenopyrum","Wildlife Value(s)","Birds","Wildlife Value(s)","Birds"
"UCdavis","Crataegus phaenopyrum","Pruning needs","little or none","Pruning needs","little or none"
"UCdavis","Crinodendron patagua","Description","Drought tolerant; makes a good screen or patio tree with its upright form and narrow profile; attractive, shiny, evergreen leaves; white bell-shaped flowers.","Description","Drought tolerant; makes a good screen or patio tree with its upright form and narrow profile; attractive, shiny, evergreen leaves; white bell-shaped flowers."
"UCdavis","Crinodendron patagua","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Crinodendron patagua","Pruning needs","little or none","Pruning needs","little or none"
"UCdavis","Cyclamen hederifolium","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Cyclamen hederifolium","Pruning needs","little or none","Pruning needs","little or none"
"UCdavis","Cyrtomium falcatum","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Cyrtomium falcatum","Pruning needs","little or none; remove old fronds for tidy appearance","Pruning needs","little or none; remove old fronds for tidy appearance"
"UCdavis","Dasylirion wheeleri","Description","Evergreen desert plant with long, narrow, blue-gray leaves; cream-colored flowers emerge in summer on tall spikes; drought tolerant and makes a striking accent plant; attracts beneficial insects.","Description","Evergreen desert plant with long, narrow, blue-gray leaves; cream-colored flowers emerge in summer on tall spikes; drought tolerant and makes a striking accent plant; attracts beneficial insects."
"UCdavis","Dasylirion wheeleri","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Dasylirion wheeleri","Pruning needs","little or none","Pruning needs","little or none"
"UCdavis","Delosperma cooperi","Description","Linear succulent foliage creeps along the ground, making an attractive apple-green mat; bright pink-purple flowers bloom in spring, summer, and fall.","Description","Linear succulent foliage creeps along the ground, making an attractive apple-green mat; bright pink-purple flowers bloom in spring, summer, and fall."
"UCdavis","Delosperma cooperi","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Delosperma cooperi","Pruning needs","little or none","Pruning needs","little or none"
"UCdavis","Echeveria Imbricata","Description","Lovely, drought-tolerant edging plant for partial shade; sculptural foliage rosettes look like blue-green succulent flowers; spreads by producing plantlets that slowly form a groundcover.","Description","Lovely, drought-tolerant edging plant for partial shade; sculptural foliage rosettes look like blue-green succulent flowers; spreads by producing plantlets that slowly form a groundcover."
"UCdavis","Echeveria Imbricata","Wildlife Value(s)","Hummingbirds","Wildlife Value(s)","Hummingbirds"
"UCdavis","Echeveria Imbricata","Pruning needs","remove old flower stalks","Pruning needs","remove old flower stalks"
"UCdavis","Epilobium canum","Description","California native plant; easy to grow and tolerates heat and drought; different varieties can have narrow or broad leaves that range from silver to bright green.","Description","California native plant; easy to grow and tolerates heat and drought; different varieties can have narrow or broad leaves that range from silver to bright green."
"UCdavis","Epilobium canum","Wildlife Value(s)","Hummingbirds","Wildlife Value(s)","Hummingbirds"
"UCdavis","Epilobium canum","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Epilobium canum","Pruning needs","cut to ground after flowering in late fall","Pruning needs","cut to ground after flowering in late fall"
"UCdavis","Erigeron karvinskianus","Wildlife Value(s)","Butterflies","Wildlife Value(s)","Butterflies"
"UCdavis","Erigeron karvinskianus","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Erigeron karvinskianus","Pruning needs","cut to ground in winter to renew","Pruning needs","cut to ground in winter to renew"
"UCdavis","Eriogonum giganteum","Description","California native plant; large clusters of white flowers appear in summer and attract beneficial insects; fast growing and quickly develops into a large, rounded shrub with woolly, whitish-gray foliage.","Description","California native plant; large clusters of white flowers appear in summer and attract beneficial insects; fast growing and quickly develops into a large, rounded shrub with woolly, whitish-gray foliage."
"UCdavis","Eriogonum giganteum","Wildlife Value(s)","Butterflies","Wildlife Value(s)","Butterflies"
"UCdavis","Eriogonum giganteum","Pruning needs","remove old flower stalks; prune to maintain compact form","Pruning needs","remove old flower stalks; prune to maintain compact form"
"UCdavis","Festuca californica","Description","California native plant; tolerates summer drought and various soil types, and is long lived; has graceful, gray-green leaves and airy flowers that mature to a golden yellow color.","Description","California native plant; tolerates summer drought and various soil types, and is long lived; has graceful, gray-green leaves and airy flowers that mature to a golden yellow color."
"UCdavis","Festuca californica","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Festuca californica","Pruning needs","remove old flower stalks in fall for tidy appearance","Pruning needs","remove old flower stalks in fall for tidy appearance"
"UCdavis","Hardenbergia violacea","Description","Vigorous evergreen vine can be used to cover an arbor, pergola or wall; small, purple, pea-like flowers bloom in late winter to early spring; other cultivars have white or pink flowers.","Description","Vigorous evergreen vine can be used to cover an arbor, pergola or wall; small, purple, pea-like flowers bloom in late winter to early spring; other cultivars have white or pink flowers."
"UCdavis","Hardenbergia violacea","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Hardenbergia violacea","Pruning needs","trim to fit available space annually; cut back after bloom to prevent tangling","Pruning needs","trim to fit available space annually; cut back after bloom to prevent tangling"
"UCdavis","Helleborus argutifolius","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Helleborus argutifolius","Pruning needs","remove old flower stalks in summer for tidy appearance","Pruning needs","remove old flower stalks in summer for tidy appearance"
"UCdavis","Hesperaloe parviflora","Wildlife Value(s)","Hummingbirds","Wildlife Value(s)","Hummingbirds"
"UCdavis","Hesperaloe parviflora","Pruning needs","remove old flower stalks in winter","Pruning needs","remove old flower stalks in winter"
"UCdavis","Heuchera Lillians Pink","Description","California native plant; bright pink flowers attract bees and hummingbirds; excellent groundcover for small shady areas or borders.","Description","California native plant; bright pink flowers attract bees and hummingbirds; excellent groundcover for small shady areas or borders."
"UCdavis","Heuchera Lillians Pink","Wildlife Value(s)","Hummingbirds","Wildlife Value(s)","Hummingbirds"
"UCdavis","Heuchera Lillians Pink","Wildlife Value(s)","Bees","Wildlife Value(s)","Bees"
"UCdavis","Heuchera Lillians Pink","Pruning needs","remove old flower stalks","Pruning needs","remove old flower stalks"
"UCdavis","Heuchera Rosada","Wildlife Value(s)","Hummingbirds","Wildlife Value(s)","Hummingbirds"
"UCdavis","Heuchera Rosada","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Heuchera Rosada","Pruning needs","remove old flower stalks","Pruning needs","remove old flower stalks"
"UCdavis","Heuchera maxima","Description","California native plant; a good informal groundcover for dry shade; tolerates heavy clay soils; frilly green leaves look good all year.","Description","California native plant; a good informal groundcover for dry shade; tolerates heavy clay soils; frilly green leaves look good all year."
"UCdavis","Heuchera maxima","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Heuchera maxima","Pruning needs","remove old flower stalks","Pruning needs","remove old flower stalks"
"UCdavis","Hunnemannia fumariifolia","Description","Bright yellow poppy flowers bloom spring through fall; bushy perennial with lacy, gray-green foliage; heat and drought tolerant with seeds that grow to replace the mother plant.","Description","Bright yellow poppy flowers bloom spring through fall; bushy perennial with lacy, gray-green foliage; heat and drought tolerant with seeds that grow to replace the mother plant."
"UCdavis","Hunnemannia fumariifolia","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Hunnemannia fumariifolia","Pruning needs","cut back old flower stalks for tidy appearance and prolonged bloom","Pruning needs","cut back old flower stalks for tidy appearance and prolonged bloom"
"UCdavis","Iris Canyon Snow","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Iris Canyon Snow","Pruning needs","little or none; can dig up and divide in fall","Pruning needs","little or none; can dig up and divide in fall"
"UCdavis","Isomeris arborea","Wildlife Value(s)","Hummingbirds","Wildlife Value(s)","Hummingbirds"
"UCdavis","Isomeris arborea","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Isomeris arborea","Pruning needs","little or none","Pruning needs","little or none"
"UCdavis","Jasminum nudiflorum","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Jasminum nudiflorum","Pruning needs","little or none; prune to shape","Pruning needs","little or none; prune to shape"
"UCdavis","Kniphofia Christmas Cheer","Wildlife Value(s)","Hummingbirds","Wildlife Value(s)","Hummingbirds"
"UCdavis","Kniphofia Christmas Cheer","Pruning needs","remove old flower stalks","Pruning needs","remove old flower stalks"
"UCdavis","Koelreuteria elegans subsp. formosana","Description","Tropical-looking shade tree; has broad clusters of bright yellow flowers in fall, followed by coral-red seed pods; adaptable to various soils and watering schedules.","Description","Tropical-looking shade tree; has broad clusters of bright yellow flowers in fall, followed by coral-red seed pods; adaptable to various soils and watering schedules."
"UCdavis","Koelreuteria elegans subsp. formosana","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Koelreuteria elegans subsp. formosana","Pruning needs","little or none; prune to shape in winter","Pruning needs","little or none; prune to shape in winter"
"UCdavis","Lagerstroemia hybrids and cultivars","Description","Provides year-round interest with summer flowers, fall color, and handsome ornamental bark in winter; comes in pink, white, lavender-purple, or red-flowering varieties; hybrid forms are more mildew resistant; attracts beneficial insects.","Description","Provides year-round interest with summer flowers, fall color, and handsome ornamental bark in winter; comes in pink, white, lavender-purple, or red-flowering varieties; hybrid forms are more mildew resistant; attracts beneficial insects."
"UCdavis","Lagerstroemia hybrids and cultivars","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Lagerstroemia hybrids and cultivars","Pruning needs","prune in winter to shape","Pruning needs","prune in winter to shape"
"UCdavis","Lavandula x ginginsii Goodwin Creek Grey","Description","Long bloom season; easy to renew with pruning; more heat resistant than English lavenders; attracts hummingbirds and beneficial insects.","Description","Long bloom season; easy to renew with pruning; more heat resistant than English lavenders; attracts hummingbirds and beneficial insects."
"UCdavis","Lavandula x ginginsii Goodwin Creek Grey","Wildlife Value(s)","Butterflies","Wildlife Value(s)","Butterflies"
"UCdavis","Lavandula x ginginsii Goodwin Creek Grey","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Lavandula x ginginsii Goodwin Creek Grey","Pruning needs","cut back after flowering","Pruning needs","cut back after flowering"
"UCdavis","Lavandula stoechas Otto Quast","Description","Showiest of all the lavenders; thrives in sunny dry conditions; attracts butterflies and beneficial insects.","Description","Showiest of all the lavenders; thrives in sunny dry conditions; attracts butterflies and beneficial insects."
"UCdavis","Lavandula stoechas Otto Quast","Wildlife Value(s)","Butterflies","Wildlife Value(s)","Butterflies"
"UCdavis","Lavandula stoechas Otto Quast","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Lavandula stoechas Otto Quast","Pruning needs","cut back to remove old flowers and keep compact","Pruning needs","cut back to remove old flowers and keep compact"
"UCdavis","Leucophyllum frutescens","Description","Striking silvery foliage; very heat and drought tolerant; requires little pruning as a shrub but can be successful as a hedge if sheared; attracts beneficial insects.","Description","Striking silvery foliage; very heat and drought tolerant; requires little pruning as a shrub but can be successful as a hedge if sheared; attracts beneficial insects."
"UCdavis","Leucophyllum frutescens","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Leucophyllum frutescens","Pruning needs","little or none; prune to shape","Pruning needs","little or none; prune to shape"
"UCdavis","Leucophyllum langmaniae Lynns Legacy","Description","Showy, bright, lavender-violet flowers bloom through spring and summer; dense-growing, medium-sized shrub has fuzzy, light-green leaves all year; very adaptable plant that tolerates heat, wind, and alkaline soil.","Description","Showy, bright, lavender-violet flowers bloom through spring and summer; dense-growing, medium-sized shrub has fuzzy, light-green leaves all year; very adaptable plant that tolerates heat, wind, and alkaline soil."
"UCdavis","Leucophyllum langmaniae Lynns Legacy","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Leucophyllum langmaniae Lynns Legacy","Pruning needs","little or none","Pruning needs","little or none"
"UCdavis","Lonicera standishii","Description","Distinctive fountain-shaped shrub; deliciously fragrant white flowers adorn the semi-leafless stems during winter and early spring; attracts hummingbirds in winter.","Description","Distinctive fountain-shaped shrub; deliciously fragrant white flowers adorn the semi-leafless stems during winter and early spring; attracts hummingbirds in winter."
"UCdavis","Lonicera standishii","Wildlife Value(s)","Hummingbirds","Wildlife Value(s)","Hummingbirds"
"UCdavis","Lonicera standishii","Pruning needs","little or none","Pruning needs","little or none"
"UCdavis","Mandevilla laxa","Description","Attractive, twining vine; clusters of white, funnel-shaped flowers blossom in the summer with a delightful tropical fragrance; tolerant of both full sun and partial shade.","Description","Attractive, twining vine; clusters of white, funnel-shaped flowers blossom in the summer with a delightful tropical fragrance; tolerant of both full sun and partial shade."
"UCdavis","Mandevilla laxa","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Miscanthus sinensis (dwarf varieties)","Description","Leaves may turn red, orange, and yellow in the fall; many varieties are available, with different leaf patterns and a range of sizes; thrives in clay soil.","Description","Leaves may turn red, orange, and yellow in the fall; many varieties are available, with different leaf patterns and a range of sizes; thrives in clay soil."
"UCdavis","Miscanthus sinensis (dwarf varieties)","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Miscanthus sinensis (dwarf varieties)","Pruning needs","cut to ground in winter","Pruning needs","cut to ground in winter"
"UCdavis","Muhlenbergia dubia","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Muhlenbergia dubia","Pruning needs","cut to ground every three years","Pruning needs","cut to ground every three years"
"UCdavis","Muhlenbergia rigens","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Muhlenbergia rigens","Pruning needs","cut to ground every three years","Pruning needs","cut to ground every three years"
"UCdavis","Neomarica caerulea","Description","Accent plant with arching, sword-like leaves; produces clusters of gorgeous, intricately-patterned, violet-blue flowers; blooms repeatedly in partial shade during the hottest part of the summer.","Description","Accent plant with arching, sword-like leaves; produces clusters of gorgeous, intricately-patterned, violet-blue flowers; blooms repeatedly in partial shade during the hottest part of the summer."
"UCdavis","Neomarica caerulea","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Neomarica caerulea","Pruning needs","remove old flower stalks","Pruning needs","remove old flower stalks"
"UCdavis","Origanum vulgare Betty Rollins","Description","Pink tubular flowers attract butterflies from mid-summer to early fall; low-maintenance groundcover; leaves can be used in cooking.","Description","Pink tubular flowers attract butterflies from mid-summer to early fall; low-maintenance groundcover; leaves can be used in cooking."
"UCdavis","Origanum vulgare Betty Rollins","Wildlife Value(s)","Butterflies","Wildlife Value(s)","Butterflies"
"UCdavis","Origanum vulgare Betty Rollins","Pruning needs","remove old flower stalks in winter","Pruning needs","remove old flower stalks in winter"
"UCdavis","Osmanthus x fortunei","Description","Makes a dependable, low-maintenance screen in partial shade; does well on the north side of buildings; can thrive with low or medium irrigation and tolerates clay soils; fabulous fragrance.","Description","Makes a dependable, low-maintenance screen in partial shade; does well on the north side of buildings; can thrive with low or medium irrigation and tolerates clay soils; fabulous fragrance."
"UCdavis","Osmanthus x fortunei","Wildlife Value(s)","None","Wildlife Value(s)","None"
"UCdavis","Osmanthus x fortunei","Pruning needs","little or none","Pruning needs","little or none"
"UCdavis","Penstemon heterophyllus Margarita B.O.P.","Wildlife Value(s)","Hummingbirds","Wildlife Value(s)","Hummingbirds"
"UCdavis","Penstemon heterophyllus Margarita B.O.P.","Wildlife Value(s)","Beneficial Insects","Wildlife Value(s)","Beneficial Insects"
"UCdavis","Penstemon heterophyllus Margarita B.O.P.","Pruning needs","remove old flower stalks","Pruning needs","remove old flower stalks"
